"","reference_period_qq","CSDuid","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","inventory_per_10kpop"
"6678","1995-1","2425010","March 31, 1995","1400","QUÉBEC","FOSSAMBAULT-SUR-LE-LAC V",11,9,1.22222222222222,0,1995,1,"688734.05",0.159713317498968
"6679","1995-1","2425015","March 31, 1995","1400","QUÉBEC","LAC-SAINT-JOSEPH V",1,1,1,0,1995,1,"688734.05",0.0145193924999062
"6680","1995-1","2425020","March 31, 1995","1400","QUÉBEC","SHANNON V",37,36,1.02777777777778,0,1995,1,"688734.05",0.537217522496528
"6681","1995-1","2425025","March 31, 1995","1400","QUÉBEC","SAINT-GABRIEL-DE-VALCARTIER MÉ",27,12,2.25,0,1995,1,"688734.05",0.392023597497467
"6682","1995-1","2425030","March 31, 1995","1400","QUÉBEC","LAC-DELAGE V",8,5,1.6,0,1995,1,"688734.05",0.116155139999249
"6683","1995-1","2425035","March 31, 1995","1400","QUÉBEC","STONEHAM-ET-TEWKESBURY CU",4,4,1,0,1995,1,"688734.05",0.0580775699996247
"6684","1995-1","2425040","March 31, 1995","1400","QUÉBEC","LAC-BEAUPORT MÉ",2,2,1,0,1995,1,"688734.05",0.0290387849998123
"6685","1995-1","2425045","March 31, 1995","1400","QUÉBEC","BOISCHATEL MÉ",13,12,1.08333333333333,0,1995,1,"688734.05",0.18875210249878
"6686","1995-1","2455055","March 31, 1995","1060","MONTRÉAL","LÉRY V",1,1,1,0,1995,1,"3488152.73",0.00286684694566112
"6687","1995-1","2455065","March 31, 1995","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",1,1,1,0,1995,1,"3488152.73",0.00286684694566112
"6688","1995-1","2457005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",24,21,1.14285714285714,0.476190476190476,1995,1,"3488152.73",0.0688043266958669
"6689","1995-1","2457010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",1,2,0.5,0,1995,1,"3488152.73",0.00286684694566112
"6690","1995-1","2457015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",27,10,2.7,0.9,1995,1,"3488152.73",0.0774048675328503
"6691","1995-1","2457020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",27,28,0.964285714285714,0.142857142857143,1995,1,"3488152.73",0.0774048675328503
"6692","1995-1","2457025","March 31, 1995","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",0,1,0,0,1995,1,"3488152.73",0
"6693","1995-1","2457030","March 31, 1995","1060","MONTRÉAL","BOIS-DES-FILION V",18,10,1.8,0.3,1995,1,"3488152.73",0.0516032450219002
"6694","1995-1","2457035","March 31, 1995","1060","MONTRÉAL","SAINT-CONSTANT V",27,23,1.17391304347826,1,1995,1,"3488152.73",0.0774048675328503
"6695","1995-1","2457040","March 31, 1995","1060","MONTRÉAL","BELOEIL V",11,11,1,1.18181818181818,1995,1,"3488152.73",0.0315353164022723
"6696","1995-1","2457045","March 31, 1995","1060","MONTRÉAL","MERCIER V",3,3,1,0,1995,1,"3488152.73",0.00860054083698336
"6697","1995-1","2458005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",40,37,1.08108108108108,0.945945945945946,1995,1,"3488152.73",0.114673877826445
"6698","1995-1","2458010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",31,7,4.42857142857143,2.14285714285714,1995,1,"3488152.73",0.0888722553154948
"6699","1995-1","2458015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",5,3,1.66666666666667,2,1995,1,"3488152.73",0.0143342347283056
"6700","1995-1","2458020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",89,66,1.34848484848485,0.545454545454545,1995,1,"3488152.73",0.25514937816384
"6701","1995-1","2458030","March 31, 1995","1060","MONTRÉAL","BOIS-DES-FILION V",57,48,1.1875,0.270833333333333,1995,1,"3488152.73",0.163410275902684
"6702","1995-1","2459005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",51,44,1.15909090909091,0.272727272727273,1995,1,"3488152.73",0.146209194228717
"6703","1995-1","2459010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",49,40,1.225,0.35,1995,1,"3488152.73",0.140475500337395
"6704","1995-1","2459015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",20,19,1.05263157894737,0,1995,1,"3488152.73",0.0573369389132224
"6705","1995-1","2459020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",50,44,1.13636363636364,0.681818181818182,1995,1,"3488152.73",0.143342347283056
"6706","1995-1","2460005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",2,2,1,4,1995,1,"3488152.73",0.00573369389132224
"6707","1995-1","2460010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",55,39,1.41025641025641,0.794871794871795,1995,1,"3488152.73",0.157676582011362
"6708","1995-1","2460015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",158,50,3.16,1.28,1995,1,"3488152.73",0.452961817414457
"6709","1995-1","2460020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",21,7,3,0.428571428571429,1995,1,"3488152.73",0.0602037858588835
"6710","1995-1","2464005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",71,66,1.07575757575758,0.136363636363636,1995,1,"3488152.73",0.20354613314194
"6711","1995-1","2464010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",31,30,1.03333333333333,0.2,1995,1,"3488152.73",0.0888722553154948
"6712","1995-1","2464015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",32,33,0.96969696969697,0,1995,1,"3488152.73",0.0917391022611559
"6713","1995-1","2464020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",34,39,0.871794871794872,0,1995,1,"3488152.73",0.0974727961524781
"6714","1995-1","2465005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",510,412,1.2378640776699,0.182038834951456,1995,1,"3488152.73",1.46209194228717
"6715","1995-1","2466010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",64,16,4,2.875,1995,1,"3488152.73",0.183478204522312
"6716","1995-1","2466015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",63,2,31.5,7.5,1995,1,"3488152.73",0.180611357576651
"6717","1995-1","2466020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",11,2,5.5,7.5,1995,1,"3488152.73",0.0315353164022723
"6718","1995-1","2466025","March 31, 1995","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",505,195,2.58974358974359,1.83076923076923,1995,1,"3488152.73",1.44775770755887
"6719","1995-1","2466035","March 31, 1995","1060","MONTRÉAL","SAINT-CONSTANT V",103,19,5.42105263157895,2.36842105263158,1995,1,"3488152.73",0.295285235403095
"6720","1995-1","2466040","March 31, 1995","1060","MONTRÉAL","BELOEIL V",145,55,2.63636363636364,2.18181818181818,1995,1,"3488152.73",0.415692807120863
"6721","1995-1","2466045","March 31, 1995","1060","MONTRÉAL","MERCIER V",2,1,2,0,1995,1,"3488152.73",0.00573369389132224
"6722","1995-1","2466050","March 31, 1995","1060","MONTRÉAL","CHÂTEAUGUAY V",2,1,2,0,1995,1,"3488152.73",0.00573369389132224
"6723","1995-1","2466055","March 31, 1995","1060","MONTRÉAL","LÉRY V",1,1,1,0,1995,1,"3488152.73",0.00286684694566112
"6724","1995-1","2466060","March 31, 1995","1060","MONTRÉAL","L'ÎLE-PERROT V",0,1,0,0,1995,1,"3488152.73",0
"6725","1995-1","2466075","March 31, 1995","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",103,40,2.575,2.175,1995,1,"3488152.73",0.295285235403095
"6726","1995-1","2466080","March 31, 1995","1060",NA,NA,47,26,1.80769230769231,1.96153846153846,1995,1,"3488152.73",0.134741806446073
"6727","1995-1","2466085","March 31, 1995","1060",NA,NA,3,4,0.75,0,1995,1,"3488152.73",0.00860054083698336
"6728","1995-1","2466095","March 31, 1995","1060","MONTRÉAL","L'ÎLE-CADIEUX V",9,9,1,0,1995,1,"3488152.73",0.0258016225109501
"6729","1995-1","2466100","March 31, 1995","1060","MONTRÉAL","HUDSON V",18,21,0.857142857142857,0,1995,1,"3488152.73",0.0516032450219002
"6730","1995-1","2466105","March 31, 1995","1060","MONTRÉAL","SAINT-LAZARE V",8,7,1.14285714285714,0.285714285714286,1995,1,"3488152.73",0.022934775565289
"6731","1995-1","2466110","March 31, 1995","1060",NA,NA,1,2,0.5,0,1995,1,"3488152.73",0.00286684694566112
"6732","1995-1","2466115","March 31, 1995","1060",NA,NA,14,13,1.07692307692308,0.461538461538462,1995,1,"3488152.73",0.0401358572392557
"6733","1995-1","2466130","March 31, 1995","1060",NA,NA,46,37,1.24324324324324,1.02702702702703,1995,1,"3488152.73",0.131874959500412
"6734","1995-1","2466140","March 31, 1995","1060",NA,NA,22,22,1,0.409090909090909,1995,1,"3488152.73",0.0630706328045447
"6735","1995-1","2466150","March 31, 1995","1060",NA,NA,20,23,0.869565217391304,0,1995,1,"3488152.73",0.0573369389132224
"6736","1995-1","2467005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",2,2,1,0,1995,1,"3488152.73",0.00573369389132224
"6737","1995-1","2467010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",0,1,0,0,1995,1,"3488152.73",0
"6738","1995-1","2467015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",61,31,1.96774193548387,0.774193548387097,1995,1,"3488152.73",0.174877663685328
"6739","1995-1","2467020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",33,19,1.73684210526316,1.15789473684211,1995,1,"3488152.73",0.094605949206817
"6740","1995-1","2467025","March 31, 1995","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",13,11,1.18181818181818,0.545454545454545,1995,1,"3488152.73",0.0372690102935946
"6741","1995-1","2467030","March 31, 1995","1060","MONTRÉAL","BOIS-DES-FILION V",34,30,1.13333333333333,0.5,1995,1,"3488152.73",0.0974727961524781
"6742","1995-1","2467035","March 31, 1995","1060","MONTRÉAL","SAINT-CONSTANT V",27,25,1.08,0.32,1995,1,"3488152.73",0.0774048675328503
"6743","1995-1","2467045","March 31, 1995","1060","MONTRÉAL","MERCIER V",14,17,0.823529411764706,0,1995,1,"3488152.73",0.0401358572392557
"6744","1995-1","2467050","March 31, 1995","1060","MONTRÉAL","CHÂTEAUGUAY V",15,17,0.882352941176471,0.117647058823529,1995,1,"3488152.73",0.0430027041849168
"6745","1995-1","2467055","March 31, 1995","1060","MONTRÉAL","LÉRY V",1,1,1,2,1995,1,"3488152.73",0.00286684694566112
"6746","1995-1","2470020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",0,1,0,0,1995,1,"3488152.73",0
"6747","1995-1","2471055","March 31, 1995","1060","MONTRÉAL","LÉRY V",2,2,1,0,1995,1,"3488152.73",0.00573369389132224
"6748","1995-1","2471060","March 31, 1995","1060","MONTRÉAL","L'ÎLE-PERROT V",19,16,1.1875,0.75,1995,1,"3488152.73",0.0544700919675613
"6749","1995-1","2471065","March 31, 1995","1060","MONTRÉAL","SAINT-MATHIAS-SUR-RICHELIEU MÉ",64,60,1.06666666666667,0.233333333333333,1995,1,"3488152.73",0.183478204522312
"6750","1995-1","2471070","March 31, 1995","1060","MONTRÉAL","PINCOURT V",25,19,1.31578947368421,0.526315789473684,1995,1,"3488152.73",0.071671173641528
"6751","1995-1","2471075","March 31, 1995","1060","MONTRÉAL","TERRASSE-VAUDREUIL MÉ",6,6,1,0,1995,1,"3488152.73",0.0172010816739667
"6752","1995-1","2471080","March 31, 1995","1060",NA,NA,11,5,2.2,3.2,1995,1,"3488152.73",0.0315353164022723
"6753","1995-1","2471085","March 31, 1995","1060",NA,NA,50,37,1.35135135135135,0.459459459459459,1995,1,"3488152.73",0.143342347283056
"6754","1995-1","2471100","March 31, 1995","1060","MONTRÉAL","HUDSON V",1,1,1,0,1995,1,"3488152.73",0.00286684694566112
"6755","1995-1","2471105","March 31, 1995","1060","MONTRÉAL","SAINT-LAZARE V",17,21,0.80952380952381,0,1995,1,"3488152.73",0.0487363980762391
"6756","1995-1","2472005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",55,48,1.14583333333333,0.0416666666666667,1995,1,"3488152.73",0.157676582011362
"6757","1995-1","2472010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",37,31,1.19354838709677,0.0645161290322581,1995,1,"3488152.73",0.106073336989461
"6758","1995-1","2472015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",20,22,0.909090909090909,0,1995,1,"3488152.73",0.0573369389132224
"6759","1995-1","2472020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",2,3,0.666666666666667,0,1995,1,"3488152.73",0.00573369389132224
"6760","1995-1","2472025","March 31, 1995","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",1,2,0.5,0,1995,1,"3488152.73",0.00286684694566112
"6761","1995-1","2473005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",29,30,0.966666666666667,0.1,1995,1,"3488152.73",0.0831385614241725
"6762","1995-1","2473010","March 31, 1995","1060","MONTRÉAL","DEUX-MONTAGNES V",22,9,2.44444444444444,1.33333333333333,1995,1,"3488152.73",0.0630706328045447
"6763","1995-1","2473015","March 31, 1995","1060","MONTRÉAL","SAINT-AMABLE MÉ",121,123,0.983739837398374,0,1995,1,"3488152.73",0.346888480424996
"6764","1995-1","2473020","March 31, 1995","1060","MONTRÉAL","POINTE-CALUMET MÉ",13,10,1.3,0,1995,1,"3488152.73",0.0372690102935946
"6765","1995-1","2473025","March 31, 1995","1060","MONTRÉAL","SAINT-JOSEPH-DU-LAC MÉ",12,13,0.923076923076923,0,1995,1,"3488152.73",0.0344021633479335
"6766","1995-1","2473030","March 31, 1995","1060","MONTRÉAL","BOIS-DES-FILION V",25,16,1.5625,0,1995,1,"3488152.73",0.071671173641528
"6767","1995-1","2473035","March 31, 1995","1060","MONTRÉAL","SAINT-CONSTANT V",13,13,1,0.230769230769231,1995,1,"3488152.73",0.0372690102935946
"6768","1995-1","2474005","March 31, 1995","1060","MONTRÉAL","MIRABEL V",70,68,1.02941176470588,0,1995,1,"3488152.73",0.200679286196278
"6769","1995-1","3502037","March 31, 1995","1265",NA,NA,4,5,0.8,0,1995,1,"777685.0470553581",0.0514347037421599
"6770","1995-1","3502039","March 31, 1995","1265",NA,NA,6,6,1,0,1995,1,"777685.0470553581",0.0771520556132398
"6771","1995-1","3506001","March 31, 1995","1265",NA,NA,0,3,0,0,1995,1,"777685.0470553581",0
"6772","1995-1","3506004","March 31, 1995","1265",NA,NA,41,39,1.05128205128205,0,1995,1,"777685.0470553581",0.527205713357139
"6773","1995-1","3506006","March 31, 1995","1265",NA,NA,76,60,1.26666666666667,0,1995,1,"777685.0470553581",0.977259371101038
"6774","1995-1","3506009","March 31, 1995","1265",NA,NA,2,2,1,0,1995,1,"777685.0470553581",0.0257173518710799
"6775","1995-1","3506012","March 31, 1995","1265",NA,NA,195,121,1.61157024793388,0,1995,1,"777685.0470553581",2.50744180743029
"6776","1995-1","3506014","March 31, 1995","1265",NA,NA,256,68,3.76470588235294,0.117647058823529,1995,1,"777685.0470553581",3.29182103949823
"6777","1995-1","3506027","March 31, 1995","1265",NA,NA,37,30,1.23333333333333,0,1995,1,"777685.0470553581",0.475771009614979
"6778","1995-1","3506030","March 31, 1995","1265","OTTAWA","MISSISSIPPI MILLS T",110,86,1.27906976744186,0,1995,1,"777685.0470553581",1.4144543529094
"6779","1995-1","3506042","March 31, 1995","1265",NA,NA,2,7,0.285714285714286,0,1995,1,"777685.0470553581",0.0257173518710799
"6780","1995-1","3518001","March 31, 1995","2270","TORONTO","PICKERING CY",85,63,1.34920634920635,0,1995,1,"4321106.26",0.196708886302648
"6781","1995-1","3518005","March 31, 1995","2270","TORONTO","AJAX T",68,73,0.931506849315068,0,1995,1,"4321106.26",0.157367109042118
"6782","1995-1","3518029","March 31, 1995","2270","TORONTO","UXBRIDGE TP",2,14,0.142857142857143,0,1995,1,"4321106.26",0.00462844438359171
"6783","1995-1","3519028","March 31, 1995","2270","TORONTO","VAUGHAN CY",103,158,0.651898734177215,0.341772151898734,1995,1,"4321106.26",0.238364885754973
"6784","1995-1","3519036","March 31, 1995","2270","TORONTO","MARKHAM CY",113,82,1.3780487804878,0,1995,1,"4321106.26",0.261507107672932
"6785","1995-1","3519038","March 31, 1995","2270","TORONTO","RICHMOND HILL T",79,145,0.544827586206897,0,1995,1,"4321106.26",0.182823553151873
"6786","1995-1","3519044","March 31, 1995","2270","TORONTO","WHITCHURCH-STOUFFVILLE T",7,13,0.538461538461538,0,1995,1,"4321106.26",0.016199555342571
"6787","1995-1","3519046","March 31, 1995","2270","TORONTO","AURORA T",4,16,0.25,0,1995,1,"4321106.26",0.00925688876718343
"6788","1995-1","3519048","March 31, 1995","2270","TORONTO","NEWMARKET T",5,22,0.227272727272727,0,1995,1,"4321106.26",0.0115711109589793
"6789","1995-1","3519049","March 31, 1995","2270","TORONTO","KING TP",1,3,0.333333333333333,0,1995,1,"4321106.26",0.00231422219179586
"6790","1995-1","3519054","March 31, 1995","2270","TORONTO","EAST GWILLIMBURY T",1,5,0.2,0,1995,1,"4321106.26",0.00231422219179586
"6791","1995-1","3519070","March 31, 1995","2270","TORONTO","GEORGINA T",4,11,0.363636363636364,0,1995,1,"4321106.26",0.00925688876718343
"6792","1995-1","3520001","March 31, 1995","2270","TORONTO","PICKERING CY",151,65,2.32307692307692,1.38461538461538,1995,1,"4321106.26",0.349447550961175
"6793","1995-1","3520004","March 31, 1995","2270",NA,NA,245,29,8.44827586206897,0.689655172413793,1995,1,"4321106.26",0.566984436989985
"6794","1995-1","3520006","March 31, 1995","2270",NA,NA,9,14,0.642857142857143,0.357142857142857,1995,1,"4321106.26",0.0208279997261627
"6795","1995-1","3520008","March 31, 1995","2270",NA,NA,124,113,1.09734513274336,0.371681415929204,1995,1,"4321106.26",0.286963551782686
"6796","1995-1","3520014","March 31, 1995","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",25,10,2.5,1,1995,1,"4321106.26",0.0578555547948964
"6797","1995-1","3520019","March 31, 1995","2270",NA,NA,128,20,6.4,2.5,1995,1,"4321106.26",0.29622044054987
"6798","1995-1","3521005","March 31, 1995","2270","TORONTO","AJAX T",88,214,0.411214953271028,0.0934579439252336,1995,1,"4321106.26",0.203651552878035
"6799","1995-1","3521010","March 31, 1995","2270","TORONTO","BRAMPTON CY",21,49,0.428571428571429,0,1995,1,"4321106.26",0.048598666027713
"6800","1995-1","3521024","March 31, 1995","2270","TORONTO","CALEDON T",2,42,0.0476190476190476,0,1995,1,"4321106.26",0.00462844438359171
"6801","1995-1","3522014","March 31, 1995","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",17,21,0.80952380952381,0,1995,1,"4321106.26",0.0393417772605296
"6802","1995-1","3524001","March 31, 1995","2270","TORONTO","PICKERING CY",16,54,0.296296296296296,0.111111111111111,1995,1,"4321106.26",0.0370275550687337
"6803","1995-1","3524002","March 31, 1995","0610","HAMILTON","BURLINGTON CY",82,46,1.78260869565217,0,1995,1,"637696.87",1.28587741068887
"6804","1995-1","3524009","March 31, 1995","2270","TORONTO","MILTON T",9,5,1.8,3.2,1995,1,"4321106.26",0.0208279997261627
"6805","1995-1","3524015","March 31, 1995","2270","TORONTO","HALTON HILLS T",0,12,0,0,1995,1,"4321106.26",0
"6806","1995-1","3525003","March 31, 1995","0610",NA,NA,35,40,0.875,0,1995,1,"637696.87",0.548850114318422
"6807","1995-1","3525009","March 31, 1995","0610",NA,NA,1,1,1,0,1995,1,"637696.87",0.0156814318376692
"6808","1995-1","3525014","March 31, 1995","0610",NA,NA,36,29,1.24137931034483,0,1995,1,"637696.87",0.564531546156091
"6809","1995-1","3525018","March 31, 1995","0610",NA,NA,78,54,1.44444444444444,0,1995,1,"637696.87",1.2231516833382
"6810","1995-1","3525026","March 31, 1995","0610",NA,NA,14,11,1.27272727272727,0,1995,1,"637696.87",0.219540045727369
"6811","1995-1","3525030","March 31, 1995","0610",NA,NA,40,49,0.816326530612245,0,1995,1,"637696.87",0.627257273506768
"6812","1995-1","3526065","March 31, 1995","0610","HAMILTON","GRIMSBY T",12,16,0.75,0,1995,1,"637696.87",0.18817718205203
"6813","1995-1","3543007","March 31, 1995","2270","TORONTO","NEW TECUMSETH T",53,54,0.981481481481482,0.0555555555555556,1995,1,"4321106.26",0.12265377616518
"6814","1995-1","3543014","March 31, 1995","2270","TORONTO","BRADFORD WEST GWILLIMBURY T",5,7,0.714285714285714,0,1995,1,"4321106.26",0.0115711109589793
"6815","1995-1","4602069","March 31, 1995","2680","WINNIPEG","TACHÉ RM",1,1,1,0,1995,1,"685442.664",0.0145891122995519
"6816","1995-1","4611040","March 31, 1995","2680","WINNIPEG","WINNIPEG CY",244,228,1.07017543859649,0,1995,1,"685442.664",3.55974340109066
"6817","1995-1","4612047","March 31, 1995","2680","WINNIPEG","SPRINGFIELD RM",3,5,0.6,0,1995,1,"685442.664",0.0437673368986556
"6818","1995-1","4613032","March 31, 1995","2680","WINNIPEG","EAST ST. PAUL RM",1,3,0.333333333333333,0,1995,1,"685442.664",0.0145891122995519
"6819","1995-1","4706027","March 31, 1995","1490","REGINA","REGINA CY",45,58,0.775862068965517,0.0172413793103448,1995,1,"199645.27599999998",2.25399773546357
"6820","1995-1","4706029","March 31, 1995","1490","REGINA","EDENWOLD NO. 158 RM",0,3,0,0,1995,1,"199645.27599999998",0
"6821","1995-1","4706032","March 31, 1995","1490","REGINA","BALGONIE T",0,1,0,0,1995,1,"199645.27599999998",0
"6822","1995-1","4711066","March 31, 1995","1700","SASKATOON","SASKATOON CY",53,60,0.883333333333333,0.1,1995,1,"226748.29299999998",2.33739356088559
"6823","1995-1","4711073","March 31, 1995","1700","SASKATOON","DALMENY T",0,1,0,0,1995,1,"226748.29299999998",0
"6824","1995-1","4806014","March 31, 1995","0140","CALGARY","ROCKY VIEW COUNTY MD",9,38,0.236842105263158,0,1995,1,"825193.981",0.109065264740461
"6825","1995-1","4806016","March 31, 1995","0140","CALGARY","CALGARY CY",836,962,0.869022869022869,0,1995,1,"825193.981",10.1309512581139
"6826","1995-1","4806017","March 31, 1995","0140","CALGARY","CHESTERMERE CY",11,11,1,0,1995,1,"825193.981",0.133301990238341
"6827","1995-1","4806019","March 31, 1995","0140","CALGARY","COCHRANE T",24,30,0.8,0,1995,1,"825193.981",0.290840705974563
"6828","1995-1","4806021","March 31, 1995","0140","CALGARY","AIRDRIE CY",53,75,0.706666666666667,0,1995,1,"825193.981",0.642273225693826
"6829","1995-1","4806024","March 31, 1995","0140","CALGARY","BEISEKER VL",1,1,1,0,1995,1,"825193.981",0.0121183627489401
"6830","1995-1","4806026","March 31, 1995","0140","CALGARY","CROSSFIELD T",4,3,1.33333333333333,0,1995,1,"825193.981",0.0484734509957605
"6831","1995-1","4811012","March 31, 1995","0340","EDMONTON","LEDUC COUNTY MD",0,9,0,0,1995,1,"879698.88",0
"6832","1995-1","4811013","March 31, 1995","0340","EDMONTON","BEAUMONT CY",12,15,0.8,0,1995,1,"879698.88",0.136410313492726
"6833","1995-1","4811016","March 31, 1995","0340","EDMONTON","LEDUC CY",32,28,1.14285714285714,0,1995,1,"879698.88",0.363760835980603
"6834","1995-1","4811018","March 31, 1995","0340","EDMONTON","DEVON T",5,5,1,0,1995,1,"879698.88",0.0568376306219692
"6835","1995-1","4811019","March 31, 1995","0340","EDMONTON","CALMAR T",5,7,0.714285714285714,0,1995,1,"879698.88",0.0568376306219692
"6836","1995-1","4811034","March 31, 1995","0340","EDMONTON","PARKLAND COUNTY MD",8,16,0.5,0,1995,1,"879698.88",0.0909402089951507
"6837","1995-1","4811048","March 31, 1995","0340","EDMONTON","STONY PLAIN T",14,15,0.933333333333333,0,1995,1,"879698.88",0.159145365741514
"6838","1995-1","4811049","March 31, 1995","0340","EDMONTON","SPRUCE GROVE CY",17,20,0.85,0,1995,1,"879698.88",0.193247944114695
"6839","1995-1","4811052","March 31, 1995","0340","EDMONTON","STRATHCONA COUNTY SM",130,146,0.89041095890411,0,1995,1,"879698.88",1.4777783961712
"6840","1995-1","4811056","March 31, 1995","0340","EDMONTON","FORT SASKATCHEWAN CY",28,15,1.86666666666667,0,1995,1,"879698.88",0.318290731483027
"6841","1995-1","4811059","March 31, 1995","0340","EDMONTON","STURGEON COUNTY MD",6,8,0.75,0,1995,1,"879698.88",0.068205156746363
"6842","1995-1","4811061","March 31, 1995","0340","EDMONTON","EDMONTON CY",1138,687,1.65647743813683,0.00436681222707424,1995,1,"879698.88",12.9362447295602
"6843","1995-1","4811062","March 31, 1995","0340","EDMONTON","ST. ALBERT CY",172,141,1.21985815602837,0.134751773049645,1995,1,"879698.88",1.95521449339574
"6844","1995-1","4811064","March 31, 1995","0340","EDMONTON","GIBBONS T",1,1,1,0,1995,1,"879698.88",0.0113675261243938
"6845","1995-1","4811068","March 31, 1995","0340","EDMONTON","MORINVILLE T",3,3,1,0,1995,1,"879698.88",0.0341025783731815
"6846","1995-1","4811069","March 31, 1995","0340","EDMONTON","LEGAL T",1,1,1,0,1995,1,"879698.88",0.0113675261243938
"6847","1995-1","5913011","March 31, 1995","2410","VANCOUVER","DELTA DM",254,195,1.3025641025641,0.0564102564102564,1995,1,"1851811.3499999999",1.37162999891971
"6848","1995-1","5913018","March 31, 1995","2410",NA,NA,29,10,2.9,0.9,1995,1,"1851811.3499999999",0.15660342507351
"6849","1995-1","5915001","March 31, 1995","2410","VANCOUVER","LANGLEY DM",144,161,0.894409937888199,0.0186335403726708,1995,1,"1851811.3499999999",0.777617007261566
"6850","1995-1","5915002","March 31, 1995","2410","VANCOUVER","LANGLEY CY",162,18,9,2.22222222222222,1995,1,"1851811.3499999999",0.874819133169262
"6851","1995-1","5915004","March 31, 1995","2410","VANCOUVER","SURREY CY",1136,513,2.21442495126706,0.555555555555556,1995,1,"1851811.3499999999",6.1345341683968
"6852","1995-1","5915007","March 31, 1995","2410","VANCOUVER","WHITE ROCK CY",44,12,3.66666666666667,1.33333333333333,1995,1,"1851811.3499999999",0.237605196663256
"6853","1995-1","5915011","March 31, 1995","2410","VANCOUVER","DELTA DM",84,53,1.58490566037736,0.169811320754717,1995,1,"1851811.3499999999",0.45360992090258
"6854","1995-1","5915015","March 31, 1995","2410","VANCOUVER","RICHMOND CY",422,344,1.22674418604651,0.148255813953488,1995,1,"1851811.3499999999",2.27884984072487
"6855","1995-1","5915018","March 31, 1995","2410",NA,NA,2,2,1,0,1995,1,"1851811.3499999999",0.0108002362119662
"6856","1995-1","5915022","March 31, 1995","2410","VANCOUVER","VANCOUVER CY",1366,372,3.67204301075269,1.88440860215054,1995,1,"1851811.3499999999",7.37656133277291
"6857","1995-1","5915025","March 31, 1995","2410","VANCOUVER","BURNABY CY",341,201,1.69651741293532,0.442786069651741,1995,1,"1851811.3499999999",1.84144027414024
"6858","1995-1","5915029","March 31, 1995","2410","VANCOUVER","NEW WESTMINSTER CY",102,52,1.96153846153846,1.75,1995,1,"1851811.3499999999",0.550812046810276
"6859","1995-1","5915034","March 31, 1995","2410","VANCOUVER","COQUITLAM CY",178,151,1.17880794701987,0.350993377483444,1995,1,"1851811.3499999999",0.961221022864991
"6860","1995-1","5915038","March 31, 1995","2410","VANCOUVER","ANMORE VL",1,2,0.5,0,1995,1,"1851811.3499999999",0.0054001181059831
