"","reference_period_qq","metcode","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","ref_yy","ref_qq","population","comp_per_10kpop"
"5773","2009-1","0610",2,3,"March 31, 2009","HAMILTON",2,NA,NA,1,2,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"730997.375",0.0273598793702919
"5774","2009-1","1060",5,1,"March 31, 2009","MONTRÉAL",66,NA,NA,33,2,1.12121212121212,5.53333333333333,-0.19047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"3913564.66",0.168644204795124
"5775","2009-1","1060",5,3,"March 31, 2009","MONTRÉAL",1034,NA,NA,103,10.0388349514563,2.13592233009709,6.72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"3913564.66",2.64209254179028
"5776","2009-1","1265",2,1,"March 31, 2009","OTTAWA",51,NA,NA,26,1.96153846153846,0,7.24,0.653846153846154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"925428.8556601809",0.551095848028401
"5777","2009-1","1265",5,2,"March 31, 2009","OTTAWA",69,NA,NA,1,69,0,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"925428.8556601809",0.745600264979601
"5778","2009-1","1400",1,1,"March 31, 2009","QUÉBEC",337,NA,NA,337,1,0,4.06153846153846,0.396284829721362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"759590.094",4.43660340836409
"5779","2009-1","1400",5,1,"March 31, 2009","QUÉBEC",24,NA,NA,12,2,1.16666666666667,4.77777777777778,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"759590.094",0.315959886649075
"5780","2009-1","1490",1,1,"March 31, 2009","REGINA",158,NA,NA,158,1,0,10.4050632911392,0.330882352941176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"211000.781",7.48812394206257
"5781","2009-1","2270",2,3,"March 31, 2009","TORONTO",2,NA,NA,1,2,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"5599367.47",0.00357183201623308
"5782","2009-1","2410",2,1,"March 31, 2009","VANCOUVER",92,NA,NA,46,2,0,8.71739130434783,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,1,"2307305.5300000003",0.398733495862596
"5783","2009-2","0140",4,3,"June 30, 2009","CALGARY",216,NA,NA,38,5.68421052631579,0.210526315789474,13.2222222222222,5.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"1230227.09",1.7557733995274
"5784","2009-2","0340",1,1,"June 30, 2009","EDMONTON",703,NA,NA,703,1,0,8.7733918128655,0.815078236130868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"1172768.38",5.99436352470554
"5785","2009-2","0340",4,2,"June 30, 2009","EDMONTON",8,NA,NA,1,8,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"1172768.38",0.0682146631545438
"5786","2009-2","0580",1,1,"June 30, 2009","HALIFAX",213,NA,NA,213,1,0,7.05464480874317,0.624413145539906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"395298.03099999996",5.38833951338351
"5787","2009-2","0580",1,2,"June 30, 2009","HALIFAX",1,NA,NA,1,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"395298.03099999996",0.0252973686074343
"5788","2009-2","1060",1,1,"June 30, 2009","MONTRÉAL",1249,NA,NA,1249,1,0,5.16361679224973,-0.401234567901235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"3925239.09",3.18197177639949
"5789","2009-2","1060",4,2,"June 30, 2009","MONTRÉAL",24,NA,NA,6,4,0.333333333333333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"3925239.09",0.0611427723247299
"5790","2009-2","1265",5,3,"June 30, 2009","OTTAWA",293,NA,NA,20,14.65,0,11.75,1.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"929013.6850167441",3.15388249630272
"5791","2009-2","1400",5,1,"June 30, 2009","QUÉBEC",30,NA,NA,15,2,1.8,6.81818181818182,1.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"762091.656",0.393653437402285
"5792","2009-2","1490",4,3,"June 30, 2009","REGINA",19,NA,NA,5,3.8,0,16.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"212027.969",0.896108192216849
"5793","2009-2","2410",1,1,"June 30, 2009","VANCOUVER",870,NA,NA,870,1,0,12.7154761904762,0.554022988505747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"2318426.2199999997",3.75254555221516
"5794","2009-2","2440",1,2,"June 30, 2009","VICTORIA",2,NA,NA,2,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"349312.5",0.057255322955806
"5795","2009-2","2440",2,1,"June 30, 2009","VICTORIA",10,NA,NA,5,2,0,13.5,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,2,"349312.5",0.28627661477903
"5796","2009-3","0140",2,1,"September 30, 2009","CALGARY",234,NA,NA,117,2,0,10.3271028037383,0.817391304347826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,3,"1232526.72",1.89853896230339
"5797","2009-3","0340",5,3,"September 30, 2009","EDMONTON",2085,NA,NA,29,71.8965517241379,3.82758620689655,23.7586206896552,1.88235294117647,NA,679,1390,16,NA,2085,0,0,344915.325659472,1,1200000,2009,3,"1176077.8399999999",17.7284183842797
"5798","2009-3","0580",1,1,"September 30, 2009","HALIFAX",125,NA,NA,125,1,0,6.66990291262136,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,3,"396753.938",3.15056734232087
"5799","2009-3","0610",2,1,"September 30, 2009","HAMILTON",22,NA,NA,11,2,0,8.18181818181818,4.18181818181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,3,"734654.625",0.299460443742527
"5800","2009-3","1060",5,4,"September 30, 2009","MONTRÉAL",104,NA,NA,3,34.6666666666667,1,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,3,"3937309.6599999997",0.264139752726485
"5801","2009-3","1265",4,3,"September 30, 2009","OTTAWA",10,NA,NA,1,10,0,9,0,NA,NA,10,NA,NA,10,0,0,229000,229000,229000,2009,3,"932682.421864935",0.107217631270509
"5802","2009-3","1700",4,3,"September 30, 2009","SASKATOON",70,NA,NA,16,4.375,0.125,11.5333333333333,-0.357142857142857,NA,5,10,55,NA,70,0,0,265547.142857143,2e+05,369900,2009,3,"262094.68800000002",2.67079048927539
"5803","2009-3","2270",4,1,"September 30, 2009","TORONTO",655,NA,NA,104,6.29807692307692,0.0192307692307692,11.6057692307692,0.247422680412371,NA,NA,29,606,11,646,9.3266253869969,100.390863003096,368118.126934985,192970,964950,2009,3,"5647248.72",1.15985683024777
"5804","2009-3","2270",5,2,"September 30, 2009","TORONTO",180,NA,NA,6,30,4.16666666666667,17.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,3,"5647248.72",0.318739281594808
"5805","2009-3","2410",1,2,"September 30, 2009","VANCOUVER",5,NA,NA,5,1,0,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,3,"2330702.59",0.0214527585864141
"5806","2009-3","2410",4,3,"September 30, 2009","VANCOUVER",643,NA,NA,121,5.31404958677686,0.256198347107438,10.453781512605,3.17355371900826,NA,26,140,343,115,624,0.673076923076923,7.24493269230769,494843.125,249900,3250000,2009,3,"2330702.59",2.75882475421285
"5807","2009-4","0140",2,3,"December 31, 2009","CALGARY",4,NA,NA,2,2,0,13,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"1237706.53",0.0323178387044625
"5808","2009-4","0340",2,3,"December 31, 2009","EDMONTON",102,NA,NA,51,2,0,24.4,15.3636363636364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"1181277.91",0.863471661803953
"5809","2009-4","0580",4,1,"December 31, 2009","HALIFAX",83,NA,NA,15,5.53333333333333,0,13.2666666666667,0.533333333333333,NA,NA,NA,15,NA,15,0,0,296086.666666667,255000,319900,2009,4,"397861.56299999997",2.08615276565432
"5810","2009-4","1060",5,3,"December 31, 2009","MONTRÉAL",1682,NA,NA,144,11.6805555555556,1.47916666666667,7.77037037037037,-0.241935483870968,2,67,493,44,NA,606,0.193069306930693,2.07817871287129,214956.600660066,110000,660000,2009,4,"3948512.59",4.25983192825529
"5811","2009-4","1265",2,1,"December 31, 2009","OTTAWA",84,NA,NA,42,2,0,7.38095238095238,1.02380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"936513",0.896944302962159
"5812","2009-4","1265",4,1,"December 31, 2009","OTTAWA",349,NA,NA,69,5.05797101449275,0,7.89855072463768,1.95652173913043,NA,NA,11,335,3,349,14.7478510028653,158.744393409742,266082.604584527,225990,550000,2009,4,"936513",3.7265900206404
"5813","2009-4","2270",1,1,"December 31, 2009","TORONTO",1964,NA,NA,1964,1,0,8.92945823927765,1.79989816700611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"5670081.03",3.46379529606123
"5814","2009-4","2270",4,3,"December 31, 2009","TORONTO",329,NA,NA,38,8.6578947368421,0,13.0526315789474,1.73684210526316,NA,33,104,153,27,317,0,0,329991.41955836,169900,724900,2009,4,"5670081.03",0.580238621387039
"5815","2009-4","2270",5,3,"December 31, 2009","TORONTO",2973,NA,NA,20,148.65,10.1,21.25,12.4375,85,1208,1527,93,NA,2913,0,0,339506.927566083,149500,4183000,2009,4,"5670081.03",5.24331131119655
"5816","2009-4","2440",1,1,"December 31, 2009","VICTORIA",186,NA,NA,186,1,0,9.64705882352941,0.89247311827957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"350969.18799999997",5.29961051737681
"5817","2009-4","2440",2,1,"December 31, 2009","VICTORIA",14,NA,NA,7,2,0,11.2857142857143,0.428571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"350969.18799999997",0.398895415286427
"5818","2009-4","2680",2,3,"December 31, 2009","WINNIPEG",10,NA,NA,5,2,0,7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"734956.375",0.136062497587017
"5819","2009-4","2680",4,3,"December 31, 2009","WINNIPEG",16,NA,NA,4,4,0,5.75,0,NA,NA,10,6,NA,16,0,0,261912.5,189900,376500,2009,4,"734956.375",0.217699996139227
"5820","2009-4","2680",5,2,"December 31, 2009","WINNIPEG",138,NA,NA,5,27.6,1.6,4.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,4,"734956.375",1.87766246670083
"5821","2010-1","0340",2,1,"March 31, 2010","EDMONTON",222,NA,NA,111,2,0,6.28440366972477,1.25454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"1186529.03",1.87100352698492
"5822","2010-1","0340",2,3,"March 31, 2010","EDMONTON",32,NA,NA,16,2,0,20.3125,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"1186529.03",0.269694202087917
"5823","2010-1","0580",4,1,"March 31, 2010","HALIFAX",25,NA,NA,5,5,0,10.8,1,NA,NA,NA,14,NA,14,0,0,287957.142857143,227900,322500,2010,1,"398909.81299999997",0.626708072483542
"5824","2010-1","0610",1,1,"March 31, 2010","HAMILTON",273,NA,NA,273,1,0,7.77729257641921,1.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"737645.125",3.70096664029333
"5825","2010-1","0610",2,1,"March 31, 2010","HAMILTON",26,NA,NA,13,2,0,8.69230769230769,4.07692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"737645.125",0.352473013361269
"5826","2010-1","1060",4,1,"March 31, 2010","MONTRÉAL",111,NA,NA,25,4.44,0.56,7.72,0,NA,4,29,3,NA,36,0,0,228700.5,136465,330000,2010,1,"3959374.47",0.280347314559514
"5827","2010-1","1060",4,3,"March 31, 2010","MONTRÉAL",69,NA,NA,9,7.66666666666667,0.555555555555556,9,0,NA,NA,8,NA,NA,8,0,0,210000,210000,210000,2010,1,"3959374.47",0.174269952293752
"5828","2010-1","1265",1,1,"March 31, 2010","OTTAWA",542,NA,NA,542,1,0,6.96641791044776,1.4280442804428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"940548.3625716519",5.76259575337584
"5829","2010-1","1265",4,2,"March 31, 2010","OTTAWA",4,NA,NA,1,4,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"940548.3625716519",0.0425283819437331
"5830","2010-1","1265",5,2,"March 31, 2010","OTTAWA",8,NA,NA,1,8,0,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"940548.3625716519",0.0850567638874662
"5831","2010-1","1400",4,1,"March 31, 2010","QUÉBEC",39,NA,NA,9,4.33333333333333,1.55555555555556,4.5,3,NA,NA,4,NA,NA,4,0,0,187465.5,181723,193123,2010,1,"769613.094",0.506748134927133
"5832","2010-1","1400",5,2,"March 31, 2010","QUÉBEC",131,NA,NA,15,8.73333333333333,1.13333333333333,7.15384615384615,1.35714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"769613.094",1.70215399167832
"5833","2010-1","2410",1,3,"March 31, 2010","VANCOUVER",8,NA,NA,8,1,0,23.875,4.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"2349844.78",0.0340448018868719
"5834","2010-1","2410",2,3,"March 31, 2010","VANCOUVER",46,NA,NA,23,2,0,19.2608695652174,6.69565217391304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"2349844.78",0.195757610849513
"5835","2010-1","2410",5,3,"March 31, 2010","VANCOUVER",3138,NA,NA,38,82.5789473684211,10.7105263157895,18.7631578947368,3.68421052631579,61,1091,1654,109,NA,2915,18.6562607204117,200.814124768439,808433.707718696,124900,7288000,2010,1,"2349844.78",13.3540735401255
"5836","2010-1","2440",1,3,"March 31, 2010","VICTORIA",3,NA,NA,3,1,0,5.66666666666667,5.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"351467.438",0.0853564135861712
"5837","2010-1","2440",2,1,"March 31, 2010","VICTORIA",18,NA,NA,9,2,0,7.55555555555556,0.888888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"351467.438",0.512138481517027
"5838","2010-1","2440",5,3,"March 31, 2010","VICTORIA",136,NA,NA,3,45.3333333333333,4,22,0.666666666666667,NA,14,119,3,NA,136,0,0,362719.294117647,231500,492000,2010,1,"351467.438",3.86949074923976
"5839","2010-1","2680",1,1,"March 31, 2010","WINNIPEG",200,NA,NA,200,1,0,5.80213903743315,1.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,1,"736997.625",2.71371295124594
"5840","2010-1","2680",5,3,"March 31, 2010","WINNIPEG",159,NA,NA,3,53,3.33333333333333,16,0.666666666666667,NA,74,45,NA,NA,119,6.21848739495798,66.9351764705882,263378.151260504,150000,360000,2010,1,"736997.625",2.15740179624052
"5841","2010-2","0340",4,1,"June 30, 2010","EDMONTON",49,NA,NA,14,3.5,0,5.35714285714286,0.727272727272727,NA,2,8,37,2,49,61.2857142857143,659.6733,268099.897959184,178334,360000,2010,2,"1191831.22",0.411132039316775
"5842","2010-2","0580",5,3,"June 30, 2010","HALIFAX",38,NA,NA,1,38,0,25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"399898.68799999997",0.95024067695866
"5843","2010-2","0610",1,1,"June 30, 2010","HAMILTON",341,NA,NA,341,1,0,5.89272030651341,1.96764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"739005.375",4.6143101462557
"5844","2010-2","0610",1,3,"June 30, 2010","HAMILTON",3,NA,NA,3,1,0,7,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"739005.375",0.0405951039260032
"5845","2010-2","1060",1,1,"June 30, 2010","MONTRÉAL",1630,NA,NA,1630,1,0,4.8384074941452,-0.705345501955671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"3969895.2800000003",4.10590175567553
"5846","2010-2","1060",2,1,"June 30, 2010","MONTRÉAL",316,NA,NA,158,2,0,5.32592592592593,-0.62962962962963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"3969895.2800000003",0.795990769811943
"5847","2010-2","1060",5,1,"June 30, 2010","MONTRÉAL",168,NA,NA,84,2,0.238095238095238,5.40845070422535,-0.272727272727273,NA,NA,25,NA,NA,25,0,0,315636,2e+05,6e+05,2010,2,"3969895.2800000003",0.423184966229134
"5848","2010-2","1265",2,1,"June 30, 2010","OTTAWA",80,NA,NA,40,2,0,7.34210526315789,1.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"944691.490147491",0.846837309686254
"5849","2010-2","1265",4,2,"June 30, 2010","OTTAWA",29,NA,NA,7,4.14285714285714,0,7.8,2.85714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"944691.490147491",0.306978524761267
"5850","2010-2","1265",5,2,"June 30, 2010","OTTAWA",15,NA,NA,1,15,0,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"944691.490147491",0.158781995566173
"5851","2010-2","1400",5,1,"June 30, 2010","QUÉBEC",26,NA,NA,13,2,1.53846153846154,4,1.23076923076923,NA,NA,4,NA,NA,4,0,0,2e+05,2e+05,2e+05,2010,2,"772033.156",0.336773100972881
"5852","2010-2","1490",1,3,"June 30, 2010","REGINA",2,NA,NA,2,1,0,21,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"216021.219",0.0925834975498402
"5853","2010-2","1700",2,1,"June 30, 2010","SASKATOON",12,NA,NA,6,2,0,7,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"267257.68799999997",0.449004857065141
"5854","2010-2","1700",5,3,"June 30, 2010","SASKATOON",46,NA,NA,1,46,0,25,4,NA,4,38,4,NA,46,0,0,285000,235000,375000,2010,2,"267257.68799999997",1.72118528541637
"5855","2010-2","2270",2,1,"June 30, 2010","TORONTO",448,NA,NA,224,2,0,8.27397260273973,2.52232142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"5714632.09",0.783952480132452
"5856","2010-2","2270",4,1,"June 30, 2010","TORONTO",486,NA,NA,81,6,0,11.25,2.26923076923077,NA,NA,NA,366,21,387,29.2093023255814,314.406009302326,390168.095607235,192880,759949,2010,2,"5714632.09",0.850448449429402
"5857","2010-2","2270",4,3,"June 30, 2010","TORONTO",375,NA,NA,52,7.21153846153846,0,11.4489795918367,4.40384615384615,NA,17,32,260,7,316,16.870253164557,181.589718037975,358929.886075949,225900,724900,2010,2,"5714632.09",0.656210223325155
"5858","2010-2","2410",2,1,"June 30, 2010","VANCOUVER",66,NA,NA,33,2,0,7.78125,0.606060606060606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"2358142.4699999997",0.27988130844359
"5859","2010-2","2440",4,2,"June 30, 2010","VICTORIA",3,NA,NA,1,3,0,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"351829.063",0.0852686806035691
"5860","2010-2","2680",1,1,"June 30, 2010","WINNIPEG",478,NA,NA,478,1,0,5.73522458628842,0.830543933054393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"739230.875",6.46618013621252
"5861","2010-2","2680",1,3,"June 30, 2010","WINNIPEG",5,NA,NA,5,1,0,6.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2,"739230.875",0.0676378675336038
"5862","2010-3","0140",4,3,"September 30, 2010","CALGARY",219,NA,NA,39,5.61538461538461,0.0769230769230769,8,5,NA,4,80,107,NA,191,89.8062827225131,966.665846596859,309924.340314136,216700,740000,2010,3,"1253132.41",1.74762058863357
"5863","2010-3","0340",1,1,"September 30, 2010","EDMONTON",1528,NA,NA,1528,1,0,7.13315400134499,0.550501672240803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"1196132.13",12.7745084483267
"5864","2010-3","0340",1,3,"September 30, 2010","EDMONTON",4,NA,NA,4,1,0,7.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"1196132.13",0.0334411215924783
"5865","2010-3","0340",2,3,"September 30, 2010","EDMONTON",50,NA,NA,25,2,0,21.5652173913043,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"1196132.13",0.418014019905978
"5866","2010-3","0340",4,2,"September 30, 2010","EDMONTON",4,NA,NA,1,4,0,10,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"1196132.13",0.0334411215924783
"5867","2010-3","0340",4,3,"September 30, 2010","EDMONTON",179,NA,NA,29,6.17241379310345,0,16.2413793103448,3.05882352941176,NA,2,61,105,NA,168,105.982142857143,1140.7811875,301048.541666667,225000,473300,2010,3,"1196132.13",1.4964901912634
"5868","2010-3","0340",5,3,"September 30, 2010","EDMONTON",82,NA,NA,1,82,0,35,NA,NA,12,70,NA,NA,82,84.9512195121951,914.406431707317,238358.292682927,199900,279900,2010,3,"1196132.13",0.685542992645804
"5869","2010-3","0580",2,1,"September 30, 2010","HALIFAX",40,NA,NA,20,2,0,5.94736842105263,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"400901",0.997752562353299
"5870","2010-3","0580",5,3,"September 30, 2010","HALIFAX",15,NA,NA,1,15,0,23,1,2,4,NA,NA,NA,6,0,0,176566.666666667,164900,182000,2010,3,"400901",0.374157210882487
"5871","2010-3","0610",1,1,"September 30, 2010","HAMILTON",341,NA,NA,341,1,0,5.93906810035842,1.47214076246334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"739950.469",4.60841656686618
"5872","2010-3","0610",1,3,"September 30, 2010","HAMILTON",5,NA,NA,5,1,0,9.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"739950.469",0.0675720904232578
"5873","2010-3","1060",1,1,"September 30, 2010","MONTRÉAL",1853,NA,NA,1853,1,0,5.06226834692365,-0.728136882129278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"3979778",4.65603860315827
"5874","2010-3","1060",2,3,"September 30, 2010","MONTRÉAL",2,NA,NA,1,2,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"3979778",0.0050254059397283
"5875","2010-3","1060",4,1,"September 30, 2010","MONTRÉAL",229,NA,NA,48,4.77083333333333,0.375,6.11111111111111,-0.588235294117647,NA,NA,90,NA,NA,90,0,0,216000,170000,3e+05,2010,3,"3979778",0.57540898009889
"5876","2010-3","1060",4,4,"September 30, 2010","MONTRÉAL",25,NA,NA,4,6.25,2,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"3979778",0.0628175742466037
"5877","2010-3","1060",5,1,"September 30, 2010","MONTRÉAL",215,NA,NA,97,2.21649484536082,0.123711340206186,5.32203389830508,-0.171052631578947,NA,NA,95,1,NA,96,0,0,269510.416666667,2e+05,475000,2010,3,"3979778",0.540231138520792
"5878","2010-3","1265",5,2,"September 30, 2010","OTTAWA",11,NA,NA,2,5.5,0,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"948810.372649585",0.115934651613073
"5879","2010-3","1400",4,1,"September 30, 2010","QUÉBEC",80,NA,NA,19,4.21052631578947,0.421052631578947,4,0.133333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"774930.563",1.03235055913003
"5880","2010-3","1400",5,1,"September 30, 2010","QUÉBEC",56,NA,NA,28,2,0.5,3.77777777777778,0.571428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"774930.563",0.722645391391022
"5881","2010-3","1400",5,3,"September 30, 2010","QUÉBEC",482,NA,NA,53,9.09433962264151,2.09433962264151,5.36363636363636,2.58490566037736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"774930.563",6.21991211875844
"5882","2010-3","1490",1,1,"September 30, 2010","REGINA",179,NA,NA,179,1,0,10,0.347517730496454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"216715.937",8.25966020210133
"5883","2010-3","2270",4,1,"September 30, 2010","TORONTO",963,NA,NA,182,5.29120879120879,0.10989010989011,10.8208092485549,0.740112994350282,NA,NA,4,578,3,585,40.1794871794872,432.487982051282,362016.461538462,199000,634365,2010,3,"5735740.840000001",1.67894614987521
"5884","2010-3","2270",4,3,"September 30, 2010","TORONTO",305,NA,NA,41,7.4390243902439,0.0731707317073171,14.2439024390244,2.775,NA,NA,13,176,NA,189,7.96296296296296,85.712537037037,453580.476190476,329900,657400,2010,3,"5735740.840000001",0.53175345349111
"5885","2010-3","2410",1,1,"September 30, 2010","VANCOUVER",1154,NA,NA,1154,1,0,7.88712522045855,0.833622183708839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"2361203.09",4.88733902173574
"5886","2010-3","2410",2,3,"September 30, 2010","VANCOUVER",80,NA,NA,40,2,0,16.1351351351351,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"2361203.09",0.338810330796238
"5887","2010-3","2440",1,1,"September 30, 2010","VICTORIA",272,NA,NA,272,1,0,6.77431906614786,0.514705882352941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"350856.875",7.752448915245
"5888","2010-3","2440",2,1,"September 30, 2010","VICTORIA",14,NA,NA,7,2,0,8.16666666666667,1.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"350856.875",0.399023105931728
"5889","2010-3","2680",1,3,"September 30, 2010","WINNIPEG",4,NA,NA,4,1,0,5,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"741889.563",0.0539163805435554
"5890","2010-3","2680",2,1,"September 30, 2010","WINNIPEG",4,NA,NA,2,2,0,6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"741889.563",0.0539163805435554
"5891","2010-3","2680",2,3,"September 30, 2010","WINNIPEG",2,NA,NA,1,2,0,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,3,"741889.563",0.0269581902717777
"5892","2010-4","0140",4,1,"December 31, 2010","CALGARY",6,NA,NA,1,6,0,7,5,NA,NA,3,3,NA,6,106.333333333333,1144.56136666667,292351.333333333,272448,307979,2010,4,"1259794.84",0.0476268024720597
