"reference_period_qq","metcode","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","ref_qq","ref_yy","population","comp_per_10kpop"
"2006-1","2440","March 31, 2006","VICTORIA",516,NA,NA,219,2.35616438356164,0.164383561643836,7.09132420091324,"1","2006",340034.361,15.1749369823246
"2006-1","0580","March 31, 2006","HALIFAX",442,NA,NA,206,2.14563106796116,0,4.28155339805825,NA,NA,NA,NA
"2006-2","2680","June 30, 2006","WINNIPEG",753,NA,NA,527,1.42884250474383,0.0113851992409867,5.22770398481973,"2","2006",717196.416,10.4992158800749
"2006-2","0580","June 30, 2006","HALIFAX",522,NA,NA,244,2.13934426229508,0.0122950819672131,4.36065573770492,NA,NA,NA,NA
"2006-2","0340","June 30, 2006","EDMONTON",3407,NA,NA,1989,1.71292106586224,0.0331825037707391,5.9270990447461,NA,NA,NA,NA
"2006-2","1400","June 30, 2006","QUÉBEC",1546,NA,NA,702,2.2022792022792,0.292022792022792,2.72222222222222,"2","2006",732546.706,21.1044563757823
"2006-2","2440","June 30, 2006","VICTORIA",588,NA,NA,303,1.94059405940594,0.135313531353135,7.20792079207921,"2","2006",340655.101,17.260859980488
"2006-2","1265","June 30, 2006","OTTAWA",1486,NA,NA,682,2.17888563049853,0,6.04985337243402,"2","2006",877502.0059,16.9344342236107
"2006-2","1490","June 30, 2006","REGINA",284,NA,NA,164,1.73170731707317,0,7.24390243902439,"2","2006",201652.807,14.0836125331
"2006-2","0140","June 30, 2006","CALGARY",3081,NA,NA,2115,1.45673758865248,0.0033096926713948,5.48463356973995,NA,NA,NA,NA
"2006-2","2410","June 30, 2006","VANCOUVER",4379,NA,NA,1723,2.54149738827626,0.261752756819501,6.91758560650029,"2","2006",2199573.25,19.9084072330849
"2006-2","1700","June 30, 2006","SASKATOON",233,NA,NA,211,1.1042654028436,0,6.28436018957346,"2","2006",243186.21,9.5811353777009
"2006-2","1060","June 30, 2006","MONTRÉAL",6294,NA,NA,2922,2.15400410677618,0.259411362080767,4.50889801505818,"2","2006",3799385.35,16.5658374189394
"2006-2","2270","June 30, 2006","TORONTO",8724,NA,NA,4471,1.95124133303512,0.0315365690002237,6.85126369939611,"2","2006",5365692.82,16.2588509865535
"2006-2","0610","June 30, 2006","HAMILTON",1005,NA,NA,456,2.20394736842105,0.0131578947368421,5.84868421052632,NA,NA,NA,NA
"2006-3","1265","September 30, 2006","OTTAWA",1597,NA,NA,800,1.99625,0.0175,5.99875,"3","2006",879702.3552,18.153867504844
"2006-3","1700","September 30, 2006","SASKATOON",314,NA,NA,240,1.30833333333333,0,5.5625,"3","2006",244302.25,12.8529311539292
"2006-3","1490","September 30, 2006","REGINA",283,NA,NA,187,1.51336898395722,0,7.12299465240642,"3","2006",202237.063,13.9934785346443
"2006-3","0140","September 30, 2006","CALGARY",3183,NA,NA,2465,1.29127789046653,0.00527383367139959,6.21176470588235,NA,NA,NA,NA
"2006-3","2410","September 30, 2006","VANCOUVER",4036,NA,NA,1635,2.46850152905199,0.231192660550459,7.44709480122324,"3","2006",2205040.03,18.303522589565
"2006-3","2680","September 30, 2006","WINNIPEG",945,NA,NA,660,1.43181818181818,0.00454545454545455,4.90151515151515,"3","2006",718004.094,13.1614848424527
"2006-3","1060","September 30, 2006","MONTRÉAL",6745,NA,NA,3071,2.19635297948551,0.333116248778899,4.35753826115272,"3","2006",3807320.91,17.7158693985688
"2006-3","1400","September 30, 2006","QUÉBEC",2675,NA,NA,1149,2.32811140121845,0.389033942558747,2.72149695387293,"3","2006",734995.375,36.3947868379444
"2006-3","2440","September 30, 2006","VICTORIA",370,NA,NA,263,1.40684410646388,0.0380228136882129,6.27756653992395,"3","2006",341170.031,10.8450322824516
"2006-3","0580","September 30, 2006","HALIFAX",527,NA,NA,315,1.67301587301587,0.0126984126984127,4.43174603174603,NA,NA,NA,NA
"2006-3","2270","September 30, 2006","TORONTO",11292,NA,NA,4934,2.28860964734495,0.0226996351844345,7.75334414268342,"3","2006",5384593.72,20.9709415179424
"2006-3","0610","September 30, 2006","HAMILTON",903,NA,NA,556,1.62410071942446,0,8.23381294964029,NA,NA,NA,NA
"2006-3","0340","September 30, 2006","EDMONTON",3361,NA,NA,2141,1.56982718355908,0.0266230733302195,6.19336758524054,NA,NA,NA,NA
"2006-4","1265","December 31, 2006","OTTAWA",1330,NA,NA,817,1.62790697674419,0,5.7233782129743,"4","2006",882022,15.0789889594591
"2006-4","2270","December 31, 2006","TORONTO",7617,NA,NA,3958,1.9244567963618,0.0315816068721577,7.06973218797372,"4","2006",5405200.53,14.0919841136773
"2006-4","2440","December 31, 2006","VICTORIA",571,NA,NA,229,2.49344978165939,0.205240174672489,7.72052401746725,"4","2006",341758.719,16.7076937106614
"2006-4","1400","December 31, 2006","QUÉBEC",766,NA,NA,498,1.53815261044177,0.206827309236948,2.75100401606426,"4","2006",737279.625,10.3895452149515
"2006-4","1060","December 31, 2006","MONTRÉAL",7377,NA,NA,2613,2.82319173363949,0.317642556448527,4.59395331037122,"4","2006",3815961.34,19.3319568588711
"2006-4","0580","December 31, 2006","HALIFAX",600,NA,NA,340,1.76470588235294,0,4.43235294117647,NA,NA,NA,NA
"2006-4","0610","December 31, 2006","HAMILTON",713,NA,NA,422,1.68957345971564,0,5.83175355450237,NA,NA,NA,NA
"2006-4","0340","December 31, 2006","EDMONTON",2850,NA,NA,1903,1.49763531266421,0.0178665265370468,7.06936416184971,NA,NA,NA,NA
"2006-4","2680","December 31, 2006","WINNIPEG",608,NA,NA,421,1.44418052256532,0.0403800475059382,4.67220902612827,"4","2006",718832.656,8.45815774958337
"2006-4","1700","December 31, 2006","SASKATOON",280,NA,NA,212,1.32075471698113,0,6.06603773584906,"4","2006",245414.25,11.4092804309448
"2006-4","1490","December 31, 2006","REGINA",280,NA,NA,204,1.37254901960784,0,7.84803921568627,"4","2006",202804.938,13.8063699415445
"2006-4","2410","December 31, 2006","VANCOUVER",3937,NA,NA,1505,2.61594684385382,0.223255813953488,7.87641196013289,"4","2006",2212623.72,17.793355302184
"2006-4","0140","December 31, 2006","CALGARY",3872,NA,NA,2290,1.69082969432314,0.0441048034934498,6.95502183406114,NA,NA,NA,NA
"2007-1","1400","March 31, 2007","QUÉBEC",664,NA,NA,450,1.47555555555556,0.213333333333333,3.38666666666667,"1","2007",739629.125,8.97747232438961
"2007-1","1060","March 31, 2007","MONTRÉAL",5005,NA,NA,1538,3.25422626788036,0.373862158647594,4.90312093628088,"1","2007",3824947.22,13.0851478781974
"2007-1","2440","March 31, 2007","VICTORIA",335,NA,NA,224,1.49553571428571,0.0625,8.20089285714286,"1","2007",342346.344,9.78541193359436
"2007-1","0610","March 31, 2007","HAMILTON",775,NA,NA,469,1.65245202558635,0,5.39445628997868,NA,NA,NA,NA
"2007-1","2410","March 31, 2007","VANCOUVER",4614,NA,NA,1398,3.30042918454936,0.379113018597997,8.3447782546495,"1","2007",2220739.84,20.776859661328
"2007-1","1490","March 31, 2007","REGINA",138,NA,NA,119,1.15966386554622,0,8.36974789915966,"1","2007",203427.938,6.78372898809995
"2007-1","2680","March 31, 2007","WINNIPEG",346,NA,NA,221,1.56561085972851,0.0407239819004525,4.61085972850679,"1","2007",719683.281,4.80767038966409
"2007-1","2270","March 31, 2007","TORONTO",8364,NA,NA,3919,2.13421791273284,0.0390405715743812,7.15820362337331,"1","2007",5426068.41,15.4144757640459
"2007-1","0580","March 31, 2007","HALIFAX",352,NA,NA,201,1.75124378109453,0,4.6318407960199,NA,NA,NA,NA
"2007-1","0140","March 31, 2007","CALGARY",2722,NA,NA,2166,1.25669436749769,0.00184672206832872,7.74192059095106,NA,NA,NA,NA
"2007-1","1700","March 31, 2007","SASKATOON",189,NA,NA,184,1.02717391304348,0,6.51630434782609,"1","2007",246608,7.66398494777136
"2007-1","1265","March 31, 2007","OTTAWA",938,NA,NA,578,1.62283737024221,0,5.9083044982699,"1","2007",884452.1841,10.605434831443
"2007-1","0340","March 31, 2007","EDMONTON",3334,NA,NA,2020,1.65049504950495,0.0198019801980198,7.72227722772277,NA,NA,NA,NA
"2007-2","1060","June 30, 2007","MONTRÉAL",7012,NA,NA,2669,2.62720119895092,0.336080929186961,4.29411764705882,"2","2007",3834278.53,18.2876646679082
"2007-2","2440","June 30, 2007","VICTORIA",551,NA,NA,215,2.56279069767442,0.195348837209302,8.76279069767442,"2","2007",342932.906,16.0672828521157
"2007-2","2680","June 30, 2007","WINNIPEG",908,NA,NA,569,1.59578207381371,0.0281195079086116,4.896309314587,"2","2007",720555.969,12.6013805875502
"2007-2","0610","June 30, 2007","HAMILTON",757,NA,NA,476,1.59033613445378,0.0126050420168067,5.92016806722689,NA,NA,NA,NA
"2007-2","0580","June 30, 2007","HALIFAX",342,NA,NA,228,1.5,0,5.11842105263158,NA,NA,NA,NA
"2007-2","1265","June 30, 2007","OTTAWA",1464,NA,NA,656,2.23170731707317,0.0152439024390244,5.92987804878049,"2","2007",887021.9321,16.5046651838024
"2007-2","0140","June 30, 2007","CALGARY",4054,NA,NA,2763,1.46724574737604,0.0112196887441187,7.73688020267825,NA,NA,NA,NA
"2007-2","1490","June 30, 2007","REGINA",289,NA,NA,208,1.38942307692308,0,7.55769230769231,"2","2007",204106.063,14.1593050080046
"2007-2","0340","June 30, 2007","EDMONTON",2797,NA,NA,1985,1.40906801007557,0.0115869017632242,7.79848866498741,NA,NA,NA,NA
"2007-2","1400","June 30, 2007","QUÉBEC",1063,NA,NA,555,1.91531531531532,0.311711711711712,3.0972972972973,"2","2007",742043.875,14.3252984872357
"2007-2","2410","June 30, 2007","VANCOUVER",4947,NA,NA,1517,3.26104152933421,0.355306526038233,7.76598549769281,"2","2007",2229388.41,22.1899422182786
"2007-2","2270","June 30, 2007","TORONTO",5914,NA,NA,3807,1.55345416338324,0.0152350932492776,6.54084581034936,"2","2007",5447197.34,10.8569593331458
"2007-2","1700","June 30, 2007","SASKATOON",420,NA,NA,265,1.58490566037736,0,6.96981132075472,"2","2007",247883.5,16.9434431900469
"2007-3","0340","September 30, 2007","EDMONTON",2798,NA,NA,2157,1.29717199814557,0.00834492350486787,8.42280945757997,NA,NA,NA,NA
"2007-3","0610","September 30, 2007","HAMILTON",832,NA,NA,531,1.5668549905838,0,5.72504708097928,NA,NA,NA,NA
"2007-3","1265","September 30, 2007","OTTAWA",1821,NA,NA,922,1.97505422993492,0,6.45553145336226,"3","2007",889769.7141,20.4659696901679
"2007-3","1400","September 30, 2007","QUÉBEC",1642,NA,NA,979,1.67722165474974,0.280898876404494,2.81613891726251,"3","2007",744684.188,22.0496154807573
"2007-3","2680","September 30, 2007","WINNIPEG",627,NA,NA,520,1.20576923076923,0.00576923076923077,4.86153846153846,"3","2007",721034.469,8.69583947726638
"2007-3","0580","September 30, 2007","HALIFAX",602,NA,NA,308,1.95454545454545,0,5.08116883116883,NA,NA,NA,NA
"2007-3","2410","September 30, 2007","VANCOUVER",4388,NA,NA,1444,3.0387811634349,0.319252077562327,8.14750692520776,"3","2007",2238170.34,19.6052995680391
"2007-3","1700","September 30, 2007","SASKATOON",391,NA,NA,291,1.34364261168385,0,6.47079037800687,"3","2007",249281.063,15.6851064133981
"2007-3","2440","September 30, 2007","VICTORIA",606,NA,NA,258,2.34883720930233,0.12015503875969,8.27906976744186,"3","2007",343308.25,17.6517750447302
"2007-3","1060","September 30, 2007","MONTRÉAL",7425,NA,NA,3095,2.39903069466882,0.280129240710824,4.09983844911147,"3","2007",3843325.75,19.3192055084064
"2007-3","2270","September 30, 2007","TORONTO",7818,NA,NA,4204,1.85965746907707,0.0442435775451951,7.50451950523311,"3","2007",5469017.03,14.2950734238251
"2007-3","0140","September 30, 2007","CALGARY",3290,NA,NA,2412,1.36401326699834,0.00538971807628524,7.82089552238806,NA,NA,NA,NA
"2007-3","1490","September 30, 2007","REGINA",202,NA,NA,153,1.3202614379085,0,9.22222222222222,"3","2007",204749.938,9.86569285310357
"2007-4","0610","December 31, 2007","HAMILTON",945,NA,NA,560,1.6875,0,5.92142857142857,NA,NA,NA,NA
"2007-4","2440","December 31, 2007","VICTORIA",649,NA,NA,285,2.27719298245614,0.101754385964912,8.92280701754386,"4","2007",343976.75,18.8675542751073
"2007-4","1700","December 31, 2007","SASKATOON",475,NA,NA,352,1.34943181818182,0,6.65909090909091,"4","2007",250703.938,18.9466509297513
"2007-4","0140","December 31, 2007","CALGARY",3046,NA,NA,2515,1.21113320079523,0.0119284294234592,8.04174950298211,NA,NA,NA,NA
"2007-4","1490","December 31, 2007","REGINA",297,NA,NA,229,1.29694323144105,0.0131004366812227,8.58515283842795,"4","2007",205574.063,14.4473478641126
"2007-4","2410","December 31, 2007","VANCOUVER",3867,NA,NA,1399,2.76411722659042,0.275911365260901,8.47605432451751,"4","2007",2248043.41,17.2016251234223
"2007-4","0580","December 31, 2007","HALIFAX",853,NA,NA,371,2.29919137466307,0.00808625336927224,4.71428571428571,NA,NA,NA,NA
"2007-4","2270","December 31, 2007","TORONTO",8261,NA,NA,4513,1.83048969643253,0.0148460004431642,7.34633281630844,"4","2007",5490496.22,15.045998884232
"2007-4","1060","December 31, 2007","MONTRÉAL",4919,NA,NA,2405,2.04532224532225,0.222869022869023,4.34178794178794,"4","2007",3853599.75,12.7646883929759
"2007-4","1400","December 31, 2007","QUÉBEC",1073,NA,NA,632,1.69778481012658,0.19620253164557,3.57753164556962,"4","2007",747165.313,14.3609450456381
"2007-4","2680","December 31, 2007","WINNIPEG",709,NA,NA,449,1.57906458797327,0.022271714922049,4.75278396436526,"4","2007",722117.781,9.81834291655532
"2007-4","0340","December 31, 2007","EDMONTON",2910,NA,NA,2247,1.29506008010681,0.00667556742323097,9.04717400979083,NA,NA,NA,NA
"2007-4","1265","December 31, 2007","OTTAWA",1455,NA,NA,886,1.64221218961625,0.0101580135440181,6.11625282167043,"4","2007",892734,16.2982478543441
"2008-1","1700","March 31, 2008","SASKATOON",572,NA,NA,311,1.83922829581994,0.0385852090032154,8.20900321543408,"1","2008",252192.438,22.6810924441755
"2008-1","2680","March 31, 2008","WINNIPEG",351,NA,NA,218,1.61009174311927,0.0596330275229358,5.46330275229358,"1","2008",723389.656,4.85215674690267
"2008-1","1400","March 31, 2008","QUÉBEC",487,NA,NA,355,1.37183098591549,0.16056338028169,3.41408450704225,"1","2008",749647.563,6.49638608909878
"2008-1","0580","March 31, 2008","HALIFAX",659,NA,NA,238,2.76890756302521,0,4.73949579831933,NA,NA,NA,NA
"2008-1","0610","March 31, 2008","HAMILTON",603,NA,NA,396,1.52272727272727,0,7.09848484848485,NA,NA,NA,NA
"2008-1","1265","March 31, 2008","OTTAWA",1162,NA,NA,700,1.66,0.00857142857142857,6.46285714285714,"1","2008",895936.7663,12.9696653124168
"2008-1","2440","March 31, 2008","VICTORIA",560,NA,NA,211,2.65402843601896,0.14218009478673,9.21327014218009,"1","2008",344728.25,16.2446796861006
"2008-1","1060","March 31, 2008","MONTRÉAL",3989,NA,NA,1672,2.38576555023923,0.210526315789474,5.01973684210526,"1","2008",3864471,10.3222407413589
"2008-1","2410","March 31, 2008","VANCOUVER",3212,NA,NA,1199,2.67889908256881,0.258548790658882,8.52710592160133,"1","2008",2258608.53,14.2211452641596
"2008-1","0140","March 31, 2008","CALGARY",4119,NA,NA,2551,1.61466091728734,0.0348882791062329,8.4421795374363,NA,NA,NA,NA
"2008-1","1490","March 31, 2008","REGINA",251,NA,NA,199,1.26130653266332,0,9.34673366834171,"1","2008",206489.063,12.1556074860972
"2008-1","2270","March 31, 2008","TORONTO",8225,NA,NA,3241,2.5377969762419,0.0802221536562789,7.70502931194076,"1","2008",5512064.59,14.921813534119
"2008-1","0340","March 31, 2008","EDMONTON",2859,NA,NA,1886,1.51590668080594,0.0106044538706257,9.47189819724284,NA,NA,NA,NA
"2008-2","0610","June 30, 2008","HAMILTON",731,NA,NA,469,1.55863539445629,0.00426439232409382,6.82942430703625,NA,NA,NA,NA
"2008-2","0580","June 30, 2008","HALIFAX",310,NA,NA,291,1.06529209621993,0,5.90721649484536,NA,NA,NA,NA
"2008-2","2410","June 30, 2008","VANCOUVER",5624,NA,NA,1170,4.80683760683761,0.560683760683761,9.55470085470085,"2","2008",2269865.72,24.7767960476534
"2008-2","1060","June 30, 2008","MONTRÉAL",5537,NA,NA,2444,2.26554828150573,0.245908346972177,4.93617021276596,"2","2008",3875939.5,14.2855686988922
"2008-2","0140","June 30, 2008","CALGARY",3299,NA,NA,1902,1.73449001051525,0.0184016824395373,8.05047318611987,NA,NA,NA,NA
"2008-2","2270","June 30, 2008","TORONTO",9855,NA,NA,3972,2.48111782477341,0.0518630412890232,8.06218529707956,"2","2008",5533722.16,17.8089895283069
"2008-2","2440","June 30, 2008","VICTORIA",512,NA,NA,237,2.16033755274262,0.160337552742616,9.05485232067511,"2","2008",345562.75,14.8164117804943
"2008-2","1400","June 30, 2008","QUÉBEC",1296,NA,NA,581,2.23063683304647,0.289156626506024,4.01032702237521,"2","2008",752130.938,17.2310422896073
"2008-2","0340","June 30, 2008","EDMONTON",3071,NA,NA,2052,1.49658869395711,0.00974658869395711,9.88888888888889,NA,NA,NA,NA
"2008-2","1490","June 30, 2008","REGINA",215,NA,NA,172,1.25,0.0174418604651163,10.0639534883721,"2","2008",207494.938,10.3616985586415
"2008-2","1700","June 30, 2008","SASKATOON",392,NA,NA,312,1.25641025641026,0.032051282051282,9.40064102564103,"2","2008",253746.563,15.4484851091362
"2008-2","1265","June 30, 2008","OTTAWA",1400,NA,NA,855,1.6374269005848,0.00233918128654971,7.45029239766082,"2","2008",899334.0157,15.567074919437
"2008-2","2680","June 30, 2008","WINNIPEG",1062,NA,NA,564,1.88297872340426,0.00531914893617021,6.30851063829787,"2","2008",724850.094,14.6513052669895
"2008-3","0580","September 30, 2008","HALIFAX",571,NA,NA,328,1.74085365853659,0.0304878048780488,5.67378048780488,NA,NA,NA,NA
"2008-3","1060","September 30, 2008","MONTRÉAL",8299,NA,NA,3053,2.71830985915493,0.302980674746151,4.49623321323289,"3","2008",3889824.47,21.3351529458603
"2008-3","2410","September 30, 2008","VANCOUVER",5181,NA,NA,1328,3.90135542168675,0.421686746987952,9.20707831325301,"3","2008",2284235.59,22.6815483599045
"2008-3","1400","September 30, 2008","QUÉBEC",1960,NA,NA,902,2.17294900221729,0.313747228381375,3.28492239467849,"3","2008",754604.031,25.97388722404
"2008-3","1700","September 30, 2008","SASKATOON",691,NA,NA,578,1.19550173010381,0.013840830449827,9.27335640138408,"3","2008",255495.063,27.0455323827529
"2008-3","1265","September 30, 2008","OTTAWA",1847,NA,NA,879,2.10125142207053,0.012514220705347,7.30830489192264,"3","2008",902865.2572,20.4570946248168
"2008-3","2680","September 30, 2008","WINNIPEG",921,NA,NA,650,1.41692307692308,0.0246153846153846,5.39538461538462,"3","2008",726965.344,12.6691046224069
"2008-3","2440","September 30, 2008","VICTORIA",423,NA,NA,253,1.67193675889328,0.0711462450592885,8.78260869565217,"3","2008",346779,12.1979704653396
"2008-3","0340","September 30, 2008","EDMONTON",3132,NA,NA,1916,1.63465553235908,0.0240083507306889,10.6346555323591,NA,NA,NA,NA
"2008-3","0610","September 30, 2008","HAMILTON",696,NA,NA,592,1.17567567567568,0,6.26182432432432,NA,NA,NA,NA
"2008-3","0140","September 30, 2008","CALGARY",3305,NA,NA,1755,1.88319088319088,0.00227920227920228,7.98518518518518,NA,NA,NA,NA
"2008-3","1490","September 30, 2008","REGINA",373,NA,NA,234,1.59401709401709,0.0128205128205128,10.6709401709402,"3","2008",208876.844,17.8574126675334
"2008-3","2270","September 30, 2008","TORONTO",8512,NA,NA,4508,1.88819875776398,0.0186335403726708,8.10980479148181,"3","2008",5554781.41,15.3237353042845
"2008-4","2410","December 31, 2008","VANCOUVER",5133,NA,NA,1189,4.31707317073171,0.583683767872161,9.76030277544155,"4","2008",2295908.66,22.3571611947315
"2008-4","0580","December 31, 2008","HALIFAX",1053,NA,NA,444,2.37162162162162,0,7.19144144144144,NA,NA,NA,NA
"2008-4","1700","December 31, 2008","SASKATOON",714,NA,NA,503,1.41948310139165,0,7.75546719681909,"4","2008",257128.938,27.7681697576957
"2008-4","1060","December 31, 2008","MONTRÉAL",5983,NA,NA,2242,2.6685994647636,0.298840321141838,4.64228367528992,"4","2008",3901759.78,15.3341064989911
"2008-4","2440","December 31, 2008","VICTORIA",654,NA,NA,243,2.69135802469136,0.176954732510288,9.79012345679012,"4","2008",347660,18.8114824828856
"2008-4","1400","December 31, 2008","QUÉBEC",1743,NA,NA,726,2.40082644628099,0.300275482093664,3.3099173553719,"4","2008",757094.219,23.0222336435513
"2008-4","2270","December 31, 2008","TORONTO",9666,NA,NA,4211,2.29541676561387,0.0693421990026122,8.06934219900261,"4","2008",5576892.34,17.3322334567427
"2008-4","0140","December 31, 2008","CALGARY",3472,NA,NA,1517,2.28872775214239,0.0507580751483191,8.36058009228741,NA,NA,NA,NA
"2008-4","0340","December 31, 2008","EDMONTON",2155,NA,NA,1343,1.60461653015637,0.00297840655249442,11.8473566641847,NA,NA,NA,NA
"2008-4","0610","December 31, 2008","HAMILTON",687,NA,NA,511,1.34442270058708,0,6.42074363992172,NA,NA,NA,NA
"2008-4","2680","December 31, 2008","WINNIPEG",1209,NA,NA,551,2.19419237749546,0.0217785843920145,6.12885662431942,"4","2008",728616.406,16.5930932935924
"2008-4","1265","December 31, 2008","OTTAWA",2023,NA,NA,1065,1.89953051643192,0.00751173708920188,7.31173708920188,"4","2008",906470,22.3173408937968
"2008-4","1490","December 31, 2008","REGINA",234,NA,NA,211,1.10900473933649,0,11.0189573459716,"4","2008",209950.406,11.1454892828357
"2009-1","1490","March 31, 2009","REGINA",279,NA,NA,172,1.62209302325581,0.0174418604651163,10.6918604651163,"1","2009",211000.781,13.2226998723763
"2009-1","2270","March 31, 2009","TORONTO",7220,NA,NA,2849,2.53422253422253,0.0842400842400842,7.97086697086697,"1","2009",5599367.47,12.8943135786014
"2009-1","0610","March 31, 2009","HAMILTON",496,NA,NA,338,1.46745562130178,0,7.41420118343195,NA,NA,NA,NA
"2009-1","1265","March 31, 2009","OTTAWA",1310,NA,NA,708,1.85028248587571,0.0225988700564972,7.25706214689266,"1","2009",910104.7193,14.3939479954304
"2009-1","0140","March 31, 2009","CALGARY",2018,NA,NA,1157,1.74416594641314,0.00518582541054451,7.6724286949006,NA,NA,NA,NA
"2009-1","0580","March 31, 2009","HALIFAX",416,NA,NA,290,1.43448275862069,0,7.76896551724138,NA,NA,NA,NA
"2009-1","2440","March 31, 2009","VICTORIA",439,NA,NA,167,2.62874251497006,0.197604790419162,9.10778443113773,"1","2009",348504.5,12.596680961078
"2009-1","1400","March 31, 2009","QUÉBEC",708,NA,NA,415,1.70602409638554,0.180722891566265,3.52771084337349,"1","2009",759590.094,9.3208166561477
"2009-1","1700","March 31, 2009","SASKATOON",316,NA,NA,245,1.28979591836735,0,8.59183673469388,"1","2009",258776.938,12.2112890909931
"2009-1","2410","March 31, 2009","VANCOUVER",3832,NA,NA,1061,3.61168708765316,0.458058435438266,10.2657869934025,"1","2009",2307305.53,16.6081169146247
"2009-1","0340","March 31, 2009","EDMONTON",2285,NA,NA,1049,2.17826501429933,0.0181124880838894,10.2755004766444,NA,NA,NA,NA
"2009-1","2680","March 31, 2009","WINNIPEG",367,NA,NA,204,1.79901960784314,0,5.08333333333333,"1","2009",730269.531,5.02554172700381
"2009-1","1060","March 31, 2009","MONTRÉAL",3171,NA,NA,1417,2.2378263937897,0.329569513055752,4.87367678193366,"1","2009",3913564.66,8.10258747583846
"2009-2","1700","June 30, 2009","SASKATOON",580,NA,NA,291,1.99312714776632,0,9.43298969072165,"2","2009",260439.063,22.2700847299547
"2009-2","2270","June 30, 2009","TORONTO",9093,NA,NA,2904,3.13119834710744,0.0898760330578512,9.0633608815427,"2","2009",5622206.78,16.173364580518
"2009-2","1265","June 30, 2009","OTTAWA",1557,NA,NA,859,1.81257275902212,0.00232828870779977,7.28288707799767,"2","2009",913793.7551,17.038855773638
"2009-2","2410","June 30, 2009","VANCOUVER",5379,NA,NA,1254,4.28947368421053,0.57097288676236,12.7129186602871,"2","2009",2318426.22,23.2010833624889
"2009-2","0340","June 30, 2009","EDMONTON",1698,NA,NA,833,2.03841536614646,0.014405762304922,9.29411764705882,NA,NA,NA,NA
"2009-2","1060","June 30, 2009","MONTRÉAL",4386,NA,NA,1721,2.54851830331203,0.374782103428239,4.80244044160372,"2","2009",3925239.09,11.1738416423444
"2009-2","2680","June 30, 2009","WINNIPEG",872,NA,NA,632,1.37974683544304,0.00632911392405063,5.73892405063291,"2","2009",731924.719,11.9137935550446
"2009-2","1400","June 30, 2009","QUÉBEC",1230,NA,NA,500,2.46,0.22,4.028,"2","2009",762091.656,16.1397909334937
"2009-2","1490","June 30, 2009","REGINA",312,NA,NA,294,1.06122448979592,0,10.2721088435374,"2","2009",212027.969,14.7150397879819
"2009-2","0610","June 30, 2009","HAMILTON",792,NA,NA,386,2.05181347150259,0.0103626943005181,8.35233160621762,NA,NA,NA,NA
"2009-2","2440","June 30, 2009","VICTORIA",741,NA,NA,175,4.23428571428571,0.24,9,"2","2009",349312.5,21.2130971551261
"2009-2","0140","June 30, 2009","CALGARY",2140,NA,NA,1212,1.76567656765677,0.0066006600660066,7.4546204620462,NA,NA,NA,NA
"2009-2","0580","June 30, 2009","HALIFAX",563,NA,NA,239,2.35564853556485,0,6.88284518828452,NA,NA,NA,NA
"2009-3","1490","September 30, 2009","REGINA",257,NA,NA,240,1.07083333333333,0,12.2416666666667,"3","2009",212948.844,12.0686262095886
"2009-3","0140","September 30, 2009","CALGARY",2205,NA,NA,1132,1.94787985865724,0.00530035335689046,8.14310954063604,NA,NA,NA,NA
"2009-3","1700","September 30, 2009","SASKATOON",414,NA,NA,279,1.48387096774194,0.021505376344086,9.49462365591398,"3","2009",262094.688,15.7958180365716
"2009-3","2270","September 30, 2009","TORONTO",4937,NA,NA,2589,1.90691386635767,0.033603707995365,8.95056006179992,"3","2009",5647248.72,8.74231018463093
"2009-3","0580","September 30, 2009","HALIFAX",406,NA,NA,139,2.92086330935252,0.0503597122302158,6,NA,NA,NA,NA
"2009-3","0610","September 30, 2009","HAMILTON",630,NA,NA,351,1.79487179487179,0,10.1225071225071,NA,NA,NA,NA
"2009-3","1400","September 30, 2009","QUÉBEC",1843,NA,NA,791,2.32996207332491,0.324905183312263,3.06194690265487,"3","2009",764685.781,24.1014027695122
"2009-3","2440","September 30, 2009","VICTORIA",840,NA,NA,229,3.66812227074236,0.305676855895196,9.47161572052402,"3","2009",350334.313,23.9770975559565
"2009-3","1265","September 30, 2009","OTTAWA",1563,NA,NA,871,1.79448909299656,0,7.61997703788749,"3","2009",917578.4133,17.0339665509217
"2009-3","2410","September 30, 2009","VANCOUVER",3106,NA,NA,1190,2.61008403361345,0.328571428571429,13.0655462184874,"3","2009",2330702.59,13.3264536338804
"2009-3","0340","September 30, 2009","EDMONTON",3400,NA,NA,917,3.70774263904035,0.121046892039258,10.1941112322792,NA,NA,NA,NA
"2009-3","2680","September 30, 2009","WINNIPEG",615,NA,NA,384,1.6015625,0.0390625,5.70052083333333,"3","2009",733107.125,8.38895134186562
"2009-3","1060","September 30, 2009","MONTRÉAL",7262,NA,NA,2055,3.5338199513382,0.323114355231144,4.44866180048662,"3","2009",3937309.66,18.4440661951897
"2009-4","2410","December 31, 2009","VANCOUVER",4471,NA,NA,1094,4.08683729433272,0.529250457038391,11.8802559414991,"4","2009",2340698.16,19.1011386107126
"2009-4","0610","December 31, 2009","HAMILTON",803,NA,NA,321,2.50155763239875,0.0155763239875389,8.20249221183801,NA,NA,NA,NA
