"reference_period_qq","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr"
"2015-3","0340","T8G","September 30, 2015","EDMONTON",2,NA,NA,2,1,0,11
"2015-3","1060","H2R","September 30, 2015","MONTRÉAL",2,NA,NA,1,2,0,18
"2015-3","2270","M8Y","September 30, 2015","TORONTO",5,NA,NA,5,1,0,13.8
"2015-3","2270","L5E","September 30, 2015","TORONTO",20,NA,NA,10,2,0,9.7
"2015-3","1400","G6K","September 30, 2015","QUÉBEC",1,NA,NA,1,1,0,3
"2015-3","2270","M1M","September 30, 2015","TORONTO",8,NA,NA,8,1,0,11.875
"2015-3","2410","V7T","September 30, 2015","VANCOUVER",15,13,2,13,1.15384615384615,0,12.0769230769231
"2015-3","0580","B2X","September 30, 2015","HALIFAX",1,NA,NA,1,1,0,9
"2015-3","1060","H1E","September 30, 2015","MONTRÉAL",59,NA,NA,5,11.8,1.8,10.2
"2015-3","1400","G1T","September 30, 2015","QUÉBEC",3,NA,NA,3,1,0,4
"2015-3","2410","V3S","September 30, 2015","VANCOUVER",167,144,23,73,2.28767123287671,0.0547945205479452,9.27397260273973
"2015-3","1060","H1W","September 30, 2015","MONTRÉAL",9,NA,NA,2,4.5,3,9
"2015-3","1265","K2M","September 30, 2015","OTTAWA",112,NA,NA,58,1.93103448275862,0,8.48275862068965
"2015-3","2270","M1L","September 30, 2015","TORONTO",12,NA,NA,12,1,0,9.83333333333333
"2015-3","2270","M5P","September 30, 2015","TORONTO",229,NA,NA,7,32.7142857142857,2.42857142857143,18.1428571428571
"2015-3","0610","L7R","September 30, 2015","HAMILTON",13,NA,NA,7,1.85714285714286,0,10
"2015-3","2270","L4P","September 30, 2015","TORONTO",5,NA,NA,5,1,0,7.8
"2015-3","2270","M6S","September 30, 2015","TORONTO",2,NA,NA,2,1,0,10.5
"2015-3","2440","V8L","September 30, 2015","VICTORIA",2,NA,NA,1,2,0,11
"2015-3","1400","G6C","September 30, 2015","QUÉBEC",14,NA,NA,12,1.16666666666667,0.166666666666667,3.66666666666667
"2015-3","1060","H2T","September 30, 2015","MONTRÉAL",17,NA,NA,1,17,4,14
"2015-3","0140","T0L","September 30, 2015","CALGARY",9,NA,NA,9,1,0,11.3333333333333
"2015-3","2440","V8P","September 30, 2015","VICTORIA",3,NA,NA,3,1,0,12.6666666666667
"2015-3","0140","T2E","September 30, 2015","CALGARY",227,NA,NA,44,5.15909090909091,0.295454545454545,11.2272727272727
"2015-3","1060","H7K","September 30, 2015","MONTRÉAL",10,NA,NA,9,1.11111111111111,0,3
"2015-3","1060","J0L","September 30, 2015","MONTRÉAL",70,NA,NA,36,1.94444444444444,0.0833333333333333,3.72222222222222
"2015-3","1400","G0A","September 30, 2015","QUÉBEC",51,NA,NA,45,1.13333333333333,0,3.13333333333333
"2015-3","2270","M2K","September 30, 2015","TORONTO",4,NA,NA,4,1,0,17
"2015-3","2410","V4M","September 30, 2015","VANCOUVER",22,20,2,22,1,0,8.18181818181818
"2015-3","1400","G2B","September 30, 2015","QUÉBEC",5,NA,NA,2,2.5,0,3
"2015-3","1490","S4S","September 30, 2015","REGINA",2,NA,NA,2,1,0,11.5
"2015-3","0340","T0C","September 30, 2015","EDMONTON",33,NA,NA,33,1,0,8.09090909090909
"2015-3","1400","G1E","September 30, 2015","QUÉBEC",15,NA,NA,2,7.5,2,7.5
"2015-3","1490","S4V","September 30, 2015","REGINA",214,NA,NA,35,6.11428571428571,0.314285714285714,10.0857142857143
"2015-3","2680","R2C","September 30, 2015","WINNIPEG",17,NA,NA,16,1.0625,0,6.4375
"2015-3","1400","G3E","September 30, 2015","QUÉBEC",105,NA,NA,22,4.77272727272727,0.409090909090909,3.54545454545455
"2015-3","2270","L4G","September 30, 2015","TORONTO",93,NA,NA,93,1,0,5.19354838709677
"2015-3","2270","M6K","September 30, 2015","TORONTO",3,NA,NA,1,3,0,11
"2015-3","2680","R2Y","September 30, 2015","WINNIPEG",5,NA,NA,5,1,0,6
"2015-3","0340","T7X","September 30, 2015","EDMONTON",66,NA,NA,45,1.46666666666667,0,7.17777777777778
"2015-3","1060","H3K","September 30, 2015","MONTRÉAL",4,NA,NA,2,2,1.5,9.5
"2015-3","1060","J7L","September 30, 2015","MONTRÉAL",7,6,1,7,1,0,3.14285714285714
"2015-3","1265","K2T","September 30, 2015","OTTAWA",47,NA,NA,33,1.42424242424242,0.0909090909090909,8.48484848484848
"2015-3","2270","M1R","September 30, 2015","TORONTO",3,NA,NA,3,1,0,11
"2015-3","0610","L8G","September 30, 2015","HAMILTON",3,NA,NA,3,1,0,8.66666666666667
"2015-3","1060","J4Z","September 30, 2015","MONTRÉAL",20,19,1,7,2.85714285714286,0.857142857142857,7
"2015-3","1265","K2J","September 30, 2015","OTTAWA",334,NA,NA,136,2.45588235294118,0,7.82352941176471
"2015-3","2410","V5K","September 30, 2015","VANCOUVER",83,76,7,31,2.67741935483871,0.161290322580645,12.0967741935484
"2015-3","0140","T2A","September 30, 2015","CALGARY",200,NA,NA,5,40,2.6,10.8
"2015-3","0140","T2H","September 30, 2015","CALGARY",4,NA,NA,3,1.33333333333333,0,15.3333333333333
"2015-3","1060","J7B","September 30, 2015","MONTRÉAL",87,NA,NA,1,87,7,8
"2015-3","1060","J7E","September 30, 2015","MONTRÉAL",20,NA,NA,2,10,3.5,2
"2015-3","1400","G3J","September 30, 2015","QUÉBEC",25,NA,NA,3,8.33333333333333,2,2
"2015-3","2440","V8Y","September 30, 2015","VICTORIA",3,NA,NA,3,1,0,13.3333333333333
"2015-3","0580","B0J","September 30, 2015","HALIFAX",11,NA,NA,11,1,0,6.72727272727273
"2015-3","2410","V5P","September 30, 2015","VANCOUVER",31,22,9,31,1,0,8.96774193548387
"2015-3","1060","J6K","September 30, 2015","MONTRÉAL",32,NA,NA,11,2.90909090909091,0.545454545454545,4.18181818181818
"2015-3","2270","L7G","September 30, 2015","TORONTO",7,NA,NA,7,1,0,9.85714285714286
"2015-3","2410","V3R","September 30, 2015","VANCOUVER",75,67,8,20,3.75,0.2,11.35
"2015-3","2680","R4H","September 30, 2015","WINNIPEG",7,NA,NA,7,1,0,9.14285714285714
"2015-3","1060","J4H","September 30, 2015","MONTRÉAL",10,NA,NA,4,2.5,1,6.25
"2015-3","2270","nan","September 30, 2015","TORONTO",1459,NA,NA,691,2.11143270622287,0.0318379160636758,7.74963820549928
"2015-3","0580","B3R","September 30, 2015","HALIFAX",2,NA,NA,2,1,0,1.5
"2015-3","2270","M5S","September 30, 2015","TORONTO",539,NA,NA,1,539,48,33
"2015-3","2410","V3W","September 30, 2015","VANCOUVER",41,25,16,41,1,0,9.21951219512195
"2015-3","1265","K1R","September 30, 2015","OTTAWA",258,NA,NA,2,129,10,27
"2015-3","2440","V8S","September 30, 2015","VICTORIA",6,5,1,6,1,0,7.5
"2015-3","0140","T2X","September 30, 2015","CALGARY",199,NA,NA,151,1.31788079470199,0,8.33112582781457
"2015-3","1400","G2J","September 30, 2015","QUÉBEC",2,NA,NA,1,2,0,11
"2015-3","2270","L7K","September 30, 2015","TORONTO",10,NA,NA,10,1,0,8.8
"2015-3","2270","L9R","September 30, 2015","TORONTO",38,NA,NA,36,1.05555555555556,0,8.91666666666667
"2015-3","2410","V4K","September 30, 2015","VANCOUVER",10,NA,NA,10,1,0,7.8
"2015-3","1700","S7W","September 30, 2015","SASKATOON",2,NA,NA,1,2,0,9
"2015-3","2410","V4W","September 30, 2015","VANCOUVER",7,5,2,7,1,0,7.42857142857143
"2015-3","2680","R2H","September 30, 2015","WINNIPEG",5,NA,NA,5,1,0,10.4
"2015-3","2680","R3G","September 30, 2015","WINNIPEG",6,NA,NA,2,3,0,14
"2015-3","0140","T2G","September 30, 2015","CALGARY",191,NA,NA,3,63.6666666666667,7.33333333333333,16
"2015-3","0140","T3M","September 30, 2015","CALGARY",613,NA,NA,242,2.53305785123967,0.115702479338843,6.32231404958678
"2015-3","0340","T5R","September 30, 2015","EDMONTON",8,NA,NA,7,1.14285714285714,0,11.1428571428571
"2015-3","0340","T5T","September 30, 2015","EDMONTON",103,NA,NA,82,1.25609756097561,0,6.17073170731707
"2015-3","1060","H4C","September 30, 2015","MONTRÉAL",2,NA,NA,1,2,2,10
"2015-3","1060","J3H","September 30, 2015","MONTRÉAL",21,NA,NA,11,1.90909090909091,0.454545454545455,5.18181818181818
"2015-3","2270","L6C","September 30, 2015","TORONTO",84,NA,NA,58,1.44827586206897,0,6.27586206896552
"2015-3","2270","M6E","September 30, 2015","TORONTO",17,NA,NA,5,3.4,1.2,21.8
"2015-3","2410","V5R","September 30, 2015","VANCOUVER",149,139,10,33,4.51515151515152,0.363636363636364,8.27272727272727
"2015-4","0340","T8A","December 31, 2015","EDMONTON",65,NA,NA,8,8.125,0.5,12.75
"2015-4","2270","M5A","December 31, 2015","TORONTO",185,NA,NA,2,92.5,16,21
"2015-4","2270","M9B","December 31, 2015","TORONTO",7,NA,NA,7,1,0,12
"2015-4","2410","V6R","December 31, 2015","VANCOUVER",20,19,1,20,1,0,13
"2015-4","1060","H2E","December 31, 2015","MONTRÉAL",4,NA,NA,1,4,3,6
"2015-4","2270","L9T","December 31, 2015","TORONTO",2,NA,NA,2,1,0,7.5
"2015-4","2410","V7P","December 31, 2015","VANCOUVER",1,NA,NA,1,1,0,14
"2015-4","2440","V8R","December 31, 2015","VICTORIA",23,22,1,7,3.28571428571429,0.428571428571429,12.7142857142857
"2015-4","0140","T2Y","December 31, 2015","CALGARY",1,NA,NA,1,1,0,21
"2015-4","1060","H2G","December 31, 2015","MONTRÉAL",11,NA,NA,2,5.5,2.5,8.5
"2015-4","1060","H4K","December 31, 2015","MONTRÉAL",28,NA,NA,2,14,2,13.5
"2015-4","2270","L4Y","December 31, 2015","TORONTO",1,NA,NA,1,1,0,6
"2015-4","2270","M2N","December 31, 2015","TORONTO",416,NA,NA,44,9.45454545454546,0.772727272727273,14.3409090909091
"2015-4","2270","M9R","December 31, 2015","TORONTO",1,NA,NA,1,1,0,15
"2015-4","1400","G3A","December 31, 2015","QUÉBEC",1,NA,NA,1,1,0,2
"2015-4","2270","L3T","December 31, 2015","TORONTO",6,NA,NA,6,1,0,7.16666666666667
"2015-4","0340","T8T","December 31, 2015","EDMONTON",15,NA,NA,15,1,0,9.8
"2015-4","0580","B3N","December 31, 2015","HALIFAX",3,NA,NA,2,1.5,0,6
"2015-4","0580","B4C","December 31, 2015","HALIFAX",23,NA,NA,23,1,0,10.3913043478261
"2015-4","1400","G3B","December 31, 2015","QUÉBEC",35,NA,NA,10,3.5,0.4,5.3
"2015-4","2410","V7S","December 31, 2015","VANCOUVER",10,NA,NA,10,1,0,20.8
"2015-4","0610","L9C","December 31, 2015","HAMILTON",3,NA,NA,3,1,0,5
"2015-4","1265","K1C","December 31, 2015","OTTAWA",5,NA,NA,5,1,0,5.2
"2015-4","2410","V4E","December 31, 2015","VANCOUVER",1,NA,NA,1,1,0,12
"2015-4","2410","V7K","December 31, 2015","VANCOUVER",3,2,1,3,1,0,7
"2015-4","1060","J6K","December 31, 2015","MONTRÉAL",11,NA,NA,7,1.57142857142857,0,5.57142857142857
"2015-4","1265","K1W","December 31, 2015","OTTAWA",70,NA,NA,59,1.1864406779661,0,4.86440677966102
"2015-4","1265","K2A","December 31, 2015","OTTAWA",4,NA,NA,4,1,0,8.25
"2015-4","0610","L8J","December 31, 2015","HAMILTON",99,NA,NA,65,1.52307692307692,0,5.95384615384615
"2015-4","1265","K2B","December 31, 2015","OTTAWA",3,NA,NA,2,1.5,0,7.5
"2015-4","2440","V8T","December 31, 2015","VICTORIA",1,NA,NA,1,1,0,6
"2015-4","0610","L8K","December 31, 2015","HAMILTON",2,NA,NA,1,2,0,4
"2015-4","1060","J4X","December 31, 2015","MONTRÉAL",4,NA,NA,4,1,0,4.25
"2015-4","2270","L4G","December 31, 2015","TORONTO",214,NA,NA,183,1.16939890710383,0,5.60655737704918
"2015-4","2270","M9N","December 31, 2015","TORONTO",1,NA,NA,1,1,0,13
"2015-4","1060","J3G","December 31, 2015","MONTRÉAL",7,NA,NA,7,1,0,3.42857142857143
"2015-4","1060","J3X","December 31, 2015","MONTRÉAL",53,NA,NA,5,10.6,0.8,8.2
"2015-4","1490","nan","December 31, 2015","REGINA",31,NA,NA,29,1.06896551724138,0,14.6206896551724
"2015-4","2270","L1Z","December 31, 2015","TORONTO",33,NA,NA,27,1.22222222222222,0,5.07407407407407
"2015-4","1265","K1H","December 31, 2015","OTTAWA",8,NA,NA,6,1.33333333333333,0,5.83333333333333
"2015-4","1490","S4P","December 31, 2015","REGINA",10,NA,NA,9,1.11111111111111,0,13
"2015-4","2410","V4C","December 31, 2015","VANCOUVER",39,23,16,35,1.11428571428571,0,9.88571428571429
"2015-4","0340","T5N","December 31, 2015","EDMONTON",11,NA,NA,8,1.375,0,10
"2015-4","1060","J4Y","December 31, 2015","MONTRÉAL",27,NA,NA,5,5.4,1.2,7.2
"2015-4","1060","J6X","December 31, 2015","MONTRÉAL",28,NA,NA,14,2,0,5.85714285714286
"2015-4","1265","K2E","December 31, 2015","OTTAWA",140,NA,NA,2,70,6,15
"2015-4","2270","M2M","December 31, 2015","TORONTO",21,NA,NA,20,1.05,0,12.95
"2015-4","0140","T1X","December 31, 2015","CALGARY",74,NA,NA,72,1.02777777777778,0,7.69444444444444
"2015-4","2410","V6J","December 31, 2015","VANCOUVER",5,NA,NA,3,1.66666666666667,0,11.6666666666667
"2015-4","2410","V7M","December 31, 2015","VANCOUVER",7,5,2,5,1.4,0,9.6
"2015-4","2680","R1A","December 31, 2015","WINNIPEG",1,NA,NA,1,1,0,11
"2015-4","0580","B3M","December 31, 2015","HALIFAX",3,NA,NA,1,3,0,8
"2015-4","1265","K2K","December 31, 2015","OTTAWA",3,NA,NA,3,1,0,7.66666666666667
"2015-4","2270","M4B","December 31, 2015","TORONTO",15,NA,NA,8,1.875,0,12.625
"2015-4","2410","V2W","December 31, 2015","VANCOUVER",31,NA,NA,25,1.24,0,7.04
"2015-4","2410","V5B","December 31, 2015","VANCOUVER",41,28,13,33,1.24242424242424,0.121212121212121,11.9090909090909
"2015-4","0610","L8W","December 31, 2015","HAMILTON",13,NA,NA,13,1,0,6.76923076923077
"2015-4","1060","J6V","December 31, 2015","MONTRÉAL",1,NA,NA,1,1,0,16
"2015-4","1400","G6V","December 31, 2015","QUÉBEC",70,NA,NA,15,4.66666666666667,0.533333333333333,4.93333333333333
"2015-4","1700","S7W","December 31, 2015","SASKATOON",67,NA,NA,16,4.1875,0,14.6875
"2015-4","2270","M5N","December 31, 2015","TORONTO",11,NA,NA,11,1,0,14.6363636363636
"2015-4","2410","V7W","December 31, 2015","VANCOUVER",6,NA,NA,6,1,0,15.1666666666667
"2015-4","2680","R2G","December 31, 2015","WINNIPEG",52,NA,NA,3,17.3333333333333,1.33333333333333,11.3333333333333
"2015-4","2410","V4M","December 31, 2015","VANCOUVER",8,6,2,8,1,0,8.875
"2015-4","2680","R2N","December 31, 2015","WINNIPEG",122,NA,NA,43,2.83720930232558,0.162790697674419,7.23255813953488
"2015-4","1265","nan","December 31, 2015","OTTAWA",28,NA,NA,28,1,0,3.42857142857143
"2015-4","1490","S4S","December 31, 2015","REGINA",4,NA,NA,4,1,0,10
"2015-4","2270","L5N","December 31, 2015","TORONTO",4,NA,NA,2,2,0,5
"2015-4","2410","V3M","December 31, 2015","VANCOUVER",7,NA,NA,7,1,0,9
"2015-4","2410","V5C","December 31, 2015","VANCOUVER",373,371,2,6,62.1666666666667,7.5,11.6666666666667
"2015-4","1060","J5W","December 31, 2015","MONTRÉAL",31,30,1,22,1.40909090909091,0,3.54545454545455
"2015-4","1060","J7H","December 31, 2015","MONTRÉAL",46,NA,NA,1,46,5,14
"2015-4","1265","K4M","December 31, 2015","OTTAWA",9,NA,NA,9,1,0,8.55555555555556
"2015-4","2270","L5C","December 31, 2015","TORONTO",1,NA,NA,1,1,0,9
"2015-4","2270","L5W","December 31, 2015","TORONTO",5,NA,NA,5,1,0,8
"2015-4","2410","V6Z","December 31, 2015","VANCOUVER",89,NA,NA,1,89,10,19
"2015-4","0580","B3P","December 31, 2015","HALIFAX",13,NA,NA,9,1.44444444444444,0,6.55555555555556
"2015-4","1060","H9J","December 31, 2015","MONTRÉAL",4,NA,NA,4,1,0,4.5
"2015-4","2410","V5X","December 31, 2015","VANCOUVER",53,38,15,50,1.06,0,8.78
"2015-4","0340","T0E","December 31, 2015","EDMONTON",8,NA,NA,8,1,0,2.5
"2015-4","1060","H4E","December 31, 2015","MONTRÉAL",9,NA,NA,2,4.5,1.5,6.5
"2015-4","2410","V3E","December 31, 2015","VANCOUVER",105,80,25,84,1.25,0,8.22619047619048
"2015-4","2440","V8Y","December 31, 2015","VICTORIA",3,NA,NA,3,1,0,11
"2015-4","0140","T2C","December 31, 2015","CALGARY",3,NA,NA,2,1.5,0,10.5
"2015-4","1265","K1N","December 31, 2015","OTTAWA",128,NA,NA,4,32,3,13.75
"2015-4","1400","G3E","December 31, 2015","QUÉBEC",22,21,1,13,1.69230769230769,0.307692307692308,5.38461538461539
"2015-4","1060","J4B","December 31, 2015","MONTRÉAL",21,NA,NA,11,1.90909090909091,0.454545454545455,5.36363636363636
"2015-4","0140","T2G","December 31, 2015","CALGARY",435,NA,NA,8,54.375,6.5,28.875
"2015-4","1060","H4C","December 31, 2015","MONTRÉAL",62,NA,NA,1,62,4,14
"2015-4","1490","S4X","December 31, 2015","REGINA",44,NA,NA,39,1.12820512820513,0,10.9487179487179
"2015-4","2410","V3A","December 31, 2015","VANCOUVER",74,72,2,8,9.25,0.5,11
"2015-4","1060","H1A","December 31, 2015","MONTRÉAL",41,NA,NA,4,10.25,2,8.5
"2015-4","1060","H9H","December 31, 2015","MONTRÉAL",2,NA,NA,2,1,0,2.5
"2015-4","2270","L4C","December 31, 2015","TORONTO",19,NA,NA,19,1,0,13.0526315789474
"2015-4","2270","M1T","December 31, 2015","TORONTO",1,NA,NA,1,1,0,13
"2015-4","2410","V5S","December 31, 2015","VANCOUVER",140,128,12,38,3.68421052631579,0.315789473684211,8.86842105263158
"2015-4","2410","V6P","December 31, 2015","VANCOUVER",235,231,4,22,10.6818181818182,0.318181818181818,14.1818181818182
"2015-4","2440","V9E","December 31, 2015","VICTORIA",2,1,1,2,1,0,14
"2015-4","1400","G1X","December 31, 2015","QUÉBEC",190,NA,NA,4,47.5,4,7
"2015-4","2270","L7B","December 31, 2015","TORONTO",36,NA,NA,33,1.09090909090909,0,9.84848484848485
"2015-4","2270","M5J","December 31, 2015","TORONTO",2,NA,NA,1,2,0,4
"2015-4","0140","T3M","December 31, 2015","CALGARY",371,NA,NA,256,1.44921875,0.03125,6.16796875
"2015-4","0580","B3Z","December 31, 2015","HALIFAX",6,NA,NA,6,1,0,8.5
"2015-4","1400","G1E","December 31, 2015","QUÉBEC",49,NA,NA,10,4.9,1.3,6.2
"2015-4","0580","B2Y","December 31, 2015","HALIFAX",8,NA,NA,1,8,4,14
"2015-4","2270","M5M","December 31, 2015","TORONTO",27,NA,NA,27,1,0,12.962962962963
"2015-4","0340","T6H","December 31, 2015","EDMONTON",7,NA,NA,5,1.4,0,10.6
"2015-4","0580","B4B","December 31, 2015","HALIFAX",9,NA,NA,9,1,0,4.77777777777778
"2015-4","1060","J4H","December 31, 2015","MONTRÉAL",6,NA,NA,2,3,2,11
"2015-4","2440","V8Z","December 31, 2015","VICTORIA",5,3,2,5,1,0,5.8
"2015-4","2680","R0E","December 31, 2015","WINNIPEG",24,NA,NA,23,1.04347826086957,0,5.60869565217391
"2015-4","0140","T2J","December 31, 2015","CALGARY",14,NA,NA,7,2,0.285714285714286,12.2857142857143
"2015-4","1060","J5Z","December 31, 2015","MONTRÉAL",73,NA,NA,13,5.61538461538461,1.07692307692308,12.5384615384615
"2015-4","2270","L6B","December 31, 2015","TORONTO",91,NA,NA,72,1.26388888888889,0,7.98611111111111
"2015-4","2270","M8Z","December 31, 2015","TORONTO",6,NA,NA,6,1,0,12.5
"2015-4","0340","T5M","December 31, 2015","EDMONTON",25,NA,NA,8,3.125,0.5,9.625
"2015-4","2270","L5M","December 31, 2015","TORONTO",2,NA,NA,2,1,0,19
"2015-4","2270","L6J","December 31, 2015","TORONTO",8,NA,NA,8,1,0,15.5
"2015-4","2410","V3T","December 31, 2015","VANCOUVER",78,71,7,15,5.2,0.333333333333333,12.9333333333333
"2015-4","2680","R3Y","December 31, 2015","WINNIPEG",285,NA,NA,118,2.41525423728814,0.0593220338983051,7.11016949152542
"2015-4","1060","J7A","December 31, 2015","MONTRÉAL",3,NA,NA,3,1,0,3
"2015-4","2270","L7C","December 31, 2015","TORONTO",55,NA,NA,55,1,0,6
"2015-4","2410","V5R","December 31, 2015","VANCOUVER",23,18,5,20,1.15,0,9
"2015-4","1400","G1C","December 31, 2015","QUÉBEC",31,30,1,8,3.875,1.75,6.5
"2015-4","1700","S7J","December 31, 2015","SASKATOON",3,NA,NA,3,1,0,8
"2015-4","2440","V8V","December 31, 2015","VICTORIA",51,50,1,11,4.63636363636364,0.454545454545455,8.36363636363636
"2015-4","2680","R3C","December 31, 2015","WINNIPEG",56,NA,NA,39,1.43589743589744,0,6.46153846153846
"2015-4","1265","K1E","December 31, 2015","OTTAWA",1,NA,NA,1,1,0,0
"2015-4","2680","R3M","December 31, 2015","WINNIPEG",1,NA,NA,1,1,0,6
"2015-4","0340","T5H","December 31, 2015","EDMONTON",1,NA,NA,1,1,0,7
"2015-4","2410","V7G","December 31, 2015","VANCOUVER",3,NA,NA,3,1,0,13.6666666666667
"2015-4","0340","T5C","December 31, 2015","EDMONTON",2,NA,NA,1,2,0,7
"2015-4","2270","M6G","December 31, 2015","TORONTO",22,NA,NA,2,11,3.5,18.5
"2015-4","0340","T8N","December 31, 2015","EDMONTON",9,NA,NA,5,1.8,0,11.2
"2015-4","1060","H2T","December 31, 2015","MONTRÉAL",20,NA,NA,1,20,3,8
"2015-4","1060","J0P","December 31, 2015","MONTRÉAL",87,86,1,43,2.02325581395349,0.325581395348837,10.1860465116279
"2015-4","2270","L4P","December 31, 2015","TORONTO",10,NA,NA,10,1,0,4.9
"2015-4","2270","L5V","December 31, 2015","TORONTO",1,NA,NA,1,1,0,6
"2015-4","2270","L6L","December 31, 2015","TORONTO",34,NA,NA,28,1.21428571428571,0,13.5357142857143
"2015-4","2440","V8X","December 31, 2015","VICTORIA",4,3,1,4,1,0,14
"2015-4","1265","K2H","December 31, 2015","OTTAWA",22,NA,NA,22,1,0,7.04545454545455
"2015-4","2410","V2X","December 31, 2015","VANCOUVER",32,NA,NA,8,4,0.5,12.375
"2015-4","2680","R3V","December 31, 2015","WINNIPEG",1,NA,NA,1,1,0,7
"2015-4","0140","T2L","December 31, 2015","CALGARY",1,NA,NA,1,1,0,11
"2015-4","0140","T3G","December 31, 2015","CALGARY",2,NA,NA,2,1,0,5.5
"2015-4","0340","T5R","December 31, 2015","EDMONTON",4,NA,NA,2,2,0,10
"2015-4","0340","T6E","December 31, 2015","EDMONTON",39,NA,NA,22,1.77272727272727,0.136363636363636,8.13636363636364
"2015-4","1400","G1T","December 31, 2015","QUÉBEC",3,NA,NA,3,1,0,5
"2015-4","0580","B2R","December 31, 2015","HALIFAX",4,NA,NA,4,1,0,3
"2015-4","1060","H1W","December 31, 2015","MONTRÉAL",14,NA,NA,2,7,3,5.5
"2015-4","2270","L1W","December 31, 2015","TORONTO",1,NA,NA,1,1,0,13
"2015-4","1060","H3K","December 31, 2015","MONTRÉAL",199,NA,NA,3,66.3333333333333,3.33333333333333,13.6666666666667
"2015-4","1400","G2N","December 31, 2015","QUÉBEC",6,NA,NA,3,2,0,4
"2015-4","2270","M3K","December 31, 2015","TORONTO",1,NA,NA,1,1,0,10
"2015-4","2410","V1M","December 31, 2015","VANCOUVER",6,4,2,6,1,0,9.5
"2015-4","2680","R2V","December 31, 2015","WINNIPEG",33,NA,NA,5,6.6,0.6,7.6
"2015-4","1060","H2L","December 31, 2015","MONTRÉAL",25,NA,NA,2,12.5,3.5,11
"2015-4","1700","nan","December 31, 2015","SASKATOON",142,NA,NA,81,1.75308641975309,0.0493827160493827,8.40740740740741
"2015-4","1060","H9A","December 31, 2015","MONTRÉAL",1,NA,NA,1,1,0,5
"2015-4","1265","K0A","December 31, 2015","OTTAWA",124,NA,NA,85,1.45882352941176,0.0352941176470588,4.85882352941176
"2015-4","1265","K1B","December 31, 2015","OTTAWA",4,NA,NA,2,2,0,4.5
"2015-4","1060","J4M","December 31, 2015","MONTRÉAL",32,NA,NA,11,2.90909090909091,0.909090909090909,6.63636363636364
"2015-4","2680","R2M","December 31, 2015","WINNIPEG",11,NA,NA,11,1,0,9.54545454545454
"2015-4","0340","T9E","December 31, 2015","EDMONTON",71,NA,NA,59,1.20338983050847,0,8.79661016949153
"2015-4","1060","H2V","December 31, 2015","MONTRÉAL",8,NA,NA,1,8,3,8
"2015-4","1060","H3L","December 31, 2015","MONTRÉAL",6,NA,NA,1,6,0,5
"2015-4","1400","G6J","December 31, 2015","QUÉBEC",9,NA,NA,6,1.5,0,2.66666666666667
"2015-4","2410","V3S","December 31, 2015","VANCOUVER",129,105,24,81,1.59259259259259,0,7.88888888888889
"2015-4","0340","T7Y","December 31, 2015","EDMONTON",11,NA,NA,11,1,0,11.3636363636364
"2015-4","0610","L7R","December 31, 2015","HAMILTON",6,NA,NA,2,3,0,10.5
"2015-4","1060","H1T","December 31, 2015","MONTRÉAL",23,NA,NA,3,7.66666666666667,3,10.3333333333333
"2015-4","1700","S7S","December 31, 2015","SASKATOON",166,NA,NA,93,1.78494623655914,0.032258064516129,7.83870967741935
"2015-4","1060","J7X","December 31, 2015","MONTRÉAL",16,NA,NA,6,2.66666666666667,1,23
"2015-4","1060","H8S","December 31, 2015","MONTRÉAL",53,NA,NA,1,53,6,7
"2015-4","1060","nan","December 31, 2015","MONTRÉAL",444,437,7,128,3.46875,0.609375,4.8203125
"2015-4","0340","T8R","December 31, 2015","EDMONTON",14,NA,NA,13,1.07692307692308,0,8.23076923076923
"2015-4","1060","J7L","December 31, 2015","MONTRÉAL",4,3,1,4,1,0,3.5
"2015-4","2270","M5P","December 31, 2015","TORONTO",11,NA,NA,11,1,0,19.0909090909091
"2015-4","2270","M6N","December 31, 2015","TORONTO",2,NA,NA,2,1,0,17
"2015-4","2440","V8S","December 31, 2015","VICTORIA",18,16,2,18,1,0,11.1666666666667
"2015-4","0340","T5W","December 31, 2015","EDMONTON",1,NA,NA,1,1,0,7
"2015-4","1400","G1Y","December 31, 2015","QUÉBEC",2,NA,NA,2,1,0,5
"2015-4","1700","S0K","December 31, 2015","SASKATOON",22,NA,NA,19,1.15789473684211,0,6.52631578947368
"2015-4","2270","L9R","December 31, 2015","TORONTO",44,NA,NA,36,1.22222222222222,0,6.41666666666667
"2015-4","1060","J7M","December 31, 2015","MONTRÉAL",6,5,1,6,1,0,10.1666666666667
"2015-4","1400","G1J","December 31, 2015","QUÉBEC",6,NA,NA,2,3,2,5
"2015-4","1400","G2G","December 31, 2015","QUÉBEC",2,NA,NA,2,1,0,3
"2015-4","1400","G7A","December 31, 2015","QUÉBEC",77,NA,NA,27,2.85185185185185,0.592592592592593,3.51851851851852
"2015-4","2410","V5N","December 31, 2015","VANCOUVER",29,26,3,22,1.31818181818182,0,8.63636363636364
"2015-4","1060","H7L","December 31, 2015","MONTRÉAL",2,NA,NA,2,1,0,1
"2015-4","2410","V3Y","December 31, 2015","VANCOUVER",25,NA,NA,9,2.77777777777778,0,8.66666666666667
"2015-4","2410","V5V","December 31, 2015","VANCOUVER",24,18,6,22,1.09090909090909,0,10.4090909090909
