"","ref_yy","metcode","gcd_ct_centroid_fsa","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time"
"1389","2008","1060","H1L","June 30, 2008","MONTRÉAL",253,NA,NA,12,21.0833333333333,1.66666666666667,9.58333333333333,0
"1390","2008","1060","H1N","September 30, 2008","MONTRÉAL",369,NA,NA,28,13.1785714285714,1.82142857142857,7.3,0
"1391","2008","1060","H1P","December 31, 2008","MONTRÉAL",3,NA,NA,3,1,0,6.33333333333333,0
"1392","2008","1060","H1R","June 30, 2008","MONTRÉAL",70,NA,NA,16,4.375,0.5,7.8,0
"1393","2008","1060","H1S","June 30, 2008","MONTRÉAL",222,NA,NA,4,55.5,1.75,12.25,0
"1394","2008","1060","H1T","June 30, 2008","MONTRÉAL",19,NA,NA,5,3.8,2.2,14,0
"1395","2008","1060","H1V","September 30, 2008","MONTRÉAL",235,NA,NA,22,10.6818181818182,1.81818181818182,7.90909090909091,0
"1396","2008","1060","H1W","September 30, 2008","MONTRÉAL",62,NA,NA,7,8.85714285714286,1.71428571428571,11.1428571428571,0
"1397","2008","1060","H1X","December 31, 2008","MONTRÉAL",79,NA,NA,4,19.75,2.25,8.5,0
"1398","2008","1060","H1Y","September 30, 2008","MONTRÉAL",84,NA,NA,7,12,0.571428571428571,7.14285714285714,0
"1399","2008","1060","H1Z","June 30, 2008","MONTRÉAL",56,NA,NA,7,8,1.28571428571429,5.4,0
"1400","2008","1060","H2A","June 30, 2008","MONTRÉAL",38,NA,NA,6,6.33333333333333,0.5,7.8,0
"1401","2008","1060","H2B","March 31, 2008","MONTRÉAL",3,NA,NA,2,1.5,0,16,0
"1402","2008","1060","H2C","December 31, 2008","MONTRÉAL",22,NA,NA,3,7.33333333333333,1,5.33333333333333,0
"1403","2008","1060","H2G","December 31, 2008","MONTRÉAL",1,NA,NA,1,1,0,NA,NA
"1404","2008","1060","H2J","June 30, 2008","MONTRÉAL",35,NA,NA,1,35,0,20,0
"1405","2008","1060","H2K","December 31, 2008","MONTRÉAL",77,NA,NA,8,9.625,0.75,5.75,0
"1406","2008","1060","H2L","September 30, 2008","MONTRÉAL",38,NA,NA,1,38,2,8,NA
"1407","2008","1060","H2M","September 30, 2008","MONTRÉAL",70,NA,NA,2,35,0,11.5,0
"1408","2008","1060","H2N","September 30, 2008","MONTRÉAL",37,NA,NA,3,12.3333333333333,0.666666666666667,11.5,0
"1409","2008","1060","H2P","September 30, 2008","MONTRÉAL",18,NA,NA,1,18,0,7,NA
"1410","2008","1060","H2R","June 30, 2008","MONTRÉAL",339,NA,NA,10,33.9,2.1,9.6,0
"1411","2008","1060","H2S","June 30, 2008","MONTRÉAL",180,NA,NA,13,13.8461538461538,2.46153846153846,8.91666666666667,0
"1412","2008","1060","H2T","September 30, 2008","MONTRÉAL",181,NA,NA,1,181,9,11,0
"1413","2008","1060","H2V","December 31, 2008","MONTRÉAL",179,NA,NA,1,179,6,17,NA
"1414","2008","1060","H2W","September 30, 2008","MONTRÉAL",20,NA,NA,3,6.66666666666667,1.66666666666667,6,0
"1415","2008","1060","H2X","December 31, 2008","MONTRÉAL",82,NA,NA,1,82,0,17,NA
"1416","2008","1060","H3B","December 31, 2008","MONTRÉAL",214,NA,NA,1,214,0,15,0
"1417","2008","1060","H3E","September 30, 2008","MONTRÉAL",180,NA,NA,1,180,10,12,0
"1418","2008","1060","H3G","December 31, 2008","MONTRÉAL",76,NA,NA,2,38,4.5,18.5,0
"1419","2008","1060","H3H","September 30, 2008","MONTRÉAL",8,NA,NA,1,8,3,9,0
"1420","2008","1060","H3K","September 30, 2008","MONTRÉAL",37,NA,NA,3,12.3333333333333,1.66666666666667,5.33333333333333,0
"1421","2008","1060","H3L","September 30, 2008","MONTRÉAL",85,NA,NA,9,9.44444444444444,1,7,0
"1422","2008","1060","H3M","March 31, 2008","MONTRÉAL",29,NA,NA,1,29,0,9,NA
"1423","2008","1060","H3P","June 30, 2008","MONTRÉAL",41,NA,NA,3,13.6666666666667,0,10.6666666666667,0
"1424","2008","1060","H3R","September 30, 2008","MONTRÉAL",5,NA,NA,5,1,0,10.8,0
"1425","2008","1060","H3S","September 30, 2008","MONTRÉAL",116,NA,NA,2,58,0,14,0
"1426","2008","1060","H3W","September 30, 2008","MONTRÉAL",11,NA,NA,2,5.5,1.5,7.5,0
"1427","2008","1060","H3X","June 30, 2008","MONTRÉAL",53,NA,NA,10,5.3,0.8,9.66666666666667,0
"1428","2008","1060","H3Y","June 30, 2008","MONTRÉAL",4,NA,NA,4,1,0,14.25,0
"1429","2008","1060","H4A","June 30, 2008","MONTRÉAL",51,NA,NA,6,8.5,0.5,7.5,0
"1430","2008","1060","H4B","September 30, 2008","MONTRÉAL",167,NA,NA,9,18.5555555555556,2.44444444444444,8.25,0
"1431","2008","1060","H4C","September 30, 2008","MONTRÉAL",103,NA,NA,7,14.7142857142857,1.14285714285714,9.25,4.66666666666667
"1432","2008","1060","H4E","September 30, 2008","MONTRÉAL",235,NA,NA,13,18.0769230769231,2.46153846153846,13.1818181818182,0
"1433","2008","1060","H4G","September 30, 2008","MONTRÉAL",21,NA,NA,3,7,2,5,0
"1434","2008","1060","H4H","June 30, 2008","MONTRÉAL",2,NA,NA,2,1,0,8,0
"1435","2008","1060","H4J","September 30, 2008","MONTRÉAL",121,NA,NA,11,11,1.27272727272727,7.72727272727273,0
"1436","2008","1060","H4K","June 30, 2008","MONTRÉAL",43,NA,NA,2,21.5,1.5,9,0
"1437","2008","1060","H4L","December 31, 2008","MONTRÉAL",2,NA,NA,1,2,0,4,0
"1438","2008","1060","H4M","June 30, 2008","MONTRÉAL",120,NA,NA,2,60,4,27,0
"1439","2008","1060","H4N","September 30, 2008","MONTRÉAL",14,NA,NA,5,2.8,1.2,8,0
"1440","2008","1060","H4R","September 30, 2008","MONTRÉAL",19,NA,NA,4,4.75,0.75,11,0
"1441","2008","1060","H4V","June 30, 2008","MONTRÉAL",26,NA,NA,7,3.71428571428571,0,8.16666666666667,0
"1442","2008","1060","H4W","September 30, 2008","MONTRÉAL",8,NA,NA,1,8,3,5,NA
"1443","2008","1060","H7A","June 30, 2008","MONTRÉAL",196,NA,NA,121,1.6198347107438,0.0991735537190083,4.91489361702128,0
"1444","2008","1060","H7B","June 30, 2008","MONTRÉAL",37,NA,NA,37,1,0,5.24137931034483,0
"1445","2008","1060","H7C","September 30, 2008","MONTRÉAL",1,NA,NA,1,1,0,5,0
"1446","2008","1060","H7E","June 30, 2008","MONTRÉAL",148,NA,NA,90,1.64444444444444,0.0888888888888889,7.84146341463415,0
"1447","2008","1060","H7G","June 30, 2008","MONTRÉAL",34,NA,NA,4,8.5,1,11.5,0
"1448","2008","1060","H7H","June 30, 2008","MONTRÉAL",40,NA,NA,25,1.6,0,5.47368421052632,0
"1449","2008","1060","H7K","June 30, 2008","MONTRÉAL",13,NA,NA,13,1,0,6.08333333333333,NA
"1450","2008","1060","H7L","June 30, 2008","MONTRÉAL",405,NA,NA,148,2.73648648648649,0.175675675675676,4.83333333333333,0
"1451","2008","1060","H7M","June 30, 2008","MONTRÉAL",270,NA,NA,17,15.8823529411765,0.941176470588235,6.375,0
"1452","2008","1060","H7N","September 30, 2008","MONTRÉAL",17,NA,NA,5,3.4,0.8,6.66666666666667,0
"1453","2008","1060","H7P","June 30, 2008","MONTRÉAL",43,NA,NA,39,1.1025641025641,0.0512820512820513,5.13888888888889,0
"1454","2008","1060","H7R","June 30, 2008","MONTRÉAL",156,NA,NA,78,2,0.192307692307692,5.83018867924528,0
"1455","2008","1060","H7T","June 30, 2008","MONTRÉAL",107,NA,NA,67,1.59701492537313,0.328358208955224,4.83606557377049,0
"1456","2008","1060","H7V","June 30, 2008","MONTRÉAL",327,NA,NA,7,46.7142857142857,4.14285714285714,10.25,0
"1457","2008","1060","H7W","September 30, 2008","MONTRÉAL",6,NA,NA,1,6,2,34,0
"1458","2008","1060","H7X","June 30, 2008","MONTRÉAL",200,NA,NA,115,1.73913043478261,0.217391304347826,7.30208333333333,0.333333333333333
"1459","2008","1060","H7Y","March 31, 2008","MONTRÉAL",6,NA,NA,1,6,2,6,0
"1460","2008","1060","H8P","June 30, 2008","MONTRÉAL",18,NA,NA,5,3.6,1,4.6,0
"1461","2008","1060","H8R","September 30, 2008","MONTRÉAL",45,NA,NA,14,3.21428571428571,0.428571428571429,4.625,0
"1462","2008","1060","H8S","March 31, 2008","MONTRÉAL",8,NA,NA,1,8,0,3,NA
"1463","2008","1060","H8T","September 30, 2008","MONTRÉAL",73,NA,NA,9,8.11111111111111,0.222222222222222,5.33333333333333,0
"1464","2008","1060","H8Y","September 30, 2008","MONTRÉAL",8,NA,NA,5,1.6,0,9,0
"1465","2008","1060","H8Z","September 30, 2008","MONTRÉAL",11,NA,NA,8,1.375,0,4,0
"1466","2008","1060","H9A","September 30, 2008","MONTRÉAL",109,NA,NA,4,27.25,0.75,7.5,0
"1467","2008","1060","H9B","June 30, 2008","MONTRÉAL",50,NA,NA,6,8.33333333333333,0.833333333333333,8.16666666666667,0
"1468","2008","1060","H9C","June 30, 2008","MONTRÉAL",26,NA,NA,26,1,0,6.38095238095238,0
"1469","2008","1060","H9E","September 30, 2008","MONTRÉAL",5,NA,NA,2,2.5,1.5,5,0
"1470","2008","1060","H9G","September 30, 2008","MONTRÉAL",29,NA,NA,3,9.66666666666667,0,12.3333333333333,0
"1471","2008","1060","H9H","September 30, 2008","MONTRÉAL",194,NA,NA,81,2.39506172839506,0.296296296296296,4.88636363636364,0
"1472","2008","1060","H9J","September 30, 2008","MONTRÉAL",7,NA,NA,3,2.33333333333333,0,5,0
"1473","2008","1060","H9K","June 30, 2008","MONTRÉAL",324,NA,NA,79,4.10126582278481,0.0632911392405063,4.96923076923077,0
"1474","2008","1060","H9R","June 30, 2008","MONTRÉAL",167,NA,NA,11,15.1818181818182,0.909090909090909,8.5,0
"1475","2008","1060","H9S","June 30, 2008","MONTRÉAL",5,NA,NA,5,1,0,9.2,0
"1476","2008","1060","H9W","June 30, 2008","MONTRÉAL",99,NA,NA,18,5.5,0,8,0
"1477","2008","1060","H9X","December 31, 2008","MONTRÉAL",4,NA,NA,4,1,0,10.3333333333333,0
"1478","2008","1060","J0L","June 30, 2008","MONTRÉAL",257,NA,NA,191,1.3455497382199,0.104712041884817,4.30392156862745,0
"1479","2008","1060","J0N","June 30, 2008","MONTRÉAL",587,NA,NA,393,1.49363867684478,0.183206106870229,4.98717948717949,0
"1480","2008","1060","J0P","June 30, 2008","MONTRÉAL",19,NA,NA,19,1,0,5.84210526315789,0
"1481","2008","1060","J3G","June 30, 2008","MONTRÉAL",310,NA,NA,174,1.7816091954023,0.367816091954023,5.640625,0
"1482","2008","1060","J3H","June 30, 2008","MONTRÉAL",464,NA,NA,153,3.03267973856209,0.274509803921569,5.95348837209302,0
"1483","2008","1060","J3L","June 30, 2008","MONTRÉAL",299,NA,NA,250,1.196,0.024,4.95,0
"1484","2008","1060","J3N","September 30, 2008","MONTRÉAL",69,NA,NA,40,1.725,0.125,4.70967741935484,0
"1485","2008","1060","J3V","September 30, 2008","MONTRÉAL",170,NA,NA,17,10,0.470588235294118,5.66666666666667,0
"1486","2008","1060","J3X","June 30, 2008","MONTRÉAL",5,NA,NA,3,1.66666666666667,0.666666666666667,3.5,0
"1487","2008","1060","J3Y","June 30, 2008","MONTRÉAL",235,NA,NA,125,1.88,0.16,5.58974358974359,0
"1488","2008","1060","J4B","June 30, 2008","MONTRÉAL",42,NA,NA,22,1.90909090909091,0.363636363636364,7.31578947368421,0
"1489","2008","1060","J4G","June 30, 2008","MONTRÉAL",1,NA,NA,1,1,0,16,0
"1490","2008","1060","J4H","September 30, 2008","MONTRÉAL",68,NA,NA,2,34,3,8.5,0
"1491","2008","1060","J4J","June 30, 2008","MONTRÉAL",10,NA,NA,6,1.66666666666667,0.5,4.25,0
"1492","2008","1060","J4K","September 30, 2008","MONTRÉAL",30,NA,NA,13,2.30769230769231,0.923076923076923,6.25,0
"1493","2008","1060","J4L","December 31, 2008","MONTRÉAL",9,NA,NA,3,3,1.33333333333333,4.33333333333333,0
"1494","2008","1060","J4M","June 30, 2008","MONTRÉAL",135,NA,NA,88,1.53409090909091,0.159090909090909,4.77777777777778,0.0882352941176471
"1495","2008","1060","J4N","June 30, 2008","MONTRÉAL",76,NA,NA,16,4.75,1.8125,7.06666666666667,0
"1496","2008","1060","J4T","September 30, 2008","MONTRÉAL",31,NA,NA,10,3.1,1.1,4.3,0
"1497","2008","1060","J4V","June 30, 2008","MONTRÉAL",32,NA,NA,14,2.28571428571429,1.28571428571429,4.90909090909091,0
"1498","2008","1060","J4W","September 30, 2008","MONTRÉAL",13,NA,NA,4,3.25,1.5,5.75,0
"1499","2008","1060","J4X","September 30, 2008","MONTRÉAL",9,NA,NA,5,1.8,0.8,6.4,0
"1500","2008","1060","J4Z","March 31, 2008","MONTRÉAL",9,NA,NA,5,1.8,0.4,5.33333333333333,0
"1501","2008","1060","J5B","June 30, 2008","MONTRÉAL",17,NA,NA,14,1.21428571428571,0.142857142857143,4.75,0
"1502","2008","1060","J5C","September 30, 2008","MONTRÉAL",26,NA,NA,15,1.73333333333333,0.133333333333333,4,0
"1503","2008","1060","J5L","June 30, 2008","MONTRÉAL",256,NA,NA,221,1.15837104072398,0.0769230769230769,4.98809523809524,-0.138461538461538
"1504","2008","1060","J5R","June 30, 2008","MONTRÉAL",262,NA,NA,208,1.25961538461538,0.163461538461538,4.81212121212121,0
"1505","2008","1060","J5T","June 30, 2008","MONTRÉAL",98,NA,NA,71,1.38028169014085,0.211267605633803,5.68085106382979,0
"1506","2008","1060","J5W","June 30, 2008","MONTRÉAL",294,NA,NA,213,1.38028169014085,0.0422535211267606,5.112,0
"1507","2008","1060","J5Y","June 30, 2008","MONTRÉAL",233,NA,NA,127,1.83464566929134,0.275590551181102,6.03370786516854,0
"1508","2008","1060","J5Z","June 30, 2008","MONTRÉAL",364,NA,NA,128,2.84375,0.578125,5.39175257731959,0.0444444444444444
"1509","2008","1060","J6A","September 30, 2008","MONTRÉAL",8,NA,NA,3,2.66666666666667,0,4.66666666666667,0
"1510","2008","1060","J6J","June 30, 2008","MONTRÉAL",332,NA,NA,118,2.8135593220339,0.288135593220339,5.90697674418605,0
"1511","2008","1060","J6K","September 30, 2008","MONTRÉAL",14,NA,NA,5,2.8,1,10,0
"1512","2008","1060","J6N","June 30, 2008","MONTRÉAL",23,NA,NA,16,1.4375,0.3125,4,0
"1513","2008","1060","J6R","September 30, 2008","MONTRÉAL",156,NA,NA,132,1.18181818181818,0.121212121212121,4.56470588235294,0
"1514","2008","1060","J6W","December 31, 2008","MONTRÉAL",29,NA,NA,4,7.25,2.5,7.25,0
"1515","2008","1060","J6X","June 30, 2008","MONTRÉAL",167,NA,NA,165,1.01212121212121,0.00606060606060606,4.57936507936508,0
"1516","2008","1060","J6Y","June 30, 2008","MONTRÉAL",66,NA,NA,38,1.73684210526316,0.263157894736842,7.28125,0
"1517","2008","1060","J6Z","September 30, 2008","MONTRÉAL",8,NA,NA,8,1,0,9.57142857142857,0
"1518","2008","1060","J7A","September 30, 2008","MONTRÉAL",21,NA,NA,19,1.10526315789474,0,7.8,0.1
"1519","2008","1060","J7C","June 30, 2008","MONTRÉAL",200,NA,NA,124,1.61290322580645,0.282258064516129,4.75308641975309,0
"1520","2008","1060","J7E","June 30, 2008","MONTRÉAL",415,NA,NA,14,29.6428571428571,1.85714285714286,6.53846153846154,0
"1521","2008","1060","J7G","June 30, 2008","MONTRÉAL",11,NA,NA,11,1,0,10.2,0
"1522","2008","1060","J7H","September 30, 2008","MONTRÉAL",47,NA,NA,10,4.7,2.6,4.85714285714286,0
"1523","2008","1060","J7J","June 30, 2008","MONTRÉAL",162,NA,NA,113,1.43362831858407,0.256637168141593,4.625,0
"1524","2008","1060","J7K","June 30, 2008","MONTRÉAL",108,NA,NA,96,1.125,0.03125,5.88311688311688,0
"1525","2008","1060","J7L","June 30, 2008","MONTRÉAL",33,NA,NA,29,1.13793103448276,0.0689655172413793,6.77777777777778,0
"1526","2008","1060","J7M","June 30, 2008","MONTRÉAL",240,NA,NA,176,1.36363636363636,0.107954545454545,5.44354838709677,0
"1527","2008","1060","J7P","March 31, 2008","MONTRÉAL",10,NA,NA,7,1.42857142857143,0,7.5,0
"1528","2008","1060","J7R","June 30, 2008","MONTRÉAL",225,NA,NA,141,1.59574468085106,0.269503546099291,4.60185185185185,0
"1529","2008","1060","J7T","March 31, 2008","MONTRÉAL",42,NA,NA,34,1.23529411764706,0,NA,0
"1530","2008","1060","J7V","June 30, 2008","MONTRÉAL",630,NA,NA,337,1.86943620178042,0.195845697329377,5.01509433962264,0
"1531","2008","1060","J7Y","June 30, 2008","MONTRÉAL",296,NA,NA,104,2.84615384615385,0.721153846153846,6.54430379746835,0
"1532","2008","1060","J7Z","September 30, 2008","MONTRÉAL",59,NA,NA,19,3.10526315789474,0.368421052631579,5.22222222222222,0
"1533","2008","1060","nan","June 30, 2008","MONTRÉAL",7730,NA,NA,3629,2.13006337834114,0.25075778451364,5.68310598111228,0.0544041450777202
"1534","2008","1700","S7H","September 30, 2008","SASKATOON",12,NA,NA,8,1.5,0,7.42857142857143,0.875
"1535","2008","1700","S7J","June 30, 2008","SASKATOON",93,NA,NA,55,1.69090909090909,0,10.2363636363636,0.326923076923077
"1536","2008","1700","S7K","September 30, 2008","SASKATOON",93,NA,NA,8,11.625,1.5,11.8571428571429,0
"1537","2008","1700","S7L","June 30, 2008","SASKATOON",346,NA,NA,317,1.09148264984227,0,8.02848101265823,0.201388888888889
"1538","2008","1700","S7M","September 30, 2008","SASKATOON",59,NA,NA,27,2.18518518518519,0,8.37037037037037,0.259259259259259
"1539","2008","1700","S7N","June 30, 2008","SASKATOON",65,NA,NA,22,2.95454545454545,0,11.4545454545455,0.409090909090909
"1540","2008","1700","S7T","June 30, 2008","SASKATOON",445,NA,NA,288,1.54513888888889,0.0277777777777778,10.0912280701754,0.271653543307087
"1541","2008","1700","S7V","June 30, 2008","SASKATOON",45,NA,NA,42,1.07142857142857,0,9.46341463414634,0.647058823529412
"1542","2008","1700","nan","June 30, 2008","SASKATOON",1211,NA,NA,937,1.29242262540021,0.0106723585912487,8.4988986784141,0.292596944770858
"1543","2008","2410","V0N","June 30, 2008","VANCOUVER",27,NA,NA,26,1.03846153846154,0.0769230769230769,17.72,0.307692307692308
"1544","2008","2410","V1M","September 30, 2008","VANCOUVER",274,NA,NA,30,9.13333333333333,0.533333333333333,11.8965517241379,1.4
"1545","2008","2410","V2W","June 30, 2008","VANCOUVER",13,NA,NA,13,1,0,6.84615384615385,0.153846153846154
"1546","2008","2410","V2X","June 30, 2008","VANCOUVER",180,NA,NA,58,3.10344827586207,0.0689655172413793,8.08620689655172,0.155172413793103
"1547","2008","2410","V2Y","June 30, 2008","VANCOUVER",10,NA,NA,9,1.11111111111111,0.222222222222222,9.66666666666667,0.222222222222222
"1548","2008","2410","V2Z","September 30, 2008","VANCOUVER",33,NA,NA,29,1.13793103448276,0.275862068965517,12.5217391304348,0.172413793103448
"1549","2008","2410","V3A","June 30, 2008","VANCOUVER",5,NA,NA,5,1,0,19.6,1.6
"1550","2008","2410","V3B","June 30, 2008","VANCOUVER",224,NA,NA,61,3.67213114754098,0.590163934426229,7.70491803278689,1.42622950819672
"1551","2008","2410","V3C","June 30, 2008","VANCOUVER",567,NA,NA,46,12.3260869565217,0.978260869565217,12.695652173913,2.78260869565217
"1552","2008","2410","V3E","June 30, 2008","VANCOUVER",130,NA,NA,49,2.6530612244898,0.36734693877551,7.61224489795918,0.959183673469388
"1553","2008","2410","V3H","September 30, 2008","VANCOUVER",181,NA,NA,42,4.30952380952381,0.619047619047619,8.30952380952381,1.14285714285714
"1554","2008","2410","V3J","September 30, 2008","VANCOUVER",327,NA,NA,31,10.5483870967742,1.93548387096774,11.3548387096774,0.709677419354839
"1555","2008","2410","V3K","September 30, 2008","VANCOUVER",366,NA,NA,48,7.625,1.27083333333333,10.3958333333333,2.25
"1556","2008","2410","V3L","June 30, 2008","VANCOUVER",250,NA,NA,11,22.7272727272727,4.72727272727273,11.0909090909091,0.181818181818182
"1557","2008","2410","V3M","June 30, 2008","VANCOUVER",404,NA,NA,62,6.51612903225806,1.12903225806452,8.01612903225806,1
"1558","2008","2410","V3N","June 30, 2008","VANCOUVER",60,NA,NA,48,1.25,0.0625,7.16666666666667,0.125
"1559","2008","2410","V3R","June 30, 2008","VANCOUVER",229,NA,NA,60,3.81666666666667,0.133333333333333,8.6271186440678,0.866666666666667
"1560","2008","2410","V3S","June 30, 2008","VANCOUVER",619,NA,NA,419,1.47732696897375,0.0238663484486874,8.16464891041162,1.25536992840095
"1561","2008","2410","V3T","June 30, 2008","VANCOUVER",524,NA,NA,15,34.9333333333333,2.93333333333333,10.8666666666667,1.06666666666667
"1562","2008","2410","V3V","June 30, 2008","VANCOUVER",167,NA,NA,92,1.81521739130435,0,9.07608695652174,0.869565217391304
"1563","2008","2410","V3W","June 30, 2008","VANCOUVER",201,NA,NA,120,1.675,0.0333333333333333,7.825,0.4
"1564","2008","2410","V3X","June 30, 2008","VANCOUVER",29,NA,NA,29,1,0,8.79310344827586,0.310344827586207
"1565","2008","2410","V3Y","September 30, 2008","VANCOUVER",164,NA,NA,11,14.9090909090909,0.363636363636364,10.0909090909091,1.63636363636364
"1566","2008","2410","V4A","June 30, 2008","VANCOUVER",276,NA,NA,43,6.41860465116279,0.372093023255814,12.4761904761905,0.720930232558139
"1567","2008","2410","V4B","September 30, 2008","VANCOUVER",245,NA,NA,14,17.5,3.85714285714286,13.2857142857143,1.35714285714286
"1568","2008","2410","V4C","June 30, 2008","VANCOUVER",88,NA,NA,76,1.15789473684211,0,7,0.605263157894737
"1569","2008","2410","V4E","March 31, 2008","VANCOUVER",2,NA,NA,2,1,0,9,3
"1570","2008","2410","V4K","June 30, 2008","VANCOUVER",43,NA,NA,29,1.48275862068966,0.103448275862069,8.82758620689655,1.03448275862069
"1571","2008","2410","V4L","September 30, 2008","VANCOUVER",9,NA,NA,9,1,0,8.77777777777778,0.111111111111111
"1572","2008","2410","V4M","September 30, 2008","VANCOUVER",6,NA,NA,5,1.2,0,11.8,0.4
"1573","2008","2410","V4N","June 30, 2008","VANCOUVER",297,NA,NA,127,2.33858267716535,0.0708661417322835,9.73015873015873,0.661417322834646
"1574","2008","2410","V4R","June 30, 2008","VANCOUVER",145,NA,NA,129,1.12403100775194,0,6.28225806451613,1.66666666666667
"1575","2008","2410","V4W","June 30, 2008","VANCOUVER",47,NA,NA,45,1.04444444444444,0.0444444444444444,9.525,0.244444444444444
"1576","2008","2410","V5A","June 30, 2008","VANCOUVER",189,NA,NA,25,7.56,1.4,7.72,0.44
"1577","2008","2410","V5B","June 30, 2008","VANCOUVER",37,NA,NA,31,1.19354838709677,0,6.58064516129032,0.32258064516129
"1578","2008","2410","V5C","June 30, 2008","VANCOUVER",62,NA,NA,18,3.44444444444444,0.222222222222222,7.27777777777778,0.0555555555555556
"1579","2008","2410","V5E","June 30, 2008","VANCOUVER",247,NA,NA,26,9.5,1.23076923076923,7.53846153846154,0.230769230769231
"1580","2008","2410","V5G","June 30, 2008","VANCOUVER",991,NA,NA,47,21.0851063829787,2.5531914893617,8.23404255319149,0.297872340425532
"1581","2008","2410","V5H","June 30, 2008","VANCOUVER",14,NA,NA,10,1.4,0,7,0.1
"1582","2008","2410","V5J","June 30, 2008","VANCOUVER",29,NA,NA,23,1.26086956521739,0,6.73913043478261,0.173913043478261
"1583","2008","2410","V5K","September 30, 2008","VANCOUVER",13,NA,NA,13,1,0,8.84615384615385,0.692307692307692
"1584","2008","2410","V5L","September 30, 2008","VANCOUVER",26,NA,NA,6,4.33333333333333,1.83333333333333,10.1666666666667,0.833333333333333
"1585","2008","2410","V5M","September 30, 2008","VANCOUVER",31,NA,NA,29,1.06896551724138,0,7.88888888888889,0.551724137931034
"1586","2008","2410","V5N","September 30, 2008","VANCOUVER",73,NA,NA,19,3.84210526315789,0.421052631578947,9.1578947368421,1.26315789473684
"1587","2008","2410","V5P","June 30, 2008","VANCOUVER",19,NA,NA,18,1.05555555555556,0,6.53333333333333,0.111111111111111
"1588","2008","2410","V5R","September 30, 2008","VANCOUVER",65,NA,NA,43,1.51162790697674,0.27906976744186,9.19047619047619,0.627906976744186
"1589","2008","2410","V5S","June 30, 2008","VANCOUVER",44,NA,NA,43,1.02325581395349,0.0465116279069767,8.45238095238095,0.441860465116279
"1590","2008","2410","V5T","June 30, 2008","VANCOUVER",104,NA,NA,11,9.45454545454546,2,12.4545454545455,3.09090909090909
"1591","2008","2410","V5V","June 30, 2008","VANCOUVER",451,NA,NA,28,16.1071428571429,1.60714285714286,9.88461538461539,3.35714285714286
"1592","2008","2410","V5W","June 30, 2008","VANCOUVER",58,NA,NA,33,1.75757575757576,0.272727272727273,8.42424242424242,0.545454545454545
"1593","2008","2410","V5X","June 30, 2008","VANCOUVER",44,NA,NA,38,1.15789473684211,0.210526315789474,7.34285714285714,0.447368421052632
"1594","2008","2410","V5Y","June 30, 2008","VANCOUVER",132,NA,NA,4,33,4.75,18.25,6.75
"1595","2008","2410","V5Z","June 30, 2008","VANCOUVER",23,NA,NA,12,1.91666666666667,0.5,8.33333333333333,0.75
"1596","2008","2410","V6A","September 30, 2008","VANCOUVER",64,NA,NA,2,32,4.5,16.5,2.5
"1597","2008","2410","V6C","December 31, 2008","VANCOUVER",451,NA,NA,8,56.375,21.375,25.875,6.75
"1598","2008","2410","V6E","June 30, 2008","VANCOUVER",216,NA,NA,1,216,34,36,0
"1599","2008","2410","V6H","September 30, 2008","VANCOUVER",116,NA,NA,6,19.3333333333333,4.83333333333333,12.3333333333333,3
"1600","2008","2410","V6J","June 30, 2008","VANCOUVER",13,NA,NA,9,1.44444444444444,0,9.55555555555556,0.555555555555556
"1601","2008","2410","V6K","September 30, 2008","VANCOUVER",68,NA,NA,15,4.53333333333333,0.866666666666667,11.1333333333333,1.06666666666667
"1602","2008","2410","V6L","June 30, 2008","VANCOUVER",10,NA,NA,9,1.11111111111111,0.222222222222222,9.22222222222222,0.444444444444444
"1603","2008","2410","V6M","September 30, 2008","VANCOUVER",54,NA,NA,14,3.85714285714286,0.857142857142857,9.78571428571429,0.285714285714286
"1604","2008","2410","V6N","June 30, 2008","VANCOUVER",37,NA,NA,36,1.02777777777778,0.0555555555555556,9.33333333333333,0.638888888888889
"1605","2008","2410","V6P","June 30, 2008","VANCOUVER",67,NA,NA,54,1.24074074074074,0.12962962962963,8.59259259259259,0.37037037037037
"1606","2008","2410","V6R","September 30, 2008","VANCOUVER",107,NA,NA,38,2.81578947368421,0.342105263157895,10.0263157894737,0.684210526315789
"1607","2008","2410","V6S","September 30, 2008","VANCOUVER",39,NA,NA,18,2.16666666666667,0.222222222222222,10.1111111111111,0.777777777777778
"1608","2008","2410","V6V","September 30, 2008","VANCOUVER",49,NA,NA,19,2.57894736842105,0.105263157894737,14.4736842105263,6.10526315789474
"1609","2008","2410","V6W","June 30, 2008","VANCOUVER",6,NA,NA,5,1.2,0.4,15.6,2.4
"1610","2008","2410","V6X","September 30, 2008","VANCOUVER",595,NA,NA,10,59.5,9.7,17,7.8
"1611","2008","2410","V6Y","June 30, 2008","VANCOUVER",281,NA,NA,27,10.4074074074074,1.07407407407407,10.1153846153846,5
"1612","2008","2410","V7A","June 30, 2008","VANCOUVER",235,NA,NA,105,2.23809523809524,0.380952380952381,9.09523809523809,1.22857142857143
"1613","2008","2410","V7B","September 30, 2008","VANCOUVER",1,NA,NA,1,1,0,11,0
