"","ref_yy","metcode","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","population","inventory_per_10kpop"
"29","1990","0580","December 31, 1990","HALIFAX",316,231,1.36796536796537,0,4,"336873.735",9.38036917600596
"30","1990","0610","December 31, 1990","HAMILTON",459,360,1.275,0,4,"619584.027",7.40819614447549
"31","1990","1060","December 31, 1990",NA,4310,3127,1.378317876559,0.229613047649504,4,"3408409.74",12.6451932976814
"32","1990","1265","December 31, 1990",NA,674,566,1.19081272084806,0.0812720848056537,4,"728702.2202749951",9.2493199725074
"33","1990","1400","December 31, 1990",NA,725,658,1.10182370820669,0,4,"667363.106",10.8636511890125
"34","1990","1490","December 31, 1990","REGINA",113,66,1.71212121212121,0.409090909090909,4,"195899.253",5.76827110208532
"35","1990","1700","December 31, 1990","SASKATOON",90,77,1.16883116883117,0.168831168831169,4,"217086.473",4.14581335982183
"36","1990","2270","December 31, 1990","TORONTO",2144,2043,1.04943710230054,0.199216837983358,4,"4024230.39",5.32772677560342
"37","1990","2410","December 31, 1990","VANCOUVER",4980,2807,1.77413608835055,0.253651585322408,4,"1640691.8599999999",30.3530487437172
"38","1990","2440","December 31, 1990","VICTORIA",493,242,2.03719008264463,0.235537190082645,4,"295354.935",16.6917813646825
"39","1990","2680","December 31, 1990","WINNIPEG",284,336,0.845238095238095,0.154761904761905,4,"676292.5410000001",4.19936614382976
"40","1991","0140","December 31, 1991","CALGARY",645,900,0.716666666666667,0.0133333333333333,4,"779040.068",8.27942010294649
"41","1991","0340","December 31, 1991","EDMONTON",554,778,0.712082262210797,0.0141388174807198,4,"867285.2860000001",6.3877481717129
"42","1991","0580","December 31, 1991",NA,235,173,1.35838150289017,0.0173410404624277,4,"339543.428",6.9210587106401
"43","1991","0610","December 31, 1991","HAMILTON",478,353,1.35410764872521,0.0169971671388102,4,"623080.796",7.67155725338709
"44","1991","1060","December 31, 1991",NA,4070,2870,1.41811846689895,0.300348432055749,4,"3423256.37",11.8892643731501
"45","1991","1265","December 31, 1991",NA,659,397,1.65994962216625,0.0604534005037783,4,"742919.301303064",8.87041161596056
"46","1991","1400","December 31, 1991",NA,836,681,1.22760646108664,0.00440528634361234,4,"673687.546",12.4093135603252
"47","1991","1490","December 31, 1991","REGINA",59,45,1.31111111111111,0.288888888888889,4,"196775.47699999998",2.99834109918077
"48","1991","1700","December 31, 1991","SASKATOON",46,47,0.978723404255319,0.0212765957446809,4,"219336.144",2.09723756245118
"49","1991","2270","December 31, 1991","TORONTO",2418,1466,1.6493860845839,0.512960436562074,4,"4088768.17",5.91376155229657
"50","1991","2410","December 31, 1991","VANCOUVER",3019,1722,1.75319396051103,0.578397212543554,4,"1683577.65",17.932050832345
"51","1991","2440","December 31, 1991","VICTORIA",358,235,1.52340425531915,0.48936170212766,4,"300363.64900000003",11.9188856971171
"52","1991","2680","December 31, 1991","WINNIPEG",238,215,1.10697674418605,0.227906976744186,4,"678041.2270000001",3.51011104520935
"53","1992","0140","December 31, 1992","CALGARY",554,916,0.604803493449782,0,4,"789289.723",7.0189688761474
"54","1992","0340","December 31, 1992","EDMONTON",758,1061,0.714420358152686,0.00282752120640905,4,"875231.647",8.66056435000002
"55","1992","0580","December 31, 1992",NA,120,272,0.441176470588235,0,4,"342512.01900000003",3.5035266893802
"56","1992","0610","December 31, 1992","HAMILTON",674,345,1.9536231884058,0.0173913043478261,4,"625032.573",10.7834380017184
"57","1992","1060","December 31, 1992",NA,3933,2649,1.48471121177803,0.549641374103435,4,"3445360.1399999997",11.415352358491
"58","1992","1265","December 31, 1992",NA,602,536,1.12313432835821,0.00746268656716418,4,"755695.390365255",7.96617271555715
"59","1992","1400","December 31, 1992",NA,952,639,1.48982785602504,0,4,"681504.3940000001",13.9690955536231
"60","1992","1490","December 31, 1992","REGINA",52,68,0.764705882352941,0.102941176470588,4,"198087.61000000002",2.6251010853228
"61","1992","1700","December 31, 1992","SASKATOON",35,66,0.53030303030303,0,4,"221094.419",1.58303407920939
"62","1992","2270","December 31, 1992","TORONTO",2639,1399,1.88634739099357,0.485346676197284,4,"4140645.0500000003",6.3734031005628
"63","1992","2410","December 31, 1992","VANCOUVER",2556,1782,1.43434343434343,0.554433221099888,4,"1726331.88",14.8059595585989
"64","1992","2440","December 31, 1992","VICTORIA",298,217,1.37327188940092,0.589861751152074,4,"304634.669",9.78220899736136
"65","1992","2680","December 31, 1992","WINNIPEG",207,243,0.851851851851852,0.0740740740740741,4,"680620.854",3.04134084025583
"66","1993","0140","December 31, 1993","CALGARY",641,1016,0.630905511811024,0,4,"803617.45",7.97643206976155
"67","1993","0340","December 31, 1993","EDMONTON",1267,1398,0.906294706723891,0.0157367668097282,4,"877513.385",14.4385261998026
"68","1993","0580","December 31, 1993",NA,134,241,0.556016597510373,0,4,"345205.223",3.88174891548498
"69","1993","0610","December 31, 1993","HAMILTON",428,340,1.25882352941176,0,4,"629796.445",6.79584655324626
"70","1993","1060","December 31, 1993",NA,3573,2622,1.36270022883295,0.519450800915332,4,"3466155.56",10.3082505621877
"71","1993","1265","December 31, 1993",NA,648,511,1.26810176125245,0.00391389432485323,4,"768799.940831432",8.42872073193982
"72","1993","1400","December 31, 1993",NA,960,616,1.55844155844156,0,4,"686578.071",13.9823865711551
"73","1993","1490","December 31, 1993","REGINA",69,93,0.741935483870968,0,4,"198659.02",3.47328804904001
"74","1993","1700","December 31, 1993","SASKATOON",58,59,0.983050847457627,0.0508474576271186,4,"222880.121",2.60229578751889
"75","1993","2270","December 31, 1993",NA,1657,1141,1.45223488168273,0.427695004382121,4,"4218289.04",3.92813290954571
"76","1993","2410","December 31, 1993","VANCOUVER",3726,2173,1.71468016566958,0.622181316152784,4,"1780597.35",20.9255618627086
"77","1993","2440","December 31, 1993","VICTORIA",337,245,1.37551020408163,0.612244897959184,4,"309247.321",10.8974266587098
"78","1993","2680","December 31, 1993","WINNIPEG",284,386,0.735751295336788,0.0077720207253886,4,"682176.6830000001",4.16314434482071
"79","1994","0140","December 31, 1994","CALGARY",671,969,0.692466460268318,0,4,"820531.899",8.17762235469166
"80","1994","0340","December 31, 1994","EDMONTON",1593,1316,1.21048632218845,0.0167173252279635,4,"878697.77",18.1291002934945
"81","1994","0580","December 31, 1994",NA,213,273,0.78021978021978,0,4,"347835.397",6.12358609379827
"82","1994","0610","December 31, 1994","HAMILTON",307,302,1.01655629139073,0,4,"636110.572",4.82620496362384
"83","1994","1060","December 31, 1994","MONTRÉAL",3290,2417,1.36119155978486,0.57923045097228,4,"3484017.36",9.4431217185439
"84","1994","1265","December 31, 1994",NA,706,468,1.50854700854701,0.0170940170940171,4,"775980.530943761",9.09816640813592
"85","1994","1400","December 31, 1994","QUÉBEC",910,528,1.72348484848485,0,4,"688133.017",13.2241874393305
"86","1994","1490","December 31, 1994","REGINA",37,79,0.468354430379747,0.0126582278481013,4,"199410.542",1.85546860406207
"87","1994","1700","December 31, 1994","SASKATOON",49,73,0.671232876712329,0.0547945205479452,4,"226066.799",2.16750094294032
"88","1994","2270","December 31, 1994","TORONTO",1311,1722,0.761324041811847,0.181765389082462,4,"4300396.5200000005",3.04855608989284
"89","1994","2410","December 31, 1994","VANCOUVER",4291,2193,1.95668034655723,0.658458732330141,4,"1837066.61",23.3578901093848
"90","1994","2440","December 31, 1994","VICTORIA",545,254,2.14566929133858,1,4,"313054.51499999996",17.4091084423427
"91","1994","2680","December 31, 1994","WINNIPEG",275,334,0.823353293413174,0.00898203592814371,4,"685224.2559999999",4.01328466691057
"92","1995","0140","December 31, 1995","CALGARY",976,1132,0.862190812720848,0,4,"839716.198",11.6229745516949
"93","1995","0340","December 31, 1995","EDMONTON",1472,1021,1.44172380019589,0.0215475024485798,4,"884326.8409999999",16.64542940182
"94","1995","0580","December 31, 1995",NA,254,289,0.878892733564014,0,4,"351381.39999999997",7.22861255604309
"95","1995","0610","December 31, 1995","HAMILTON",289,307,0.941368078175896,0,4,"642266.482",4.49968989663079
"96","1995","1060","December 31, 1995","MONTRÉAL",2714,1943,1.39680905815749,0.590838908903757,4,"3499470.29",7.75545946983879
"97","1995","1265","December 31, 1995",NA,599,380,1.57631578947368,0.0210526315789474,4,"782396.123850674",7.65596839938235
"98","1995","1400","December 31, 1995","QUÉBEC",697,381,1.82939632545932,0,4,"691391.6769999999",10.0811164378538
"99","1995","1490","December 31, 1995","REGINA",42,72,0.583333333333333,0.0416666666666667,4,"200658.281",2.09311072489453
"100","1995","1700","December 31, 1995","SASKATOON",61,88,0.693181818181818,0.0909090909090909,4,"228510.699",2.66945925363433
"101","1995","2270","December 31, 1995","TORONTO",1490,1332,1.11861861861862,0.18018018018018,4,"4382926.91",3.39955475095979
"102","1995","2410","December 31, 1995","VANCOUVER",5462,2361,2.3134265141889,0.711986446421008,4,"1898778.65",28.7658595697819
"103","1995","2440","December 31, 1995","VICTORIA",680,232,2.93103448275862,1.29741379310345,4,"316577.31799999997",21.4797447996574
"104","1995","2680","December 31, 1995","WINNIPEG",285,329,0.866261398176292,0.00911854103343465,4,"684295.371",4.16486815603492
"105","1996","0140","December 31, 1996","CALGARY",692,1051,0.658420551855376,0,4,"867371.684",7.97812532695038
"106","1996","0340","December 31, 1996","EDMONTON",1046,906,1.15452538631347,0,4,"896539.3840000001",11.6670836626626
"107","1996","0580","December 31, 1996",NA,194,294,0.659863945578231,0,4,"355184.127",5.46195579286121
"108","1996","0610","December 31, 1996","HAMILTON",191,341,0.560117302052786,0,4,"650534.64",2.93604657240082
"109","1996","1060","December 31, 1996","MONTRÉAL",1875,1436,1.30571030640669,0.554317548746518,4,"3516176.5300000003",5.33249677313556
"110","1996","1265","December 31, 1996",NA,460,379,1.21372031662269,0.0131926121372032,4,"785571.60394019",5.85560880373958
"111","1996","1400","December 31, 1996","QUÉBEC",494,297,1.66329966329966,0,4,"693506.376",7.12322218072873
"112","1996","1490","December 31, 1996","REGINA",77,70,1.1,0.0857142857142857,4,"199991.75",3.85015881905129
"113","1996","1700","December 31, 1996","SASKATOON",46,78,0.58974358974359,0.141025641025641,4,"229608.608",2.00340921016341
"114","1996","2270","December 31, 1996","TORONTO",1158,1473,0.786150712830957,0.154786150712831,4,"4475011.36",2.58770292819994
"115","1996","2410","December 31, 1996","VANCOUVER",3869,2022,1.91345202769535,0.767062314540059,4,"1953821.83",19.8022150259218
"116","1996","2440","December 31, 1996","VICTORIA",334,161,2.07453416149068,1.04347826086957,4,"318620.251",10.4826984145462
"117","1996","2680","December 31, 1996","WINNIPEG",146,170,0.858823529411765,0.0176470588235294,4,"683795.775",2.13514042259182
"118","1997","0140","December 31, 1997","CALGARY",551,1274,0.432496075353218,0,4,"899742.314",6.12397562531443
"119","1997","0340","December 31, 1997","EDMONTON",658,873,0.753722794959908,0.00343642611683849,4,"915045.897",7.19089613053584
"120","1997","0580","December 31, 1997",NA,255,265,0.962264150943396,0,4,"358718.75",7.10863315619827
"121","1997","0610","December 31, 1997","HAMILTON",177,331,0.534743202416918,0,4,"658022.6460000001",2.68987702894347
"122","1997","1060","December 31, 1997","MONTRÉAL",1516,1388,1.09221902017291,0.571325648414986,4,"3532106.29",4.29205656775408
"123","1997","1265","December 31, 1997",NA,435,451,0.964523281596452,0,4,"792121.760067447",5.49157998087265
"124","1997","1400","December 31, 1997","QUÉBEC",290,270,1.07407407407407,0,4,"695174.357",4.17161532326199
"125","1997","1490","December 31, 1997","REGINA",25,75,0.333333333333333,0.04,4,"199684.114",1.25197741068175
"126","1997","1700","December 31, 1997","SASKATOON",33,102,0.323529411764706,0.0882352941176471,4,"231285.44400000002",1.42680833818491
"127","1997","2270","December 31, 1997","TORONTO",880,1700,0.517647058823529,0.0747058823529412,4,"4562392.82",1.92881243399818
"128","1997","2410","December 31, 1997","VANCOUVER",4201,1987,2.11424257674887,0.746854554604932,4,"1982404.87",21.1914330093428
"129","1997","2440","December 31, 1997","VICTORIA",345,188,1.83510638297872,0.468085106382979,4,"319103.393",10.8115428280639
"130","1997","2680","December 31, 1997","WINNIPEG",180,273,0.659340659340659,0,4,"684487.557",2.62970448708975
"131","1998","0140","December 31, 1998","CALGARY",865,1642,0.52679658952497,0.0115712545676005,4,"925463.0889999999",9.34667206376288
"132","1998","0340","December 31, 1998","EDMONTON",741,1134,0.653439153439153,0,4,"930636.0700000001",7.96229615299566
"133","1998","0580","December 31, 1998",NA,162,240,0.675,0.0208333333333333,4,"362651.652",4.46709670579413
"134","1998","0610","December 31, 1998",NA,155,251,0.617529880478088,0.00796812749003984,4,"665324.8119999999",2.3296891563996
"135","1998","1060","December 31, 1998","MONTRÉAL",1394,1369,1.01826150474799,0.400292184075968,4,"3558502.1700000004",3.91737853007969
"136","1998","1265","December 31, 1998",NA,425,571,0.74430823117338,0.00700525394045534,4,"801983.019057478",5.29936407505831
"137","1998","1400","December 31, 1998","QUÉBEC",271,230,1.17826086956522,0,4,"697579.086",3.88486417438266
"138","1998","1490","December 31, 1998","REGINA",73,107,0.682242990654206,0.0841121495327103,4,"199958.691",3.65075404499422
"139","1998","1700","December 31, 1998","SASKATOON",172,142,1.2112676056338,0.0845070422535211,4,"232227.483",7.40653077654896
"140","1998","2270","December 31, 1998","TORONTO",943,1698,0.555359246171967,0.049469964664311,4,"4642956.199999999",2.03103359019411
"141","1998","2410","December 31, 1998","VANCOUVER",4833,2025,2.38666666666667,0.748641975308642,4,"2009927.3800000001",24.0456448730003
"142","1998","2440","December 31, 1998","VICTORIA",418,238,1.7563025210084,0.214285714285714,4,"320423.967",13.0452164335135
"143","1998","2680","December 31, 1998","WINNIPEG",246,276,0.891304347826087,0,4,"687770.6910000001",3.57677352668696
"144","1999","0140","December 31, 1999","CALGARY",1150,1552,0.740979381443299,0.0425257731958763,4,"949842.56",12.1072696510883
"145","1999","0340","December 31, 1999","EDMONTON",742,970,0.764948453608247,0.00412371134020619,4,"946094.383",7.84276931913674
"146","1999","0580","December 31, 1999","HALIFAX",89,233,0.381974248927039,0.00858369098712446,4,"365659.113",2.43396094438374
"147","1999","0610","December 31, 1999",NA,325,352,0.923295454545455,0.0113636363636364,4,"674016.069",4.82184349821488
"148","1999","1060","December 31, 1999","MONTRÉAL",1391,1436,0.96866295264624,0.290389972144847,4,"3592721.83",3.87171639169181
"149","1999","1265","December 31, 1999",NA,312,588,0.530612244897959,0,4,"815337.624011852",3.82663562690521
"150","1999","1400","December 31, 1999","QUÉBEC",269,159,1.69182389937107,0,4,"700541.788",3.83988513758725
"151","1999","1490","December 31, 1999","REGINA",79,91,0.868131868131868,0.043956043956044,4,"199378.229",3.96231827297453
"152","1999","1700","December 31, 1999","SASKATOON",117,142,0.823943661971831,0.0845070422535211,4,"232000.601",5.04309038406327
"153","1999","2270","December 31, 1999","TORONTO",1351,1884,0.717091295116773,0.064755838641189,4,"4742345.3",2.84880141477678
"154","1999","2410","December 31, 1999","VANCOUVER",3630,1360,2.66911764705882,0.95,4,"2037155.74",17.8189616469873
"155","1999","2440","December 31, 1999","VICTORIA",274,177,1.54802259887006,0.186440677966102,4,"321445.882",8.52398538426447
"156","1999","2680","December 31, 1999","WINNIPEG",175,237,0.738396624472574,0,4,"692120.877",2.5284600683993
"157","2000","0140","December 31, 2000","CALGARY",1319,1557,0.847141939627489,0.111111111111111,4,"974556.104",13.5343670270624
"158","2000","0340","December 31, 2000","EDMONTON",877,1143,0.767279090113736,0,4,"959720.911",9.13807326638525
"159","2000","0580","December 31, 2000","HALIFAX",103,249,0.413654618473896,0.0200803212851406,4,"368750.313",2.79321796806177
"160","2000","0610","December 31, 2000","HAMILTON",587,403,1.45657568238213,0.00992555831265509,4,"687808.674",8.53435006258732
"161","2000","1060","December 31, 2000","MONTRÉAL",1307,1267,1.03157063930545,0.101026045777427,4,"3627104.42",3.6034253461057
"162","2000","1265","December 31, 2000",NA,194,490,0.395918367346939,0,4,"833841.656138415",2.32658081509659
"163","2000","1400","December 31, 2000",NA,152,145,1.04827586206897,0,4,"704721.981",2.15687894088832
"164","2000","1490","December 31, 2000","REGINA",128,141,0.907801418439716,0.0567375886524823,4,"198013.721",6.4641985087488
"165","2000","1700","December 31, 2000","SASKATOON",165,144,1.14583333333333,0.0625,4,"232228.601",7.1050679928955
"166","2000","2270","December 31, 2000","TORONTO",1279,1662,0.769554753309266,0.101684717208183,4,"4867120.119999999",2.62783734213652
"167","2000","2410","December 31, 2000","VANCOUVER",3273,1277,2.56303837118246,0.904463586530932,4,"2071193.06",15.8024863215793
"168","2000","2440","December 31, 2000","VICTORIA",304,215,1.41395348837209,0.134883720930233,4,"325388.316",9.34268334330726
"169","2000","2680","December 31, 2000","WINNIPEG",215,327,0.657492354740061,0,4,"695482.826",3.0913775576106
"170","2001","0140","December 31, 2001","CALGARY",1123,1565,0.717571884984026,0.0984025559105431,4,"1004815.47",11.176181433592
"171","2001","0340","December 31, 2001","EDMONTON",674,1030,0.654368932038835,0.00388349514563107,4,"982239.868",6.86186767568673
"172","2001","0580","December 31, 2001","HALIFAX",104,161,0.645962732919255,0.031055900621118,4,"373983.162",2.78087386190932
"173","2001","0610","December 31, 2001","HAMILTON",659,517,1.27466150870406,0.034816247582205,4,"696023.087",9.46807673924184
"174","2001","1060","December 31, 2001","MONTRÉAL",1420,1366,1.03953147877013,0.0695461200585652,4,"3666625.51",3.87277074281851
"175","2001","1265","December 31, 2001","OTTAWA",220,621,0.35426731078905,0,4,"854593",2.57432485405333
"176","2001","1400","December 31, 2001","QUÉBEC",109,236,0.461864406779661,0,4,"709576.926",1.53612661300094
"177","2001","1490","December 31, 2001","REGINA",99,132,0.75,0.0227272727272727,4,"197793.239",5.00522669533714
"178","2001","1700","December 31, 2001","SASKATOON",144,144,1,0.0416666666666667,4,"233960.185",6.15489340632895
"179","2001","2270","December 31, 2001","TORONTO",1150,2210,0.520361990950226,0.0642533936651584,4,"4992213.18",2.30358752428116
"180","2001","2410","December 31, 2001","VANCOUVER",1273,854,1.49063231850117,0.615925058548009,4,"2095687.7599999998",6.07437817931427
"181","2001","2440","December 31, 2001","VICTORIA",201,181,1.11049723756906,0.232044198895028,4,"327964.903",6.12870457056193
"182","2001","2680","December 31, 2001","WINNIPEG",168,260,0.646153846153846,0,4,"699611.33",2.40133332317531
"183","2002","0140","December 31, 2002","CALGARY",866,1417,0.611150317572336,0.0783345095271701,4,"1026949.07",8.43274535513236
"184","2002","0340","December 31, 2002","EDMONTON",481,958,0.502087682672234,0,4,"998763.731",4.81595381440618
"185","2002","0580","December 31, 2002","HALIFAX",150,269,0.557620817843866,0.0371747211895911,4,"377718.902",3.97120713858265
"186","2002","0610","December 31, 2002","HAMILTON",351,494,0.710526315789474,0.0101214574898785,4,"703103.699",4.99215123600139
"187","2002","1060","December 31, 2002","MONTRÉAL",1074,1373,0.782228696285506,0.28040786598689,4,"3697581.32",2.90460143280906
"188","2002","1265","December 31, 2002","OTTAWA",226,565,0.4,0,4,"867412",2.60545161929971
"189","2002","1400","December 31, 2002","QUÉBEC",84,201,0.417910447761194,0,4,"713290.72",1.17764044371697
"190","2002","1490","December 31, 2002","REGINA",91,82,1.10975609756098,0.0853658536585366,4,"198866.753",4.57592828500599
"191","2002","1700","December 31, 2002","SASKATOON",67,100,0.67,0.07,4,"235521.95599999998",2.84474539605131
"192","2002","2270","December 31, 2002","TORONTO",1340,2984,0.449061662198391,0.105227882037534,4,"5073780.260000001",2.64102884108741
"193","2002","2410","December 31, 2002","VANCOUVER",929,908,1.02312775330396,0.259911894273128,4,"2113272.2600000002",4.39602609462162
"194","2002","2440","December 31, 2002","VICTORIA",75,121,0.619834710743802,0.272727272727273,4,"330513.82999999996",2.26919400014214
"195","2002","2680","December 31, 2002","WINNIPEG",108,185,0.583783783783784,0,4,"703761.4959999999",1.53461081081935
"196","2003","0140","December 31, 2003","CALGARY",1149,1687,0.681090693538826,0.036751630112626,4,"1049550.64",10.9475422739011
"197","2003","0340","December 31, 2003","EDMONTON",1026,1577,0.650602409638554,0,4,"1014137.09",10.1169754081275
"198","2003","0580","December 31, 2003","HALIFAX",137,247,0.554655870445344,0,4,"380503.52400000003",3.60049227822657
"199","2003","0610","December 31, 2003","HAMILTON",122,287,0.425087108013937,0.0278745644599303,4,"709382.018",1.7198067741266
"200","2003","1060","December 31, 2003","MONTRÉAL",1437,1597,0.899812147777082,0.19348778960551,4,"3726893.8899999997",3.85575775005497
"201","2003","1265","December 31, 2003","OTTAWA",167,435,0.383908045977012,0,4,"877683",1.90273709300511
"202","2003","1400","December 31, 2003","QUÉBEC",153,259,0.590733590733591,0,4,"718954.01",2.12809161465001
"203","2003","1490","December 31, 2003","REGINA",69,99,0.696969696969697,0.131313131313131,4,"200026.833",3.44953719284252
"204","2003","1700","December 31, 2003","SASKATOON",78,116,0.672413793103448,0,4,"237924.912",3.27834522851478
"205","2003","2270","December 31, 2003","TORONTO",1296,2627,0.493338408831367,0.097830224590788,4,"5156167.9",2.51349456638136
"206","2003","2410","December 31, 2003","VANCOUVER",825,992,0.831653225806452,0.200604838709677,4,"2130166.64",3.87293643843751
"207","2003","2440","December 31, 2003","VICTORIA",87,138,0.630434782608696,0.202898550724638,4,"332905.172",2.61335681501518
"208","2003","2680","December 31, 2003","WINNIPEG",144,258,0.558139534883721,0,4,"709960.273",2.02828250363243
"209","2004","0140","December 31, 2004","CALGARY",1186,1699,0.698057680988817,0.00824014125956445,4,"1083762.24",10.9433596800715
"210","2004","0340","December 31, 2004","EDMONTON",1348,1392,0.968390804597701,0.0747126436781609,4,"1038096.58",12.9853043153268
"211","2004","0580","December 31, 2004","HALIFAX",104,216,0.481481481481481,0.00925925925925926,4,"381569.226",2.72558668030529
"212","2004","0610","December 31, 2004","HAMILTON",172,248,0.693548387096774,0,4,"714418.297",2.40755312010157
"213","2004","1060","December 31, 2004","MONTRÉAL",2478,2018,1.22794846382557,0.402378592666006,4,"3753837.1",6.60124542964318
"214","2004","1265","December 31, 2004","OTTAWA",302,480,0.629166666666667,0,4,"884435",3.41460932685839
"215","2004","1400","December 31, 2004","QUÉBEC",229,166,1.37951807228916,0.0481927710843374,4,"722534.675",3.16939806383687
"216","2004","1490","December 31, 2004","REGINA",75,92,0.815217391304348,0.0326086956521739,4,"200305.777",3.74427543345392
"217","2004","1700","December 31, 2004","SASKATOON",78,100,0.78,0,4,"239407.135",3.25804826159421
"218","2004","2270","December 31, 2004","TORONTO",1787,2680,0.666791044776119,0.0876865671641791,4,"5237275.800000001",3.41207923401704
"219","2004","2410","December 31, 2004","VANCOUVER",1073,1283,0.836321122369447,0.124707716289945,4,"2155314.48",4.97839183078286
"220","2004","2440","December 31, 2004","VICTORIA",94,145,0.648275862068965,0.241379310344828,4,"336460.359",2.79379122935549
"221","2004","2680","December 31, 2004","WINNIPEG",223,313,0.712460063897764,0,4,"712822.295",3.12840944460078
"222","2005","0140","December 31, 2005","CALGARY",794,1350,0.588148148148148,0,4,"1120692.72",7.08490370134643
"223","2005","0340","December 31, 2005","EDMONTON",1145,1348,0.849406528189911,0.0979228486646884,4,"1070187.23",10.6990624434941
"224","2005","0580","December 31, 2005","HALIFAX",37,230,0.160869565217391,0,4,"384407.296",0.962520752987997
"225","2005","0610","December 31, 2005","HAMILTON",115,213,0.539906103286385,0,4,"719003.332",1.59943625963614
"226","2005","1060","December 31, 2005","MONTRÉAL",2593,1724,1.50406032482599,0.627610208816705,4,"3783400.33",6.8536231268976
"227","2005","1265","December 31, 2005","OTTAWA",414,557,0.74326750448833,0,4,"891423",4.64425979585449
"228","2005","1400","December 31, 2005","QUÉBEC",344,319,1.07836990595611,0.144200626959248,4,"728580.059",4.72151269789282
"229","2005","1490","December 31, 2005","REGINA",75,124,0.604838709677419,0.0241935483870968,4,"200878.489",3.7336003657415
"230","2005","1700","December 31, 2005","SASKATOON",133,88,1.51136363636364,0,4,"241473.908",5.50784145175635
"231","2005","2270","December 31, 2005","TORONTO",1175,2104,0.558460076045627,0.194866920152091,4,"5324050.69",2.2069662150418
"232","2005","2410","December 31, 2005","VANCOUVER",838,1039,0.806544754571704,0.131857555341675,4,"2185166.7",3.83494769529483
"233","2005","2440","December 31, 2005","VICTORIA",73,152,0.480263157894737,0.25,4,"339382.63",2.15096453227438
"234","2005","2680","December 31, 2005","WINNIPEG",204,333,0.612612612612613,0.00900900900900901,4,"715651.017",2.85055138823341
"235","2006","0140","December 31, 2006","CALGARY",543,1136,0.477992957746479,0.00264084507042254,4,"1151604.22",4.71516160300281
