"ref_yy","CSDuid","dweltype","mkttycd","date_pbi","metcode","metro","municipality","inventory","num_structures","unitsperstructure","avgstorycount","X_c0","ref_qq","met_name","population","stcan_cmacode","inventory_per_10kpop"
"1988","2416700",1,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2417360",1,1,"December 31, 1988","1400",NA,NA,0,4,0,0,1579,4,"Quebec",646773.443,421,0
"1988","2417400",1,1,"December 31, 1988","1400",NA,NA,1,4,0.25,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2417400",2,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2417460",1,1,"December 31, 1988","1400",NA,NA,0,1,0,0,1579,4,"Quebec",646773.443,421,0
"1988","2420110",1,1,"December 31, 1988","1400",NA,NA,33,60,0.55,0,1579,4,"Quebec",646773.443,421,0.510225030992808
"1988","2420110",5,3,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2420140",1,1,"December 31, 1988","1400",NA,NA,21,34,0.617647058823529,0,1579,4,"Quebec",646773.443,421,0.324688656086332
"1988","2420140",2,1,"December 31, 1988","1400",NA,NA,7,5,1.4,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2420140",4,1,"December 31, 1988","1400",NA,NA,20,10,2,0,1579,4,"Quebec",646773.443,421,0.309227291510793
"1988","2420140",5,3,"December 31, 1988","1400",NA,NA,116,12,9.66666666666667,0,1579,4,"Quebec",646773.443,421,1.7935182907626
"1988","2420150",1,1,"December 31, 1988","1400",NA,NA,2,8,0.25,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2420170",1,1,"December 31, 1988","1400",NA,NA,2,12,0.166666666666667,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2420200",1,1,"December 31, 1988","1400",NA,NA,4,7,0.571428571428571,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2420200",2,1,"December 31, 1988","1400",NA,NA,3,2,1.5,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2420230",1,1,"December 31, 1988","1400",NA,NA,18,56,0.321428571428571,0,1579,4,"Quebec",646773.443,421,0.278304562359713
"1988","2420230",2,1,"December 31, 1988","1400",NA,NA,14,15,0.933333333333333,0,1579,4,"Quebec",646773.443,421,0.216459104057555
"1988","2420230",4,1,"December 31, 1988","1400",NA,NA,15,8,1.875,0,1579,4,"Quebec",646773.443,421,0.231920468633094
"1988","2420230",4,3,"December 31, 1988","1400",NA,NA,5,3,1.66666666666667,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2420230",5,1,"December 31, 1988","1400",NA,NA,15,1,15,0,1579,4,"Quebec",646773.443,421,0.231920468633094
"1988","2420230",5,3,"December 31, 1988","1400",NA,NA,273,23,11.8695652173913,0,1579,4,"Quebec",646773.443,421,4.22095252912232
"1988","2420260",5,3,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2420270",1,1,"December 31, 1988","1400",NA,NA,0,1,0,0,1579,4,"Quebec",646773.443,421,0
"1988","2420290",1,1,"December 31, 1988","1400",NA,NA,5,13,0.384615384615385,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2420290",2,1,"December 31, 1988","1400",NA,NA,7,7,1,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2420290",4,1,"December 31, 1988","1400",NA,NA,7,5,1.4,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2420320",1,1,"December 31, 1988","1400",NA,NA,0,3,0,0,1579,4,"Quebec",646773.443,421,0
"1988","2420320",2,1,"December 31, 1988","1400",NA,NA,11,10,1.1,0,1579,4,"Quebec",646773.443,421,0.170075010330936
"1988","2420320",5,3,"December 31, 1988","1400",NA,NA,12,1,12,0,1579,4,"Quebec",646773.443,421,0.185536374906476
"1988","2420350",1,1,"December 31, 1988","1400",NA,NA,13,21,0.619047619047619,0,1579,4,"Quebec",646773.443,421,0.200997739482015
"1988","2420350",2,1,"December 31, 1988","1400",NA,NA,6,4,1.5,0,1579,4,"Quebec",646773.443,421,0.0927681874532378
"1988","2420350",4,1,"December 31, 1988","1400",NA,NA,3,2,1.5,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2420350",5,3,"December 31, 1988","1400",NA,NA,7,4,1.75,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2420400",1,1,"December 31, 1988","1400",NA,NA,7,12,0.583333333333333,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2420400",2,1,"December 31, 1988","1400",NA,NA,8,8,1,0,1579,4,"Quebec",646773.443,421,0.123690916604317
"1988","2420400",4,1,"December 31, 1988","1400",NA,NA,4,4,1,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2420400",4,3,"December 31, 1988","1400",NA,NA,4,1,4,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2420400",5,3,"December 31, 1988","1400",NA,NA,176,20,8.8,0,1579,4,"Quebec",646773.443,421,2.72120016529497
"1988","2420430",1,1,"December 31, 1988","1400",NA,NA,17,40,0.425,0,1579,4,"Quebec",646773.443,421,0.262843197784174
"1988","2420430",2,1,"December 31, 1988","1400",NA,NA,7,5,1.4,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2420430",4,1,"December 31, 1988","1400",NA,NA,3,1,3,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2420430",4,3,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2420430",5,3,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2420470",1,1,"December 31, 1988","1400",NA,NA,0,4,0,0,1579,4,"Quebec",646773.443,421,0
"1988","2420490",1,1,"December 31, 1988","1400",NA,NA,0,1,0,0,1579,4,"Quebec",646773.443,421,0
"1988","2420530",1,1,"December 31, 1988","1400",NA,NA,0,3,0,0,1579,4,"Quebec",646773.443,421,0
"1988","2420560",1,1,"December 31, 1988","1400",NA,NA,2,5,0.4,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2420560",4,3,"December 31, 1988","1400",NA,NA,2,2,1,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421170",1,1,"December 31, 1988","1400",NA,NA,1,3,0.333333333333333,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421170",2,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421220",1,1,"December 31, 1988","1400",NA,NA,8,13,0.615384615384615,0,1579,4,"Quebec",646773.443,421,0.123690916604317
"1988","2421220",5,3,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421260",1,1,"December 31, 1988","1400",NA,NA,4,5,0.8,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2421260",2,1,"December 31, 1988","1400",NA,NA,6,3,2,0,1579,4,"Quebec",646773.443,421,0.0927681874532378
"1988","2421260",5,3,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421300",1,1,"December 31, 1988","1400",NA,NA,22,29,0.758620689655172,0,1579,4,"Quebec",646773.443,421,0.340150020661872
"1988","2421300",2,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421340",1,1,"December 31, 1988","1400",NA,NA,3,7,0.428571428571429,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2421340",2,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421420",1,1,"December 31, 1988","1400",NA,NA,7,13,0.538461538461538,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2421420",2,1,"December 31, 1988","1400",NA,NA,5,4,1.25,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2421420",4,3,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421460",1,1,"December 31, 1988","1400",NA,NA,6,10,0.6,0,1579,4,"Quebec",646773.443,421,0.0927681874532378
"1988","2421460",2,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421460",4,1,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421460",5,3,"December 31, 1988","1400",NA,NA,52,7,7.42857142857143,0,1579,4,"Quebec",646773.443,421,0.803990957928061
"1988","2421500",1,1,"December 31, 1988","1400",NA,NA,9,11,0.818181818181818,0,1579,4,"Quebec",646773.443,421,0.139152281179857
"1988","2421500",2,1,"December 31, 1988","1400",NA,NA,6,3,2,0,1579,4,"Quebec",646773.443,421,0.0927681874532378
"1988","2421550",1,1,"December 31, 1988","1400",NA,NA,1,4,0.25,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2421550",2,1,"December 31, 1988","1400",NA,NA,7,7,1,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2421600",1,1,"December 31, 1988","1400",NA,NA,3,5,0.6,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2421600",4,1,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2421600",5,3,"December 31, 1988","1400",NA,NA,10,3,3.33333333333333,0,1579,4,"Quebec",646773.443,421,0.154613645755396
"1988","2421650",1,1,"December 31, 1988","1400",NA,NA,9,10,0.9,0,1579,4,"Quebec",646773.443,421,0.139152281179857
"1988","2421650",2,1,"December 31, 1988","1400",NA,NA,4,4,1,0,1579,4,"Quebec",646773.443,421,0.0618454583021585
"1988","2421700",1,1,"December 31, 1988","1400",NA,NA,3,6,0.5,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2421700",2,1,"December 31, 1988","1400",NA,NA,5,3,1.66666666666667,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2421780",1,1,"December 31, 1988","1400",NA,NA,7,13,0.538461538461538,0,1579,4,"Quebec",646773.443,421,0.108229552028777
"1988","2429110",1,1,"December 31, 1988","1400",NA,NA,13,19,0.684210526315789,0,1579,4,"Quebec",646773.443,421,0.200997739482015
"1988","2429110",2,1,"December 31, 1988","1400",NA,NA,1,1,1,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2429130",1,1,"December 31, 1988","1400",NA,NA,3,6,0.5,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2429130",2,1,"December 31, 1988","1400",NA,NA,2,1,2,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2429140",4,3,"December 31, 1988","1400",NA,NA,12,1,12,0,1579,4,"Quebec",646773.443,421,0.185536374906476
"1988","2429160",1,1,"December 31, 1988","1400",NA,NA,1,3,0.333333333333333,0,1579,4,"Quebec",646773.443,421,0.0154613645755396
"1988","2452440",1,1,"December 31, 1988","1060",NA,NA,2,4,0.5,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2452550",1,1,"December 31, 1988","1060",NA,NA,2,8,0.25,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2452700",1,1,"December 31, 1988","1060",NA,NA,11,26,0.423076923076923,0,709,4,"Montreal",3351700.63,462,0.0328191602243426
"1988","2452780",1,1,"December 31, 1988","1060",NA,NA,19,49,0.387755102040816,0,709,4,"Montreal",3351700.63,462,0.0566876403875008
"1988","2456120",1,1,"December 31, 1988","1060",NA,NA,37,55,0.672727272727273,0,709,4,"Montreal",3351700.63,462,0.110391720754607
"1988","2456120",2,1,"December 31, 1988","1060",NA,NA,0,1,0,0,709,4,"Montreal",3351700.63,462,0
"1988","2456120",5,3,"December 31, 1988","1060",NA,NA,3,2,1.5,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2456200",1,1,"December 31, 1988","1060",NA,NA,5,7,0.714285714285714,0,709,4,"Montreal",3351700.63,462,0.0149178001019739
"1988","2456280",1,1,"December 31, 1988","1060",NA,NA,14,38,0.368421052631579,0,709,4,"Montreal",3351700.63,462,0.0417698402855269
"1988","2456310",1,1,"December 31, 1988","1060",NA,NA,15,20,0.75,0,709,4,"Montreal",3351700.63,462,0.0447534003059217
"1988","2456310",2,1,"December 31, 1988","1060",NA,NA,2,2,1,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2456310",5,3,"December 31, 1988","1060",NA,NA,24,8,3,2.125,709,4,"Montreal",3351700.63,462,0.0716054404894747
"1988","2456400",1,1,"December 31, 1988","1060",NA,NA,76,86,0.883720930232558,0,709,4,"Montreal",3351700.63,462,0.226750561550003
"1988","2456400",2,1,"December 31, 1988","1060",NA,NA,4,3,1.33333333333333,0,709,4,"Montreal",3351700.63,462,0.0119342400815791
"1988","2456400",5,1,"December 31, 1988","1060",NA,NA,4,2,2,2,709,4,"Montreal",3351700.63,462,0.0119342400815791
"1988","2456400",5,3,"December 31, 1988","1060",NA,NA,50,6,8.33333333333333,2.33333333333333,709,4,"Montreal",3351700.63,462,0.149178001019739
"1988","2456450",1,1,"December 31, 1988","1060",NA,NA,0,1,0,0,709,4,"Montreal",3351700.63,462,0
"1988","2456450",5,3,"December 31, 1988","1060",NA,NA,7,1,7,3,709,4,"Montreal",3351700.63,462,0.0208849201427635
"1988","2456580",5,3,"December 31, 1988","1060",NA,NA,139,12,11.5833333333333,3.16666666666667,709,4,"Montreal",3351700.63,462,0.414714842834875
"1988","2456650",1,1,"December 31, 1988","1060",NA,NA,57,121,0.471074380165289,0,709,4,"Montreal",3351700.63,462,0.170062921162503
"1988","2456650",2,1,"December 31, 1988","1060",NA,NA,10,8,1.25,0,709,4,"Montreal",3351700.63,462,0.0298356002039478
"1988","2456650",4,1,"December 31, 1988","1060",NA,NA,6,5,1.2,0.8,709,4,"Montreal",3351700.63,462,0.0179013601223687
"1988","2456650",4,3,"December 31, 1988","1060",NA,NA,7,2,3.5,1,709,4,"Montreal",3351700.63,462,0.0208849201427635
"1988","2456650",5,1,"December 31, 1988","1060",NA,NA,1,1,1,2,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2456650",5,3,"December 31, 1988","1060",NA,NA,130,11,11.8181818181818,3.27272727272727,709,4,"Montreal",3351700.63,462,0.387862802651322
"1988","2456750",1,1,"December 31, 1988","1060",NA,NA,44,95,0.463157894736842,0,709,4,"Montreal",3351700.63,462,0.13127664089737
"1988","2456750",4,1,"December 31, 1988","1060",NA,NA,4,1,4,0,709,4,"Montreal",3351700.63,462,0.0119342400815791
"1988","2456750",5,3,"December 31, 1988","1060",NA,NA,3,3,1,1.33333333333333,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2457110",1,1,"December 31, 1988","1060",NA,NA,2,3,0.666666666666667,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2457150",1,1,"December 31, 1988","1060",NA,NA,10,30,0.333333333333333,0,709,4,"Montreal",3351700.63,462,0.0298356002039478
"1988","2457200",1,1,"December 31, 1988","1060",NA,NA,0,3,0,0,709,4,"Montreal",3351700.63,462,0
"1988","2457280",1,1,"December 31, 1988","1060",NA,NA,33,104,0.317307692307692,0,709,4,"Montreal",3351700.63,462,0.0984574806730278
"1988","2457320",1,1,"December 31, 1988","1060",NA,NA,37,44,0.840909090909091,0,709,4,"Montreal",3351700.63,462,0.110391720754607
"1988","2457320",4,1,"December 31, 1988","1060",NA,NA,1,1,1,2,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2457400",1,1,"December 31, 1988","1060",NA,NA,2,9,0.222222222222222,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2462110",1,1,"December 31, 1988","1060",NA,NA,1,3,0.333333333333333,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2462200",1,1,"December 31, 1988","1060",NA,NA,27,50,0.54,0,709,4,"Montreal",3351700.63,462,0.0805561205506591
"1988","2462200",5,1,"December 31, 1988","1060",NA,NA,2,1,2,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2462200",5,3,"December 31, 1988","1060",NA,NA,24,4,6,3,709,4,"Montreal",3351700.63,462,0.0716054404894747
"1988","2462240",1,1,"December 31, 1988","1060",NA,NA,3,40,0.075,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2462240",5,3,"December 31, 1988","1060",NA,NA,13,2,6.5,2,709,4,"Montreal",3351700.63,462,0.0387862802651322
"1988","2462260",1,1,"December 31, 1988","1060",NA,NA,0,1,0,0,709,4,"Montreal",3351700.63,462,0
"1988","2462280",1,1,"December 31, 1988","1060",NA,NA,39,54,0.722222222222222,0,709,4,"Montreal",3351700.63,462,0.116358840795396
"1988","2462310",1,1,"December 31, 1988","1060",NA,NA,51,73,0.698630136986301,0,709,4,"Montreal",3351700.63,462,0.152161561040134
"1988","2462510",1,1,"December 31, 1988","1060",NA,NA,18,52,0.346153846153846,0,709,4,"Montreal",3351700.63,462,0.0537040803671061
"1988","2463110",1,1,"December 31, 1988","1060",NA,NA,34,50,0.68,0,709,4,"Montreal",3351700.63,462,0.101441040693423
"1988","2463130",1,1,"December 31, 1988","1060",NA,NA,35,54,0.648148148148148,0,709,4,"Montreal",3351700.63,462,0.104424600713817
"1988","2463130",2,3,"December 31, 1988","1060",NA,NA,2,1,2,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2463130",4,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2463130",5,3,"December 31, 1988","1060",NA,NA,3,1,3,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2463150",1,1,"December 31, 1988","1060",NA,NA,26,44,0.590909090909091,0,709,4,"Montreal",3351700.63,462,0.0775725605302643
"1988","2463150",2,1,"December 31, 1988","1060",NA,NA,7,5,1.4,0,709,4,"Montreal",3351700.63,462,0.0208849201427635
"1988","2463150",4,1,"December 31, 1988","1060",NA,NA,11,4,2.75,0,709,4,"Montreal",3351700.63,462,0.0328191602243426
"1988","2463150",5,1,"December 31, 1988","1060",NA,NA,1,1,1,2,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2463150",5,3,"December 31, 1988","1060",NA,NA,18,2,9,0,709,4,"Montreal",3351700.63,462,0.0537040803671061
"1988","2463170",1,1,"December 31, 1988","1060",NA,NA,16,19,0.842105263157895,0,709,4,"Montreal",3351700.63,462,0.0477369603263165
"1988","2463190",1,1,"December 31, 1988","1060",NA,NA,62,90,0.688888888888889,0,709,4,"Montreal",3351700.63,462,0.184980721264476
"1988","2463190",2,1,"December 31, 1988","1060",NA,NA,10,6,1.66666666666667,0,709,4,"Montreal",3351700.63,462,0.0298356002039478
"1988","2463190",4,1,"December 31, 1988","1060",NA,NA,5,2,2.5,0,709,4,"Montreal",3351700.63,462,0.0149178001019739
"1988","2463200",1,1,"December 31, 1988","1060",NA,NA,7,11,0.636363636363636,0,709,4,"Montreal",3351700.63,462,0.0208849201427635
"1988","2463220",1,1,"December 31, 1988","1060",NA,NA,54,76,0.710526315789474,0,709,4,"Montreal",3351700.63,462,0.161112241101318
"1988","2463220",2,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2463220",5,3,"December 31, 1988","1060",NA,NA,16,1,16,0,709,4,"Montreal",3351700.63,462,0.0477369603263165
"1988","2463250",1,1,"December 31, 1988","1060",NA,NA,14,14,1,0,709,4,"Montreal",3351700.63,462,0.0417698402855269
"1988","2464500",1,1,"December 31, 1988","1060",NA,NA,212,291,0.728522336769759,0,709,4,"Montreal",3351700.63,462,0.632514724323694
"1988","2464500",2,1,"December 31, 1988","1060",NA,NA,70,51,1.37254901960784,0,709,4,"Montreal",3351700.63,462,0.208849201427635
"1988","2464500",4,3,"December 31, 1988","1060",NA,NA,5,1,5,0,709,4,"Montreal",3351700.63,462,0.0149178001019739
"1988","2464500",5,3,"December 31, 1988","1060",NA,NA,193,44,4.38636363636364,0,709,4,"Montreal",3351700.63,462,0.575827083936193
"1988","2465180",2,1,"December 31, 1988","1060",NA,NA,4,2,2,0,709,4,"Montreal",3351700.63,462,0.0119342400815791
"1988","2465180",4,1,"December 31, 1988","1060",NA,NA,13,3,4.33333333333333,0,709,4,"Montreal",3351700.63,462,0.0387862802651322
"1988","2465180",5,3,"December 31, 1988","1060",NA,NA,29,6,4.83333333333333,4.16666666666667,709,4,"Montreal",3351700.63,462,0.0865232405914486
"1988","2465200",1,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2465200",2,1,"December 31, 1988","1060",NA,NA,2,2,1,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2465220",5,3,"December 31, 1988","1060",NA,NA,8,3,2.66666666666667,0,709,4,"Montreal",3351700.63,462,0.0238684801631582
"1988","2465260",1,1,"December 31, 1988","1060",NA,NA,46,50,0.92,0,709,4,"Montreal",3351700.63,462,0.13724376093816
"1988","2465260",2,1,"December 31, 1988","1060",NA,NA,79,54,1.46296296296296,0,709,4,"Montreal",3351700.63,462,0.235701241611188
"1988","2465260",4,1,"December 31, 1988","1060",NA,NA,21,8,2.625,0,709,4,"Montreal",3351700.63,462,0.0626547604282904
"1988","2465260",4,3,"December 31, 1988","1060",NA,NA,89,7,12.7142857142857,0,709,4,"Montreal",3351700.63,462,0.265536841815136
"1988","2465260",5,1,"December 31, 1988","1060",NA,NA,3,1,3,3,709,4,"Montreal",3351700.63,462,0.00895068006118434
"1988","2465260",5,3,"December 31, 1988","1060",NA,NA,438,88,4.97727272727273,2.07954545454545,709,4,"Montreal",3351700.63,462,1.30679928893291
"1988","2465280",2,1,"December 31, 1988","1060",NA,NA,2,1,2,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2465280",5,3,"December 31, 1988","1060",NA,NA,5,1,5,0,709,4,"Montreal",3351700.63,462,0.0149178001019739
"1988","2465300",1,1,"December 31, 1988","1060",NA,NA,0,1,0,0,709,4,"Montreal",3351700.63,462,0
"1988","2465300",5,3,"December 31, 1988","1060",NA,NA,52,2,26,7.5,709,4,"Montreal",3351700.63,462,0.155145121060529
"1988","2465320",5,3,"December 31, 1988","1060",NA,NA,92,16,5.75,5.625,709,4,"Montreal",3351700.63,462,0.27448752187632
"1988","2465340",2,1,"December 31, 1988","1060",NA,NA,18,11,1.63636363636364,0,709,4,"Montreal",3351700.63,462,0.0537040803671061
"1988","2465340",5,3,"December 31, 1988","1060",NA,NA,22,7,3.14285714285714,1.28571428571429,709,4,"Montreal",3351700.63,462,0.0656383204486852
"1988","2465420",2,1,"December 31, 1988","1060",NA,NA,14,11,1.27272727272727,0,709,4,"Montreal",3351700.63,462,0.0417698402855269
"1988","2465420",2,3,"December 31, 1988","1060",NA,NA,2,1,2,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2465420",4,1,"December 31, 1988","1060",NA,NA,27,10,2.7,0,709,4,"Montreal",3351700.63,462,0.0805561205506591
"1988","2465420",5,3,"December 31, 1988","1060",NA,NA,37,9,4.11111111111111,1.66666666666667,709,4,"Montreal",3351700.63,462,0.110391720754607
"1988","2465440",1,1,"December 31, 1988","1060",NA,NA,6,6,1,0,709,4,"Montreal",3351700.63,462,0.0179013601223687
"1988","2465440",2,1,"December 31, 1988","1060",NA,NA,1,1,1,0,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2465440",5,3,"December 31, 1988","1060",NA,NA,31,1,31,8,709,4,"Montreal",3351700.63,462,0.0924903606322382
"1988","2465480",1,1,"December 31, 1988","1060",NA,NA,0,2,0,0,709,4,"Montreal",3351700.63,462,0
"1988","2465480",4,1,"December 31, 1988","1060",NA,NA,10,1,10,0,709,4,"Montreal",3351700.63,462,0.0298356002039478
"1988","2465480",4,3,"December 31, 1988","1060",NA,NA,3,1,3,0,709,4,"Montreal",3351700.63,462,0.00895068006118434
