"","ref_yy","metcode","dweltype","mkttycd","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_qq","population","inventory_per_10kpop"
"1381","1999","2680",1,1,"December 31, 1999","WINNIPEG",126,213,0.591549295774648,0,4,"692120.877",1.82049124924749
"1382","1999","2680",1,3,"December 31, 1999","WINNIPEG",7,11,0.636363636363636,0,4,"692120.877",0.101138402735972
"1383","1999","2680",2,3,"December 31, 1999","WINNIPEG",10,8,1.25,0,4,"692120.877",0.14448343247996
"1384","1999","2680",4,3,"December 31, 1999","WINNIPEG",7,2,3.5,0,4,"692120.877",0.101138402735972
"1385","1999","2680",5,3,"December 31, 1999","WINNIPEG",25,3,8.33333333333333,0,4,"692120.877",0.361208581199899
"1386","2000","0340",1,1,"December 31, 2000","EDMONTON",549,999,0.54954954954955,0,4,"959720.911",5.72041302536545
"1387","2000","0340",1,3,"December 31, 2000","EDMONTON",4,4,1,0,4,"959720.911",0.0416787834270707
"1388","2000","0340",2,1,"December 31, 2000","EDMONTON",30,33,0.909090909090909,0,4,"959720.911",0.31259087570303
"1389","2000","0340",2,3,"December 31, 2000","EDMONTON",64,63,1.01587301587302,0,4,"959720.911",0.666860534833131
"1390","2000","0340",4,3,"December 31, 2000","EDMONTON",36,28,1.28571428571429,0,4,"959720.911",0.375109050843636
"1391","2000","0340",5,3,"December 31, 2000","EDMONTON",194,16,12.125,0,4,"959720.911",2.02142099621293
"1392","2000","0580",1,1,"December 31, 2000","HALIFAX",88,240,0.366666666666667,0,4,"368750.313",2.38643865232461
"1393","2000","0580",2,1,"December 31, 2000","HALIFAX",7,7,1,0,4,"368750.313",0.189830347344003
"1394","2000","0580",5,3,"December 31, 2000","HALIFAX",8,2,4,2.5,4,"368750.313",0.216948968393147
"1395","2000","1400",1,1,"December 31, 2000",NA,51,114,0.447368421052632,0,4,"704721.981",0.723689644640161
"1396","2000","1400",2,1,"December 31, 2000","QUÉBEC",21,17,1.23529411764706,0,4,"704721.981",0.29798985367536
"1397","2000","1400",4,1,"December 31, 2000",NA,6,4,1.5,0,4,"704721.981",0.0851399581929601
"1398","2000","1400",4,3,"December 31, 2000","QUÉBEC",6,1,6,0,4,"704721.981",0.0851399581929601
"1399","2000","1400",5,3,"December 31, 2000",NA,68,9,7.55555555555556,0,4,"704721.981",0.964919526186881
"1400","2000","1490",1,1,"December 31, 2000","REGINA",75,122,0.614754098360656,0,4,"198013.721",3.78761631372
"1401","2000","1490",1,3,"December 31, 2000","REGINA",7,7,1,0,4,"198013.721",0.3535108559472
"1402","2000","1490",2,1,"December 31, 2000","REGINA",3,2,1.5,0,4,"198013.721",0.1515046525488
"1403","2000","1490",2,3,"December 31, 2000","REGINA",11,6,1.83333333333333,0,4,"198013.721",0.5555170593456
"1404","2000","1490",4,3,"December 31, 2000","REGINA",4,1,4,0,4,"198013.721",0.2020062033984
"1405","2000","1490",5,3,"December 31, 2000","REGINA",28,3,9.33333333333333,2.66666666666667,4,"198013.721",1.4140434237888
"1406","2000","1700",1,1,"December 31, 2000","SASKATOON",50,89,0.561797752808989,0,4,"232228.601",2.15305090693803
"1407","2000","1700",1,3,"December 31, 2000","SASKATOON",11,22,0.5,0,4,"232228.601",0.473671199526367
"1408","2000","1700",2,1,"December 31, 2000","SASKATOON",8,6,1.33333333333333,0,4,"232228.601",0.344488145110085
"1409","2000","1700",2,3,"December 31, 2000","SASKATOON",14,11,1.27272727272727,0,4,"232228.601",0.602854253942649
"1410","2000","1700",4,3,"December 31, 2000","SASKATOON",12,9,1.33333333333333,0,4,"232228.601",0.516732217665127
"1411","2000","1700",5,3,"December 31, 2000","SASKATOON",70,7,10,1.28571428571429,4,"232228.601",3.01427126971324
"1412","2000","2270",1,1,"December 31, 2000","TORONTO",237,1220,0.194262295081967,0,4,"4867120.119999999",0.486940930481905
"1413","2000","2270",1,3,"December 31, 2000","TORONTO",0,12,0,0,4,"4867120.119999999",0
"1414","2000","2270",2,1,"December 31, 2000","TORONTO",261,290,0.9,0,4,"4867120.119999999",0.536251404454756
"1415","2000","2270",4,1,"December 31, 2000","TORONTO",266,71,3.74647887323944,0.140845070422535,4,"4867120.119999999",0.546524419865767
"1416","2000","2270",4,3,"December 31, 2000","TORONTO",117,32,3.65625,0.1875,4,"4867120.119999999",0.240388560617649
"1417","2000","2270",5,3,"December 31, 2000","TORONTO",398,37,10.7567567567568,4.13513513513514,4,"4867120.119999999",0.817732026716448
"1418","2000","2410",1,1,"December 31, 2000","VANCOUVER",564,783,0.720306513409962,0,4,"2071193.06",2.72306822040047
"1419","2000","2410",1,3,"December 31, 2000","VANCOUVER",21,29,0.724137931034483,0,4,"2071193.06",0.101390837993634
"1420","2000","2410",2,1,"December 31, 2000","VANCOUVER",123,87,1.41379310344828,0,4,"2071193.06",0.593860622534145
"1421","2000","2410",2,3,"December 31, 2000","VANCOUVER",101,71,1.42253521126761,0,4,"2071193.06",0.487641649397956
"1422","2000","2410",4,3,"December 31, 2000","VANCOUVER",485,184,2.63586956521739,0.733695652173913,4,"2071193.06",2.3416455441387
"1423","2000","2410",5,1,"December 31, 2000","VANCOUVER",22,11,2,2,4,"2071193.06",0.106218973136188
"1424","2000","2410",5,3,"December 31, 2000","VANCOUVER",1957,112,17.4732142857143,8.91071428571429,4,"2071193.06",9.44866047397822
"1425","2000","2440",1,1,"December 31, 2000",NA,121,154,0.785714285714286,0,4,"325388.316",3.71863383072427
"1426","2000","2440",1,3,"December 31, 2000","VICTORIA",1,1,1,0,4,"325388.316",0.0307325109977213
"1427","2000","2440",2,1,"December 31, 2000","VICTORIA",25,21,1.19047619047619,0,4,"325388.316",0.768312774943032
"1428","2000","2440",2,3,"December 31, 2000","VICTORIA",5,3,1.66666666666667,0,4,"325388.316",0.153662554988606
"1429","2000","2440",4,1,"December 31, 2000","VICTORIA",4,1,4,0,4,"325388.316",0.122930043990885
"1430","2000","2440",4,3,"December 31, 2000","VICTORIA",26,15,1.73333333333333,0.2,4,"325388.316",0.799045285940753
"1431","2000","2440",5,3,"December 31, 2000","VICTORIA",122,20,6.1,1.3,4,"325388.316",3.74936634172199
"1432","2000","2680",1,1,"December 31, 2000","WINNIPEG",180,301,0.598006644518272,0,4,"695482.826",2.58813004823213
"1433","2000","2680",1,3,"December 31, 2000","WINNIPEG",9,15,0.6,0,4,"695482.826",0.129406502411607
"1434","2000","2680",2,1,"December 31, 2000","WINNIPEG",1,1,1,0,4,"695482.826",0.0143785002679563
"1435","2000","2680",2,3,"December 31, 2000","WINNIPEG",9,5,1.8,0,4,"695482.826",0.129406502411607
"1436","2000","2680",4,3,"December 31, 2000","WINNIPEG",9,3,3,0,4,"695482.826",0.129406502411607
"1437","2000","2680",5,3,"December 31, 2000","WINNIPEG",7,2,3.5,0,4,"695482.826",0.100649501875694
"1438","2001","0340",1,1,"December 31, 2001","EDMONTON",370,904,0.40929203539823,0,4,"982239.868",3.76690065282506
"1439","2001","0340",1,3,"December 31, 2001","EDMONTON",0,3,0,0,4,"982239.868",0
"1440","2001","0340",2,1,"December 31, 2001","EDMONTON",20,26,0.769230769230769,0,4,"982239.868",0.203616251504057
"1441","2001","0340",2,3,"December 31, 2001","EDMONTON",59,62,0.951612903225806,0,4,"982239.868",0.600667941936969
"1442","2001","0340",4,1,"December 31, 2001","EDMONTON",1,1,1,0,4,"982239.868",0.0101808125752029
"1443","2001","0340",4,3,"December 31, 2001","EDMONTON",19,13,1.46153846153846,0,4,"982239.868",0.193435438928854
"1444","2001","0340",5,3,"December 31, 2001","EDMONTON",205,21,9.76190476190476,0.19047619047619,4,"982239.868",2.08706657791659
"1445","2001","0580",1,1,"December 31, 2001","HALIFAX",49,149,0.328859060402685,0,4,"373983.162",1.31021941570728
"1446","2001","0580",2,1,"December 31, 2001","HALIFAX",10,9,1.11111111111111,0,4,"373983.162",0.267391717491281
"1447","2001","0580",4,3,"December 31, 2001","HALIFAX",8,1,8,0,4,"373983.162",0.213913373993025
"1448","2001","0580",5,1,"December 31, 2001","HALIFAX",3,1,3,2,4,"373983.162",0.0802175152473843
"1449","2001","0580",5,3,"December 31, 2001","HALIFAX",34,1,34,3,4,"373983.162",0.909131839470356
"1450","2001","1400",1,1,"December 31, 2001",NA,76,215,0.353488372093023,0,4,"709576.926",1.07106075768873
"1451","2001","1400",2,1,"December 31, 2001",NA,7,10,0.7,0,4,"709576.926",0.0986503329450146
"1452","2001","1400",4,1,"December 31, 2001","QUÉBEC",5,4,1.25,0,4,"709576.926",0.0704645235321533
"1453","2001","1400",5,1,"December 31, 2001","QUÉBEC",2,1,2,0,4,"709576.926",0.0281858094128613
"1454","2001","1400",5,3,"December 31, 2001","QUÉBEC",19,6,3.16666666666667,0,4,"709576.926",0.267765189422183
"1455","2001","1490",1,1,"December 31, 2001","REGINA",42,112,0.375,0,4,"197793.239",2.12342950711273
"1456","2001","1490",1,3,"December 31, 2001","REGINA",3,7,0.428571428571429,0,4,"197793.239",0.151673536222338
"1457","2001","1490",2,1,"December 31, 2001","REGINA",3,2,1.5,0,4,"197793.239",0.151673536222338
"1458","2001","1490",2,3,"December 31, 2001","REGINA",6,5,1.2,0,4,"197793.239",0.303347072444675
"1459","2001","1490",4,3,"December 31, 2001","REGINA",4,2,2,0,4,"197793.239",0.202231381629784
"1460","2001","1490",5,3,"December 31, 2001","REGINA",41,4,10.25,0.75,4,"197793.239",2.07287166170528
"1461","2001","1700",1,1,"December 31, 2001","SASKATOON",28,82,0.341463414634146,0,4,"233960.185",1.19678482900841
"1462","2001","1700",1,3,"December 31, 2001","SASKATOON",19,20,0.95,0,4,"233960.185",0.812103991112847
"1463","2001","1700",2,1,"December 31, 2001","SASKATOON",3,8,0.375,0,4,"233960.185",0.128226945965186
"1464","2001","1700",2,3,"December 31, 2001","SASKATOON",8,7,1.14285714285714,0,4,"233960.185",0.34193852257383
"1465","2001","1700",4,3,"December 31, 2001","SASKATOON",28,16,1.75,0,4,"233960.185",1.19678482900841
"1466","2001","1700",5,3,"December 31, 2001","SASKATOON",58,11,5.27272727272727,0.545454545454545,4,"233960.185",2.47905428866027
"1467","2001","2270",1,1,"December 31, 2001","TORONTO",378,1720,0.219767441860465,0,4,"4992213.18",0.757179203633287
"1468","2001","2270",1,3,"December 31, 2001","TORONTO",7,16,0.4375,0,4,"4992213.18",0.0140218371043201
"1469","2001","2270",2,1,"December 31, 2001","TORONTO",191,343,0.556851311953353,0,4,"4992213.18",0.382595840989306
"1470","2001","2270",4,1,"December 31, 2001","TORONTO",226,64,3.53125,0.265625,4,"4992213.18",0.452705026510907
"1471","2001","2270",4,3,"December 31, 2001","TORONTO",88,36,2.44444444444444,0.527777777777778,4,"4992213.18",0.176274523597167
"1472","2001","2270",5,3,"December 31, 2001","TORONTO",260,31,8.38709677419355,3.41935483870968,4,"4992213.18",0.520811092446176
"1473","2001","2410",1,1,"December 31, 2001","VANCOUVER",319,603,0.529021558872305,0,4,"2095687.7599999998",1.52217332223193
"1474","2001","2410",1,3,"December 31, 2001","VANCOUVER",11,15,0.733333333333333,0,4,"2095687.7599999998",0.052488735249377
"1475","2001","2410",2,1,"December 31, 2001","VANCOUVER",60,55,1.09090909090909,0,4,"2095687.7599999998",0.286302192269329
"1476","2001","2410",2,3,"December 31, 2001","VANCOUVER",16,15,1.06666666666667,0,4,"2095687.7599999998",0.0763472512718212
"1477","2001","2410",4,3,"December 31, 2001","VANCOUVER",256,108,2.37037037037037,0.333333333333333,4,"2095687.7599999998",1.22155602034914
"1478","2001","2410",5,1,"December 31, 2001","VANCOUVER",22,11,2,2,4,"2095687.7599999998",0.104977470498754
"1479","2001","2410",5,3,"December 31, 2001","VANCOUVER",589,47,12.531914893617,9.95744680851064,4,"2095687.7599999998",2.81053318744392
"1480","2001","2440",1,1,"December 31, 2001","VICTORIA",101,148,0.682432432432432,0,4,"327964.903",3.07959781903858
"1481","2001","2440",2,1,"December 31, 2001","VICTORIA",16,14,1.14285714285714,0,4,"327964.903",0.487857080243736
"1482","2001","2440",2,3,"December 31, 2001","VICTORIA",2,1,2,0,4,"327964.903",0.060982135030467
"1483","2001","2440",4,1,"December 31, 2001","VICTORIA",3,1,3,0,4,"327964.903",0.0914732025457004
"1484","2001","2440",4,3,"December 31, 2001","VICTORIA",5,3,1.66666666666667,0,4,"327964.903",0.152455337576167
"1485","2001","2440",5,3,"December 31, 2001","VICTORIA",74,14,5.28571428571429,3,4,"327964.903",2.25633899612728
"1486","2001","2680",1,1,"December 31, 2001","WINNIPEG",142,242,0.586776859504132,0,4,"699611.33",2.02969840411247
"1487","2001","2680",1,3,"December 31, 2001","WINNIPEG",6,8,0.75,0,4,"699611.33",0.0857619043991183
"1488","2001","2680",2,3,"December 31, 2001","WINNIPEG",9,6,1.5,0,4,"699611.33",0.128642856598677
"1489","2001","2680",4,3,"December 31, 2001","WINNIPEG",11,4,2.75,0,4,"699611.33",0.15723015806505
"1490","2002","0340",1,1,"December 31, 2002","EDMONTON",318,863,0.368482039397451,0,4,"998763.731",3.18393620162405
"1491","2002","0340",1,3,"December 31, 2002","EDMONTON",0,1,0,0,4,"998763.731",0
"1492","2002","0340",2,1,"December 31, 2002","EDMONTON",21,22,0.954545454545455,0,4,"998763.731",0.210259937843097
"1493","2002","0340",2,3,"December 31, 2002","EDMONTON",47,53,0.886792452830189,0,4,"998763.731",0.470581765648837
"1494","2002","0340",4,3,"December 31, 2002","EDMONTON",13,8,1.625,0,4,"998763.731",0.13016091390287
"1495","2002","0340",5,3,"December 31, 2002","EDMONTON",82,11,7.45454545454545,0,4,"998763.731",0.821014995387332
"1496","2002","0580",1,1,"December 31, 2002","HALIFAX",55,248,0.221774193548387,0,4,"377718.902",1.45610928414697
"1497","2002","0580",2,1,"December 31, 2002","HALIFAX",3,18,0.166666666666667,0,4,"377718.902",0.079424142771653
"1498","2002","0580",4,3,"December 31, 2002","HALIFAX",2,1,2,0,4,"377718.902",0.0529494285144353
"1499","2002","0580",5,3,"December 31, 2002","HALIFAX",90,2,45,5,4,"377718.902",2.38272428314959
"1500","2002","1400",1,1,"December 31, 2002","QUÉBEC",52,177,0.293785310734463,0,4,"713290.72",0.729015512777175
"1501","2002","1400",2,1,"December 31, 2002","QUÉBEC",10,11,0.909090909090909,0,4,"713290.72",0.140195290918687
"1502","2002","1400",4,1,"December 31, 2002","QUÉBEC",9,5,1.8,0,4,"713290.72",0.126175761826819
"1503","2002","1400",5,1,"December 31, 2002","QUÉBEC",1,1,1,0,4,"713290.72",0.0140195290918687
"1504","2002","1400",5,3,"December 31, 2002","QUÉBEC",12,7,1.71428571428571,0,4,"713290.72",0.168234349102425
"1505","2002","1490",1,1,"December 31, 2002","REGINA",27,69,0.391304347826087,0,4,"198866.753",1.35769300763914
"1506","2002","1490",1,3,"December 31, 2002","REGINA",0,1,0,0,4,"198866.753",0
"1507","2002","1490",2,3,"December 31, 2002","REGINA",3,3,1,0,4,"198866.753",0.150854778626571
"1508","2002","1490",4,3,"December 31, 2002","REGINA",4,3,1.33333333333333,0,4,"198866.753",0.201139704835428
"1509","2002","1490",5,3,"December 31, 2002","REGINA",57,6,9.5,1.16666666666667,4,"198866.753",2.86624079390485
"1510","2002","1700",1,1,"December 31, 2002","SASKATOON",13,79,0.164556962025316,0,4,"235521.95599999998",0.551965524606971
"1511","2002","1700",1,3,"December 31, 2002","SASKATOON",9,9,1,0,4,"235521.95599999998",0.382129978574057
"1512","2002","1700",2,1,"December 31, 2002","SASKATOON",1,3,0.333333333333333,0,4,"235521.95599999998",0.0424588865082286
"1513","2002","1700",2,3,"December 31, 2002","SASKATOON",2,2,1,0,4,"235521.95599999998",0.0849177730164571
"1514","2002","1700",4,3,"December 31, 2002","SASKATOON",4,3,1.33333333333333,0,4,"235521.95599999998",0.169835546032914
"1515","2002","1700",5,3,"December 31, 2002","SASKATOON",38,4,9.5,1.75,4,"235521.95599999998",1.61343768731269
"1516","2002","2270",1,1,"December 31, 2002","TORONTO",508,2417,0.210177906495656,0,4,"5073780.260000001",1.00122585915851
"1517","2002","2270",1,3,"December 31, 2002","TORONTO",14,18,0.777777777777778,0,4,"5073780.260000001",0.0275928386382267
"1518","2002","2270",2,1,"December 31, 2002","TORONTO",264,422,0.625592417061611,0,4,"5073780.260000001",0.520322100035132
"1519","2002","2270",2,3,"December 31, 2002","TORONTO",6,4,1.5,0,4,"5073780.260000001",0.0118255022735257
"1520","2002","2270",4,1,"December 31, 2002","TORONTO",114,34,3.35294117647059,0,4,"5073780.260000001",0.224684543196989
"1521","2002","2270",4,3,"December 31, 2002","TORONTO",143,50,2.86,0.4,4,"5073780.260000001",0.28184113751903
"1522","2002","2270",5,3,"December 31, 2002","TORONTO",291,39,7.46153846153846,7.53846153846154,4,"5073780.260000001",0.573536860265998
"1523","2002","2410",1,1,"December 31, 2002","VANCOUVER",325,686,0.473760932944606,0,4,"2113272.2600000002",1.53789933342522
"1524","2002","2410",1,3,"December 31, 2002","VANCOUVER",16,19,0.842105263157895,0,4,"2113272.2600000002",0.0757119671840106
"1525","2002","2410",2,1,"December 31, 2002","VANCOUVER",94,72,1.30555555555556,0,4,"2113272.2600000002",0.444807807206062
"1526","2002","2410",2,3,"December 31, 2002","VANCOUVER",38,37,1.02702702702703,0,4,"2113272.2600000002",0.179815922062025
"1527","2002","2410",4,3,"December 31, 2002","VANCOUVER",153,63,2.42857142857143,0.603174603174603,4,"2113272.2600000002",0.723995686197102
"1528","2002","2410",5,1,"December 31, 2002","VANCOUVER",24,12,2,2,4,"2113272.2600000002",0.113567950776016
"1529","2002","2410",5,3,"December 31, 2002","VANCOUVER",279,19,14.6842105263158,9.1578947368421,4,"2113272.2600000002",1.32022742777119
"1530","2002","2440",1,1,"December 31, 2002","VICTORIA",26,104,0.25,0,4,"330513.82999999996",0.786653920049276
"1531","2002","2440",1,3,"December 31, 2002","VICTORIA",0,1,0,0,4,"330513.82999999996",0
"1532","2002","2440",2,1,"December 31, 2002","VICTORIA",3,3,1,0,4,"330513.82999999996",0.0907677600056857
"1533","2002","2440",2,3,"December 31, 2002","VICTORIA",5,6,0.833333333333333,0,4,"330513.82999999996",0.151279600009476
"1534","2002","2440",4,3,"December 31, 2002","VICTORIA",2,1,2,0,4,"330513.82999999996",0.0605118400037905
"1535","2002","2440",5,3,"December 31, 2002","VICTORIA",39,6,6.5,5.5,4,"330513.82999999996",1.17998088007391
"1536","2002","2680",1,1,"December 31, 2002","WINNIPEG",85,165,0.515151515151515,0,4,"703761.4959999999",1.20779554555227
"1537","2002","2680",1,3,"December 31, 2002","WINNIPEG",5,7,0.714285714285714,0,4,"703761.4959999999",0.0710467967971922
"1538","2002","2680",2,1,"December 31, 2002","WINNIPEG",1,2,0.5,0,4,"703761.4959999999",0.0142093593594384
"1539","2002","2680",2,3,"December 31, 2002","WINNIPEG",3,4,0.75,0,4,"703761.4959999999",0.0426280780783153
"1540","2002","2680",4,3,"December 31, 2002","WINNIPEG",14,7,2,0,4,"703761.4959999999",0.198931031032138
"1541","2003","0340",1,1,"December 31, 2003","EDMONTON",734,1405,0.522419928825623,0,4,"1014137.09",7.2376802627345
"1542","2003","0340",1,3,"December 31, 2003","EDMONTON",2,6,0.333333333333333,0,4,"1014137.09",0.0197211996259796
"1543","2003","0340",2,1,"December 31, 2003","EDMONTON",61,52,1.17307692307692,0,4,"1014137.09",0.601496588592377
"1544","2003","0340",2,3,"December 31, 2003","EDMONTON",49,76,0.644736842105263,0,4,"1014137.09",0.483169390836499
"1545","2003","0340",4,1,"December 31, 2003","EDMONTON",6,3,2,0,4,"1014137.09",0.0591635988779387
"1546","2003","0340",4,3,"December 31, 2003","EDMONTON",23,14,1.64285714285714,0,4,"1014137.09",0.226793795698765
"1547","2003","0340",5,1,"December 31, 2003","EDMONTON",4,1,4,0,4,"1014137.09",0.0394423992519591
"1548","2003","0340",5,3,"December 31, 2003","EDMONTON",147,20,7.35,0,4,"1014137.09",1.4495081725095
"1549","2003","0580",1,1,"December 31, 2003","HALIFAX",51,215,0.237209302325581,0,4,"380503.52400000003",1.34032924225953
"1550","2003","0580",2,1,"December 31, 2003","HALIFAX",18,29,0.620689655172414,0,4,"380503.52400000003",0.47305737962101
"1551","2003","0580",4,1,"December 31, 2003","HALIFAX",8,2,4,0,4,"380503.52400000003",0.210247724276004
"1552","2003","0580",5,3,"December 31, 2003","HALIFAX",60,1,60,0,4,"380503.52400000003",1.57685793207003
"1553","2003","1400",1,1,"December 31, 2003","QUÉBEC",68,224,0.303571428571429,0,4,"718954.01",0.945818495400005
"1554","2003","1400",2,1,"December 31, 2003","QUÉBEC",16,11,1.45454545454545,0,4,"718954.01",0.222545528329413
"1555","2003","1400",4,1,"December 31, 2003","QUÉBEC",4,1,4,0,4,"718954.01",0.0556363820823532
"1556","2003","1400",4,3,"December 31, 2003","QUÉBEC",9,6,1.5,0,4,"718954.01",0.125181859685295
"1557","2003","1400",5,1,"December 31, 2003","QUÉBEC",1,1,1,0,4,"718954.01",0.0139090955205883
"1558","2003","1400",5,3,"December 31, 2003","QUÉBEC",55,16,3.4375,0,4,"718954.01",0.765000253632357
"1559","2003","1490",1,1,"December 31, 2003","REGINA",24,84,0.285714285714286,0,4,"200026.833",1.1998390235974
"1560","2003","1490",1,3,"December 31, 2003","REGINA",1,1,1,0,4,"200026.833",0.0499932926498916
"1561","2003","1490",4,3,"December 31, 2003","REGINA",8,5,1.6,0,4,"200026.833",0.399946341199133
"1562","2003","1490",5,3,"December 31, 2003","REGINA",36,9,4,1.44444444444444,4,"200026.833",1.7997585353961
"1563","2003","1700",1,1,"December 31, 2003","SASKATOON",22,89,0.247191011235955,0,4,"237924.912",0.924661474709298
"1564","2003","1700",1,3,"December 31, 2003","SASKATOON",5,5,1,0,4,"237924.912",0.210150335161204
"1565","2003","1700",2,1,"December 31, 2003","SASKATOON",2,2,1,0,4,"237924.912",0.0840601340644817
"1566","2003","1700",2,3,"December 31, 2003","SASKATOON",4,5,0.8,0,4,"237924.912",0.168120268128963
"1567","2003","1700",4,3,"December 31, 2003","SASKATOON",20,11,1.81818181818182,0,4,"237924.912",0.840601340644817
"1568","2003","1700",5,3,"December 31, 2003","SASKATOON",25,4,6.25,0,4,"237924.912",1.05075167580602
"1569","2003","2270",1,1,"December 31, 2003","TORONTO",502,2229,0.225213100044863,0,4,"5156167.9",0.97359125950883
"1570","2003","2270",1,3,"December 31, 2003","TORONTO",9,9,1,0,4,"5156167.9",0.0174548233776483
"1571","2003","2270",2,1,"December 31, 2003","TORONTO",162,300,0.54,0,4,"5156167.9",0.31418682079767
"1572","2003","2270",2,3,"December 31, 2003","TORONTO",1,1,1,0,4,"5156167.9",0.00193942481973871
"1573","2003","2270",4,1,"December 31, 2003","TORONTO",80,27,2.96296296296296,0.0740740740740741,4,"5156167.9",0.155153985579096
"1574","2003","2270",4,3,"December 31, 2003","TORONTO",32,14,2.28571428571429,0,4,"5156167.9",0.0620615942316386
"1575","2003","2270",5,3,"December 31, 2003","TORONTO",510,47,10.8510638297872,5.42553191489362,4,"5156167.9",0.98910665806674
"1576","2003","2410",1,1,"December 31, 2003","VANCOUVER",458,814,0.562653562653563,0,4,"2130166.64",2.1500665318841
"1577","2003","2410",1,3,"December 31, 2003","VANCOUVER",13,17,0.764705882352941,0,4,"2130166.64",0.0610280893329547
"1578","2003","2410",2,1,"December 31, 2003","VANCOUVER",75,68,1.10294117647059,0,4,"2130166.64",0.352085130767046
"1579","2003","2410",2,3,"December 31, 2003","VANCOUVER",25,23,1.08695652173913,0,4,"2130166.64",0.117361710255682
"1580","2003","2410",4,3,"December 31, 2003","VANCOUVER",97,42,2.30952380952381,0.357142857142857,4,"2130166.64",0.455363435792047
"1581","2003","2410",5,1,"December 31, 2003","VANCOUVER",16,8,2,2,4,"2130166.64",0.0751114945636366
"1582","2003","2410",5,3,"December 31, 2003","VANCOUVER",141,20,7.05,8.4,4,"2130166.64",0.661920045842047
"1583","2003","2440",1,1,"December 31, 2003","VICTORIA",40,111,0.36036036036036,0,4,"332905.172",1.20154336322537
"1584","2003","2440",1,3,"December 31, 2003","VICTORIA",1,2,0.5,0,4,"332905.172",0.0300385840806342
"1585","2003","2440",2,1,"December 31, 2003","VICTORIA",2,4,0.5,0,4,"332905.172",0.0600771681612685
"1586","2003","2440",2,3,"December 31, 2003","VICTORIA",6,5,1.2,0,4,"332905.172",0.180231504483805
"1587","2003","2440",4,3,"December 31, 2003","VICTORIA",18,12,1.5,0.166666666666667,4,"332905.172",0.540694513451416
"1588","2003","2440",5,3,"December 31, 2003","VICTORIA",20,4,5,6.5,4,"332905.172",0.600771681612685
"1589","2003","2680",1,1,"December 31, 2003","WINNIPEG",125,245,0.510204081632653,0,4,"709960.273",1.76066189551426
"1590","2003","2680",1,3,"December 31, 2003","WINNIPEG",4,5,0.8,0,4,"709960.273",0.0563411806564563
"1591","2003","2680",2,3,"December 31, 2003","WINNIPEG",4,5,0.8,0,4,"709960.273",0.0563411806564563
"1592","2003","2680",4,3,"December 31, 2003","WINNIPEG",3,2,1.5,0,4,"709960.273",0.0422558854923422
"1593","2003","2680",5,3,"December 31, 2003","WINNIPEG",8,1,8,0,4,"709960.273",0.112682361312913
"1594","2004","0340",1,1,"December 31, 2004","EDMONTON",647,1155,0.56017316017316,0,4,"1038096.58",6.23256075075404
"1595","2004","0340",1,3,"December 31, 2004","EDMONTON",7,12,0.583333333333333,0,4,"1038096.58",0.0674311054950205
"1596","2004","0340",2,1,"December 31, 2004","EDMONTON",88,81,1.08641975308642,0,4,"1038096.58",0.847705326223115
"1597","2004","0340",2,3,"December 31, 2004","EDMONTON",67,76,0.881578947368421,0,4,"1038096.58",0.645412009738053
"1598","2004","0340",4,1,"December 31, 2004","EDMONTON",3,3,1,0,4,"1038096.58",0.0288990452121516
"1599","2004","0340",4,3,"December 31, 2004","EDMONTON",45,28,1.60714285714286,0,4,"1038096.58",0.433485678182275
"1600","2004","0340",5,3,"December 31, 2004","EDMONTON",491,37,13.2702702702703,2.81081081081081,4,"1038096.58",4.72981039972215
"1601","2004","0580",1,1,"December 31, 2004","HALIFAX",29,206,0.140776699029126,0,4,"381569.226",0.760019362777437
"1602","2004","0580",2,1,"December 31, 2004","HALIFAX",4,6,0.666666666666667,0,4,"381569.226",0.104830256934819
"1603","2004","0580",4,1,"December 31, 2004","HALIFAX",8,2,4,0,4,"381569.226",0.209660513869638
"1604","2004","0580",4,3,"December 31, 2004","HALIFAX",3,1,3,2,4,"381569.226",0.0786226927011142
"1605","2004","0580",5,3,"December 31, 2004","HALIFAX",60,1,60,0,4,"381569.226",1.57245385402228
"1606","2004","1400",1,1,"December 31, 2004","QUÉBEC",47,121,0.388429752066116,0,4,"722534.675",0.650487812228527
"1607","2004","1400",2,1,"December 31, 2004","QUÉBEC",8,8,1,0,4,"722534.675",0.110721329741026
"1608","2004","1400",4,1,"December 31, 2004","QUÉBEC",14,5,2.8,0,4,"722534.675",0.193762327046795
"1609","2004","1400",5,3,"December 31, 2004","QUÉBEC",160,32,5,0.25,4,"722534.675",2.21442659482052
"1610","2004","1490",1,1,"December 31, 2004","REGINA",27,70,0.385714285714286,0,4,"200305.777",1.34793915604341
"1611","2004","1490",1,3,"December 31, 2004","REGINA",1,2,0.5,0,4,"200305.777",0.0499236724460523
"1612","2004","1490",4,3,"December 31, 2004","REGINA",27,14,1.92857142857143,0,4,"200305.777",1.34793915604341
"1613","2004","1490",5,3,"December 31, 2004","REGINA",20,6,3.33333333333333,0.5,4,"200305.777",0.998473448921046
"1614","2004","1700",1,1,"December 31, 2004","SASKATOON",18,80,0.225,0,4,"239407.135",0.751857291137125
"1615","2004","1700",2,1,"December 31, 2004","SASKATOON",1,5,0.2,0,4,"239407.135",0.0417698495076181
