"ref_yy","metcode","dweltype","mkttycd","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","bachelor_units","one_bedrooms","two_bedrooms","three_bedrooms","four_bedrooms","tot_units","total_avg_unitsize_sqm","total_avg_unitsize_sqft","total_avg_price","total_min_price","total_max_price","reference_period_qq","ref_qq","population","comp_per_10kpop"
"1995","2680",1,1,"June 30, 1995","WINNIPEG",1011,NA,NA,1011,1,0,6.8322440087146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",684295.371,14.774321774566
"1995","1490",2,3,"March 31, 1995","REGINA",14,NA,NA,7,2,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",200658.281,0.697703574964843
"1995","2440",2,3,"March 31, 1995","VICTORIA",28,NA,NA,14,2,0,12.6363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",316577.318,0.884460079985895
"1995","1700",5,2,"March 31, 1995","SASKATOON",12,NA,NA,1,12,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",228510.699,0.525139525305115
"1995","0340",2,1,"December 31, 1995","EDMONTON",68,NA,NA,34,2,0,6.17857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",884326.841,0.768946466931902
"1995","1700",1,3,"September 30, 1995","SASKATOON",9,NA,NA,9,1,0,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",228510.699,0.393854643978836
"1995","1060",4,1,"December 31, 1995","MONTRÉAL",590,NA,NA,138,4.27536231884058,0.869565217391304,5.26153846153846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,1.68596944996495
"1995","2440",1,2,"March 31, 1995",NA,42,NA,NA,42,1,0,4.47058823529412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",316577.318,1.32669011997884
"1995","2680",1,3,"September 30, 1995","WINNIPEG",4,NA,NA,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",684295.371,0.058454289909262
"1995","2270",4,1,"September 30, 1995","TORONTO",1741,NA,NA,311,5.59807073954984,0.810289389067524,6.19141914191419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",4382926.91,3.97223142377248
"1995","1400",1,1,"March 31, 1995","QUÉBEC",1127,NA,NA,1127,1,0,4.51104100946372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",691391.677,16.3004565645068
"1995","2440",5,3,"March 31, 1995","VICTORIA",967,NA,NA,31,31.1935483870968,3.70967741935484,6.32258064516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",316577.318,30.5454606195129
"1995","0340",4,3,"September 30, 1995","EDMONTON",167,NA,NA,38,4.39473684210526,0,6.85185185185185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",884326.841,1.88844205849452
"1995","1060",2,1,"June 30, 1995","MONTRÉAL",823,NA,NA,412,1.99757281553398,0,6.28688524590164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,2.35178450393417
"1995","2440",4,2,"March 31, 1995","VICTORIA",44,NA,NA,7,6.28571428571429,1.85714285714286,5.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",316577.318,1.38986583997783
"1995","2680",5,3,"December 31, 1995","WINNIPEG",152,NA,NA,5,30.4,1.8,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",684295.371,2.22126301655196
"1995","0140",5,2,"December 31, 1995","CALGARY",55,NA,NA,2,27.5,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",839716.198,0.654983197072971
"1995","1265",4,4,"September 30, 1995",NA,84,NA,NA,14,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",769300.5402,1.09190096211504
"1995","1700",2,3,"June 30, 1995","SASKATOON",42,NA,NA,21,2,0,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",228510.699,1.8379883385679
"1995","2270",2,3,"March 31, 1995","TORONTO",2,NA,NA,1,2,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",4382926.91,0.00456316073954334
"1995","1060",1,3,"June 30, 1995","MONTRÉAL",2,NA,NA,2,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,0.0057151506778473
"1995","1060",4,2,"December 31, 1995","MONTRÉAL",6,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,0.0171454520335419
"1995","2270",4,3,"December 31, 1995","TORONTO",824,NA,NA,129,6.38759689922481,1.31782945736434,8.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",4382926.91,1.88002222469186
"1995","2410",5,1,"March 31, 1995","VANCOUVER",54,NA,NA,27,2,1.85185185185185,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,0.28439333884442
"1995","1060",2,3,"March 31, 1995","MONTRÉAL",10,NA,NA,5,2,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,0.0285757533892365
"1995","0140",2,3,"December 31, 1995","CALGARY",128,NA,NA,64,2,0,7.76666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",839716.198,1.52432453136982
"1995","2680",2,1,"March 31, 1995","WINNIPEG",4,NA,NA,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",684295.371,0.058454289909262
"1995","1490",1,1,"September 30, 1995","REGINA",320,NA,NA,320,1,0,4.78761061946903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",200658.281,15.9475102849107
"1995","2270",2,1,"June 30, 1995",NA,904,NA,NA,452,2,0,6.73913043478261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",4382926.91,2.06254865427359
"1995","1490",2,2,"March 31, 1995","REGINA",2,NA,NA,1,2,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",200658.281,0.0996719392806918
"1995","1265",4,1,"December 31, 1995",NA,704,NA,NA,134,5.25373134328358,0,5.88235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",769300.5402,9.15116996820224
"1995","2410",5,2,"March 31, 1995","VANCOUVER",978,NA,NA,28,34.9285714285714,4.42857142857143,9.14285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,5.15067935907116
"1995","0340",4,1,"March 31, 1995","EDMONTON",38,NA,NA,7,5.42857142857143,0,4.28571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",884326.841,0.429705378579592
"1995","1265",4,2,"March 31, 1995",NA,134,NA,NA,27,4.96296296296296,0,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",769300.5402,1.74184201099304
"1995","2410",4,2,"June 30, 1995","VANCOUVER",144,NA,NA,32,4.5,0.0625,8.83870967741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,0.758382236918453
"1995","1265",5,4,"December 31, 1995",NA,201,NA,NA,3,67,6,5.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",769300.5402,2.61276301648956
"1995","2680",4,2,"March 31, 1995","WINNIPEG",38,NA,NA,2,19,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",684295.371,0.555315754137989
"1995","0580",4,1,"December 31, 1995",NA,83,NA,NA,18,4.61111111111111,0,4.38461538461539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",351381.4,2.36210567776211
"1995","2410",1,3,"September 30, 1995","VANCOUVER",116,NA,NA,116,1,0,4.97959183673469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,0.610919024184309
"1995","0610",1,1,"June 30, 1995",NA,1062,NA,NA,1062,1,0,5.76642335766423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",642266.482,16.5351926305256
"1995","2440",4,3,"June 30, 1995","VICTORIA",193,NA,NA,44,4.38636363636364,1.59090909090909,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",316577.318,6.09645697990277
"1995","2680",5,2,"March 31, 1995","WINNIPEG",28,NA,NA,1,28,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",684295.371,0.409180029364834
"1995","1400",4,1,"September 30, 1995",NA,61,NA,NA,13,4.69230769230769,0,5.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",691391.677,0.882278483083331
"1995","2410",5,3,"June 30, 1995","VANCOUVER",10510,NA,NA,209,50.2870813397129,5.99521531100478,10.0724637681159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,55.3513702084232
"1995","0610",2,2,"March 31, 1995",NA,2,NA,NA,1,2,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",642266.482,0.0311397224680331
"1995","1265",5,3,"December 31, 1995",NA,197,NA,NA,11,17.9090909090909,0,21.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",769300.5402,2.56076773257932
"1995","2410",2,2,"June 30, 1995","VANCOUVER",22,NA,NA,11,2,0,5.36363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,0.115863952862541
"1995","2410",1,1,"September 30, 1995","VANCOUVER",5241,NA,NA,5241,1,0,5.83351029942663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,27.6019534978445
"1995","0140",1,1,"March 31, 1995","CALGARY",4222,NA,NA,4222,1,0,4.77734067663257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",839716.198,50.2788919644015
"1995","1490",4,2,"September 30, 1995","REGINA",20,NA,NA,1,20,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",200658.281,0.996719392806918
"1995","1060",5,2,"September 30, 1995","MONTRÉAL",592,NA,NA,115,5.14782608695652,1.67826086956522,4.81034482758621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,1.6916846006428
"1995","2270",4,2,"September 30, 1995","TORONTO",87,NA,NA,14,6.21428571428571,0.785714285714286,9.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",4382926.91,0.198497492170135
"1995","0610",4,2,"December 31, 1995",NA,6,NA,NA,1,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",642266.482,0.0934191674040994
"1995","2270",1,1,"December 31, 1995","TORONTO",8263,NA,NA,8263,1,0,6.80035626198959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",4382926.91,18.8526985954233
"1995","1490",1,3,"June 30, 1995","REGINA",20,NA,NA,20,1,0,4.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",200658.281,0.996719392806918
"1995","1060",1,1,"March 31, 1995","MONTRÉAL",4061,NA,NA,4061,1,0,4.67160686427457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,11.6046134513689
"1995","1400",2,1,"June 30, 1995","QUÉBEC",264,NA,NA,132,2,0,5.25925925925926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",691391.677,3.81838556613114
"1995","2440",2,2,"June 30, 1995",NA,3,NA,NA,2,1.5,0,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",316577.318,0.0947635799984887
"1995","0610",4,3,"September 30, 1995",NA,388,NA,NA,69,5.6231884057971,0,6.13333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",642266.482,6.04110615879843
"1995","0610",5,3,"December 31, 1995","HAMILTON",82,NA,NA,3,27.3333333333333,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",642266.482,1.27672862118936
"1995","1265",4,3,"March 31, 1995",NA,10,NA,NA,1,10,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",769300.5402,0.1299882097756
"1995","2270",5,1,"December 31, 1995",NA,1,NA,NA,1,1,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",4382926.91,0.00228158036977167
"1995","0340",5,2,"March 31, 1995","EDMONTON",17,NA,NA,1,17,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",884326.841,0.192236616732976
"1995","1265",2,1,"December 31, 1995",NA,50,NA,NA,27,1.85185185185185,0,3.72727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",769300.5402,0.649941048878
"1995","1700",1,1,"June 30, 1995","SASKATOON",420,NA,NA,420,1,0,4.05204460966543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",228510.699,18.379883385679
"1995","1060",5,3,"September 30, 1995","MONTRÉAL",1666,NA,NA,205,8.12682926829268,2.27317073170732,7.15441176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",3499470.29,4.7607205146468
"1995","0140",5,3,"December 31, 1995","CALGARY",557,NA,NA,14,39.7857142857143,0,11.7142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",839716.198,6.633193468539
"1995","2410",2,1,"June 30, 1995","VANCOUVER",214,NA,NA,107,2,0,6.1747572815534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",1898778.65,1.12704026875381
"1995","0140",2,1,"March 31, 1995","CALGARY",130,NA,NA,65,2,0,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",839716.198,1.54814210217248
"1995","2680",4,3,"December 31, 1995","WINNIPEG",16,NA,NA,1,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",684295.371,0.233817159637048
"1995","0340",2,2,"March 31, 1995","EDMONTON",2,NA,NA,1,2,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995-4","4",884326.841,0.0226160725568207
"1996","0340",1,1,"March 31, 1996","EDMONTON",2798,NA,NA,2798,1,0,4.47222222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",896539.384,31.2088910976386
"1996","1400",5,3,"December 31, 1996","QUÉBEC",424,NA,NA,25,16.96,0,11.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",693506.376,6.11385871382385
"1996","1265",1,2,"September 30, 1996",NA,3,NA,NA,3,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",772422.8697,0.0388388293211096
"1996","1490",2,3,"September 30, 1996","REGINA",16,NA,NA,8,2,0,6.42857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",199991.75,0.800033001361306
"1996","0340",2,2,"September 30, 1996","EDMONTON",4,NA,NA,2,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",896539.384,0.0446159987099909
"1996","2440",5,3,"June 30, 1996","VICTORIA",281,NA,NA,8,35.125,4.25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",318620.251,8.81927621104033
"1996","2410",4,2,"September 30, 1996","VANCOUVER",155,NA,NA,39,3.97435897435897,0,7.94285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,0.793316962785701
"1996","1700",2,2,"June 30, 1996","SASKATOON",2,NA,NA,1,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",229608.608,0.0871047482679743
"1996","1060",5,2,"September 30, 1996","MONTRÉAL",503,NA,NA,89,5.65168539325843,1.38202247191011,5.81395348837209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",3516176.53,1.43053113433983
"1996","1700",1,3,"March 31, 1996","SASKATOON",11,NA,NA,11,1,0,11.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",229608.608,0.479076115473859
"1996","1700",5,2,"March 31, 1996","SASKATOON",21,NA,NA,1,21,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",229608.608,0.914599856813731
"1996","2270",4,2,"September 30, 1996","TORONTO",106,NA,NA,22,4.81818181818182,0.272727272727273,8.59090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",4475011.36,0.236870907071843
"1996","0580",1,1,"March 31, 1996",NA,1528,NA,NA,1528,1,0,4.59970014992504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",355184.127,43.0199404716078
"1996","0610",4,3,"September 30, 1996","HAMILTON",345,NA,NA,64,5.390625,0,10.4912280701754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",650534.64,5.30333019622137
"1996","1060",4,1,"December 31, 1996","MONTRÉAL",472,NA,NA,106,4.45283018867925,0.735849056603774,5.16071428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",3516176.53,1.34236718769066
"1996","0340",4,1,"September 30, 1996","EDMONTON",10,NA,NA,3,3.33333333333333,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",896539.384,0.111539996774977
"1996","0580",4,2,"December 31, 1996",NA,20,NA,NA,2,10,0,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",355184.127,0.563088226068166
"1996","2680",4,3,"September 30, 1996","WINNIPEG",64,NA,NA,4,16,0,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",683795.775,0.935951966067646
"1996","0340",2,1,"December 31, 1996","EDMONTON",50,NA,NA,25,2,0,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",896539.384,0.557699983874886
"1996","0610",2,1,"December 31, 1996","HAMILTON",102,NA,NA,51,2,0,6.8780487804878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",650534.64,1.56794110149154
"1996","0610",4,2,"September 30, 1996",NA,84,NA,NA,12,7,0,11.5833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",650534.64,1.29124561299303
"1996","1400",5,2,"June 30, 1996","QUÉBEC",563,NA,NA,81,6.95061728395062,0,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",693506.376,8.11816616953497
"1996","1700",1,1,"March 31, 1996","SASKATOON",590,NA,NA,590,1,0,4.28009828009828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",229608.608,25.6959007390524
"1996","1490",4,2,"September 30, 1996","REGINA",3,NA,NA,1,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",199991.75,0.150006187755245
"1996","2440",5,2,"September 30, 1996","VICTORIA",45,NA,NA,1,45,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",318620.251,1.41233960675023
"1996","0580",4,1,"December 31, 1996",NA,11,NA,NA,3,3.66666666666667,0,10.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",355184.127,0.309698524337491
"1996","1265",5,3,"June 30, 1996",NA,82,NA,NA,6,13.6666666666667,1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",772422.8697,1.06159466811033
"1996","1700",2,3,"September 30, 1996","SASKATOON",26,NA,NA,13,2,0,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",229608.608,1.13236172748367
"1996","1490",1,3,"December 31, 1996","REGINA",14,NA,NA,14,1,0,7.36363636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",199991.75,0.700028876191143
"1996","2410",1,3,"September 30, 1996","VANCOUVER",174,NA,NA,174,1,0,6.14012738853503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,0.890562267901367
"1996","2680",1,1,"March 31, 1996","WINNIPEG",489,NA,NA,489,1,0,4.67355371900826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",683795.775,7.15125799073561
"1996","2440",1,2,"March 31, 1996",NA,56,NA,NA,56,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",318620.251,1.75757817728918
"1996","0340",4,3,"September 30, 1996","EDMONTON",233,NA,NA,48,4.85416666666667,0,14.5384615384615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",896539.384,2.59888192485697
"1996","1700",4,2,"March 31, 1996","SASKATOON",6,NA,NA,1,6,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",229608.608,0.261314244803923
"1996","1700",2,1,"September 30, 1996","SASKATOON",33,NA,NA,17,1.94117647058824,0,5.07142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",229608.608,1.43722834642158
"1996","2680",1,3,"June 30, 1996","WINNIPEG",1,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",683795.775,0.014624249469807
"1996","2410",2,3,"June 30, 1996","VANCOUVER",334,NA,NA,167,2,0,7.05095541401274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,1.70947010045435
"1996","2440",2,1,"March 31, 1996",NA,74,NA,NA,54,1.37037037037037,0,4.82051282051282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",318620.251,2.32251401998927
"1996","2410",5,2,"September 30, 1996","VANCOUVER",640,NA,NA,27,23.7037037037037,3.51851851851852,8.57692307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,3.27563133021193
"1996","1490",1,1,"December 31, 1996","REGINA",316,NA,NA,316,1,0,5.07883817427386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",199991.75,15.8006517768858
"1996","2270",5,4,"March 31, 1996",NA,321,NA,NA,6,53.5,1.83333333333333,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",4475011.36,0.717316614811901
"1996","2410",2,1,"March 31, 1996","VANCOUVER",174,NA,NA,87,2,0,6.12820512820513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,0.890562267901367
"1996","2440",4,2,"December 31, 1996","VICTORIA",46,NA,NA,5,9.2,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",318620.251,1.44372493134468
"1996","0140",1,3,"September 30, 1996","CALGARY",3,NA,NA,3,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",867371.684,0.0345872485272415
"1996","1265",4,1,"December 31, 1996",NA,1064,NA,NA,194,5.48453608247423,0.144329896907216,4.33018867924528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",772422.8697,13.7748381325535
"1996","2410",4,3,"March 31, 1996","VANCOUVER",1576,NA,NA,334,4.7185628742515,0.155688622754491,6.48895899053628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,8.06624215064687
"1996","2440",4,3,"March 31, 1996","VICTORIA",125,NA,NA,32,3.90625,0.125,6.67857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",318620.251,3.9231655743062
"1996","2270",2,1,"December 31, 1996","TORONTO",1274,NA,NA,637,2,0,6.49116607773852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",4475011.36,2.84692014725969
"1996","0610",5,2,"March 31, 1996",NA,140,NA,NA,4,35,0,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",650534.64,2.15207602165505
"1996","0140",1,1,"March 31, 1996","CALGARY",5347,NA,NA,5347,1,0,4.52648616833431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",867371.684,61.6460059583868
"1996","0580",5,2,"June 30, 1996",NA,387,NA,NA,7,55.2857142857143,0.571428571428571,10.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",355184.127,10.895757174419
"1996","1490",4,3,"December 31, 1996","REGINA",3,NA,NA,1,3,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",199991.75,0.150006187755245
"1996","1265",1,1,"December 31, 1996",NA,1206,NA,NA,1206,1,0,4.97560975609756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",772422.8697,15.6132093870861
"1996","2410",2,2,"June 30, 1996","VANCOUVER",30,NA,NA,15,2,0,7.93333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,0.153545218603684
"1996","1060",2,1,"March 31, 1996","MONTRÉAL",834,NA,NA,417,2,0,6.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",3516176.53,2.3718945646907
"1996","1400",1,1,"March 31, 1996","QUÉBEC",1051,NA,NA,1051,1,0,5.23357664233577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",693506.376,15.1548714816719
"1996","0610",1,1,"September 30, 1996",NA,1324,NA,NA,1324,1,0,5.18952234206471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",650534.64,20.3524903762235
"1996","0340",1,3,"March 31, 1996","EDMONTON",13,NA,NA,13,1,0,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",896539.384,0.14500199580747
"1996","2410",5,1,"March 31, 1996","VANCOUVER",41,NA,NA,21,1.95238095238095,2,5.10526315789474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",1953821.83,0.209845132091702
"1996","2440",1,1,"June 30, 1996","VICTORIA",456,NA,NA,456,1,0,6.0299727520436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",318620.251,14.311708015069
"1996","2270",4,3,"March 31, 1996","TORONTO",1096,NA,NA,139,7.88489208633094,0.741007194244604,7.63768115942029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",4475011.36,2.4491557938749
"1996","2680",5,3,"December 31, 1996","WINNIPEG",114,NA,NA,3,38,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1996-4","4",683795.775,1.667164439558
