"","reference_period_qq","metcode","date_pbi","metro","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time","ref_yy","ref_qq","population","comp_per_10kpop"
"11","1989-1","0610","March 31, 1989",NA,1286,NA,NA,762,1.68766404199475,0.0249343832020997,5.3003663003663,0.358267716535433,1989,1,"610112.429",21.0780823152187
"12","1989-1","1265","March 31, 1989",NA,1441,NA,NA,748,1.92647058823529,0.00267379679144385,5.24743777452416,0.251336898395722,1989,1,"699010.174594525",20.6148644522361
"13","1989-2","0140","June 30, 1989","CALGARY",1360,NA,NA,1319,1.03108415466262,0,4.76350540216086,0.460197119029568,1989,2,"734918.114",18.50546304537
"14","1989-2","0610","June 30, 1989",NA,980,NA,NA,721,1.35922330097087,0,5.47391304347826,0.296809986130374,1989,2,"612283.13",16.005667182109
"15","1989-2","1265","June 30, 1989","OTTAWA",1868,NA,NA,942,1.98301486199575,0.0764331210191083,5.0997506234414,0.266454352441614,1989,2,"703566.8941991241",26.5504249191025
"16","1989-3","0140","September 30, 1989","CALGARY",1604,NA,NA,1383,1.15979754157628,0.00216919739696312,4.21305841924399,0.350686912509038,1989,3,"742152.045",21.6128219386635
"17","1989-3","0610","September 30, 1989",NA,1280,NA,NA,780,1.64102564102564,0,4.85892116182573,0.198717948717949,1989,3,"613678.6869999999",20.8578206660125
"18","1989-3","1265","September 30, 1989",NA,1408,NA,NA,1066,1.32082551594747,0.0131332082551595,4.98951048951049,0.427767354596623,1989,3,"708194.6448610859",19.8815397746503
"19","1989-4","0140","December 31, 1989","CALGARY",1361,NA,NA,1310,1.03893129770992,0.00152671755725191,4.31902552204176,0.370229007633588,1989,4,"747414.603",18.2094381690854
"20","1989-4","0610","December 31, 1989",NA,1271,NA,NA,694,1.8314121037464,0,5.54360465116279,0.170028818443804,1989,4,"615293.795",20.6567985948891
"21","1989-4","1265","December 31, 1989",NA,2298,NA,NA,1254,1.83253588516746,0.0151515151515152,5.07164480322906,0.507177033492823,1989,4,"712715.6858770581",32.2428711130738
"22","1990-1","0140","March 31, 1990","CALGARY",1615,NA,NA,1516,1.06530343007916,0,4.41932543299909,0.33179419525066,1990,1,"752304.777",21.4673633529247
"23","1990-1","0610","March 31, 1990",NA,926,NA,NA,605,1.53057851239669,0,8.26142131979695,0.335537190082645,1990,1,"616713.997",15.0150637816641
"24","1990-1","1265","March 31, 1990","OTTAWA",1229,NA,NA,612,2.00816993464052,0.0196078431372549,5.6654740608229,0.754901960784314,1990,1,"716991.718432139",17.141062698569
"25","1990-2","0140","June 30, 1990","CALGARY",2510,NA,NA,2076,1.20905587668593,0,5.34976525821596,0.361271676300578,1990,2,"756822.5660000001",33.1649730433646
"26","1990-2","0610","June 30, 1990","HAMILTON",980,NA,NA,654,1.49847094801223,0,6.20432692307692,0.477064220183486,1990,2,"617939.295",15.8591629943197
"27","1990-2","1265","June 30, 1990","OTTAWA",1070,NA,NA,742,1.44204851752022,0,5.83860232945092,0.89608636977058,1990,2,"721042.211265245",14.839630513759
"28","1990-3","0140","September 30, 1990","CALGARY",2102,NA,NA,1945,1.08071979434447,0,4.62105969148223,0.327479338842975,1990,3,"760406.6460000001",27.6431040030652
"29","1990-3","0610","September 30, 1990","HAMILTON",666,NA,NA,483,1.37888198757764,0,5.67313019390582,0.434782608695652,1990,3,"618601.108",10.7662270789208
"30","1990-3","1265","September 30, 1990",NA,1522,NA,NA,1021,1.49069539666993,0.0019588638589618,5.53217821782178,1.13614103819785,1990,3,"724926.075003741",20.995244239106
"31","1990-4","0140","December 31, 1990","CALGARY",1282,NA,NA,1228,1.04397394136808,0,5.39239001189061,0.506950122649223,1990,4,"764404.198",16.7712318084365
"32","1990-4","0610","December 31, 1990",NA,670,NA,NA,327,2.04892966360856,0,6.45454545454545,0.559633027522936,1990,4,"619584.027",10.8137067904109
"33","1990-4","1265","December 31, 1990","OTTAWA",1690,NA,NA,864,1.95601851851852,0.00462962962962963,5.37994722955145,0.753472222222222,1990,4,"728702.2202749951",23.1919150645957
"34","1991-1","0140","March 31, 1991","CALGARY",1023,NA,NA,927,1.10355987055016,0.011866235167206,4.74347158218126,0.862850971922246,1991,1,"768253.8960000001",13.315910343265
"35","1991-1","0610","March 31, 1991",NA,304,NA,NA,163,1.86503067484663,0,7.22018348623853,0.895705521472393,1991,1,"620519.4709999999",4.89912104627576
"36","1991-1","1265","March 31, 1991",NA,1324,NA,NA,514,2.57587548638132,0.0155642023346304,5.62268518518519,0.671206225680934,1991,1,"732414.1119574379",18.0772049361733
"37","1991-2","0140","June 30, 1991","CALGARY",1189,NA,NA,924,1.28679653679654,0.00324675324675325,4.83667621776504,0.481601731601732,1991,2,"771955.74",15.4024374506238
"38","1991-2","0610","June 30, 1991","HAMILTON",773,NA,NA,185,4.17837837837838,0,8.22758620689655,0.459459459459459,1991,2,"621407.4419999999",12.4395034200443
"39","1991-2","1265","June 30, 1991",NA,604,NA,NA,244,2.47540983606557,0,6.65591397849462,1.14754098360656,1991,2,"736043.431933762",8.20603749446072
"40","1991-3","0140","September 30, 1991","CALGARY",1511,NA,NA,1259,1.20015885623511,0.00238284352660842,4.87080536912752,0.0532168387609214,1991,3,"775716.732",19.4787599347541
"41","1991-3","0610","September 30, 1991",NA,492,NA,NA,276,1.78260869565217,0,6.53488372093023,1.38768115942029,1991,3,"622314.3280000001",7.9059725586135
"42","1991-3","1265","September 30, 1991",NA,896,NA,NA,653,1.37212863705972,0,5.10392609699769,1.28177641653905,1991,3,"739556.4163377191",12.1153705140845
"43","1991-4","0140","December 31, 1991","CALGARY",1342,NA,NA,1094,1.22669104204753,0,4.64223385689354,0.293418647166362,1991,4,"779040.068",17.2263283382235
"44","1991-4","0610","December 31, 1991","HAMILTON",922,NA,NA,389,2.37017994858612,0,7.56862745098039,1.08226221079692,1991,4,"623080.796",14.7974388862404
"45","1991-4","1265","December 31, 1991",NA,1355,NA,NA,735,1.84353741496599,0.0054421768707483,4.66386554621849,0.959183673469388,1991,4,"742919.301303064",18.2388584819826
"46","1992-1","0140","March 31, 1992","CALGARY",1233,NA,NA,1067,1.15557638238051,0,4.4703125,0.22680412371134,1992,1,"782132.749",15.7645872976993
"47","1992-1","0610","March 31, 1992",NA,485,NA,NA,177,2.74011299435028,0.0169491525423729,6.72033898305085,0.92090395480226,1992,1,"623773.236",7.77526145735435
"48","1992-1","1265","March 31, 1992",NA,942,NA,NA,559,1.68515205724508,0.0178890876565295,4.57178217821782,0.905187835420394,1992,1,"746121.7732902999",12.6252849564476
"49","1992-2","0140","June 30, 1992","CALGARY",1688,NA,NA,1484,1.13746630727763,0,4.60725075528701,0.163072776280323,1992,2,"784994.777",21.5033277858357
"50","1992-2","0610","June 30, 1992",NA,630,NA,NA,320,1.96875,0,9.07894736842105,1.03125,1992,2,"624391.6460000001",10.0898210928338
"51","1992-2","1265","June 30, 1992","OTTAWA",1059,NA,NA,423,2.50354609929078,0.0425531914893617,6.02941176470588,2.13475177304965,1992,2,"749247.3200669179",14.1341846895818
"52","1992-3","0140","September 30, 1992","CALGARY",1942,NA,NA,1840,1.0554347826087,0,5.53352490421456,0.2,1992,3,"786397.575",24.6948879515555
"53","1992-3","0610","September 30, 1992",NA,889,NA,NA,470,1.89148936170213,0,15.2445414847162,1.18297872340426,1992,3,"624313.014",14.2396519064073
"54","1992-3","1265","September 30, 1992",NA,2032,NA,NA,792,2.56565656565657,0.0113636363636364,5.1328903654485,2.32575757575758,1992,3,"752402.879727156",27.00680785189
"55","1992-4","0140","December 31, 1992","CALGARY",1646,NA,NA,1467,1.12201772324472,0,4.32631578947368,0.23585548738923,1992,4,"789289.723",20.854192725882
"56","1992-4","0610","December 31, 1992",NA,676,NA,NA,392,1.72448979591837,0,5.90374331550802,1.3469387755102,1992,4,"625032.573",10.8154363340677
"57","1992-4","1265","December 31, 1992","OTTAWA",2303,NA,NA,1111,2.07290729072907,0.0072007200720072,4.09106830122592,1.38433843384338,1992,4,"755695.390365255",30.4752421327709
"58","1993-1","0140","March 31, 1993","CALGARY",1217,NA,NA,1084,1.12269372693727,0,4.1621271076524,0.228782287822878,1993,1,"792442.646",15.3575783199331
"59","1993-1","0610","March 31, 1993",NA,751,NA,NA,317,2.36908517350158,0,6.28985507246377,1.70977917981073,1993,1,"625927.3080000001",11.9981983594811
"60","1993-1","1265","March 31, 1993",NA,1194,NA,NA,573,2.08376963350785,0.0226876090750436,4.54356846473029,1.68062827225131,1993,1,"759175.950016865",15.7275793572422
"61","1993-2","0140","June 30, 1993","CALGARY",1651,NA,NA,1454,1.13548830811554,0,4.43710021321962,0.290921595598349,1993,2,"795856.344",20.7449499202585
"62","1993-2","0610","June 30, 1993","HAMILTON",422,NA,NA,313,1.3482428115016,0,5.53448275862069,1.29392971246006,1993,2,"626997.22",6.73049236167267
"63","1993-2","1265","June 30, 1993","OTTAWA",1092,NA,NA,579,1.8860103626943,0.0224525043177893,4.42622950819672,1.8013816925734,1993,2,"762672.296483289",14.3180761256867
"64","1993-3","0140","September 30, 1993","CALGARY",1668,NA,NA,1478,1.12855209742896,0,4.59936238044633,0.19553450608931,1993,3,"799783.125",20.8556538374075
"65","1993-3","0610","September 30, 1993",NA,682,NA,NA,499,1.36673346693387,0,4.89492753623188,1.2685370741483,1993,3,"628465.428",10.8518300230192
"66","1993-3","1265","September 30, 1993",NA,1434,NA,NA,823,1.74240583232078,0.00364520048602673,4.48913043478261,1.30133657351154,1993,3,"765956.32750724",18.7216940248652
"67","1993-4","0140","December 31, 1993","CALGARY",1750,NA,NA,1470,1.19047619047619,0,4.81038374717833,0.240136054421769,1993,4,"803617.45",21.7765306116735
"68","1993-4","0610","December 31, 1993",NA,666,NA,NA,414,1.60869565217391,0,5.21739130434783,1.43961352657005,1993,4,"629796.445",10.5748453375281
"69","1993-4","1265","December 31, 1993",NA,944,NA,NA,572,1.65034965034965,0.00524475524475524,4.66176470588235,0.772727272727273,1993,4,"768799.940831432",12.2788771156654
"70","1994-1","0140","March 31, 1994","CALGARY",1289,NA,NA,1104,1.16757246376812,0,4.74902470741222,0.28804347826087,1994,1,"807611.627",15.9606419336506
"71","1994-1","0610","March 31, 1994",NA,675,NA,NA,329,2.0516717325228,0,5.87864077669903,1.77203647416413,1994,1,"631213.391",10.6936894816289
"72","1994-1","1265","March 31, 1994","OTTAWA",600,NA,NA,263,2.28136882129278,0,4.19480519480519,1.12167300380228,1994,1,"771049.602307312",7.78160053781938
"73","1994-2","0140","June 30, 1994","CALGARY",2070,NA,NA,1673,1.23729826658697,0,4.99393326592518,0.394500896592947,1994,2,"811765.6560000001",25.499970153948
"74","1994-2","0610","June 30, 1994",NA,611,NA,NA,496,1.23185483870968,0,4.88636363636364,1.10685483870968,1994,2,"632716.265",9.65677719696363
"75","1994-2","1265","June 30, 1994",NA,1000,NA,NA,517,1.93423597678917,0,8.8551724137931,1.46990291262136,1994,2,"772850.0502212549",12.9391205928461
"76","1994-3","0140","September 30, 1994","CALGARY",2063,NA,NA,1896,1.08808016877637,0,4.51193633952255,0.216772151898734,1994,3,"816043.918",25.2805021212106
"77","1994-3","0610","September 30, 1994",NA,1197,NA,NA,674,1.77596439169139,0,5.6398891966759,1.96142433234421,1994,3,"634523.022",18.864563751006
"78","1994-3","1265","September 30, 1994","OTTAWA",1731,NA,NA,908,1.90638766519824,0.0231277533039648,4.73714285714286,0.95374449339207,1994,3,"774420.5909683689",22.3521949207921
"79","1994-4","0140","December 31, 1994","CALGARY",1401,NA,NA,1230,1.1390243902439,0,4.84041184041184,0.365040650406504,1994,4,"820531.899",17.0742904901982
"80","1994-4","0610","December 31, 1994",NA,1036,NA,NA,507,2.04339250493097,0,5.78339350180505,4.37475345167653,1994,4,"636110.572",16.2864766850629
"81","1994-4","1265","December 31, 1994",NA,1324,NA,NA,578,2.29065743944637,0.0121107266435986,4.47619047619048,0.77681660899654,1994,4,"775980.530943761",17.0622837455693
"82","1995-1","0140","March 31, 1995","CALGARY",1077,NA,NA,860,1.25232558139535,0,5.07337883959044,0.434883720930233,1995,1,"825193.981",13.0514766806085
"83","1995-1","0610","March 31, 1995","HAMILTON",506,NA,NA,274,1.84671532846715,0,5.84324324324324,0.740875912408759,1995,1,"637696.87",7.93480450986062
"84","1995-1","1265","March 31, 1995","OTTAWA",459,NA,NA,223,2.05829596412556,0,4.27,0.130044843049327,1995,1,"777685.0470553581",5.90213225441284
"85","1995-2","0140","June 30, 1995","CALGARY",1330,NA,NA,1094,1.21572212065814,0,5.20135135135135,0.301645338208409,1995,2,"830030.162",16.023514094901
"86","1995-2","0610","June 30, 1995",NA,433,NA,NA,301,1.43853820598007,0,5.5,0.448504983388704,1995,2,"639281.915",6.77322461092928
"87","1995-2","1265","June 30, 1995",NA,388,NA,NA,193,2.01036269430052,0,6.74137931034483,0.512953367875648,1995,2,"779432.798262362",4.97797886957019
"88","1995-3","0140","September 30, 1995","CALGARY",1549,NA,NA,1373,1.12818645302258,0,5.16287425149701,0.188638018936635,1995,3,"834192.731",18.5688503679853
"89","1995-3","0610","September 30, 1995","HAMILTON",478,NA,NA,329,1.45288753799392,0,5.69767441860465,0.74468085106383,1995,3,"640562.764",7.4621883578609
"90","1995-3","1265","September 30, 1995","OTTAWA",782,NA,NA,364,2.14835164835165,0.0521978021978022,7.02,0.873626373626374,1995,3,"781058.3140367931",10.0120565384976
"91","1995-4","0140","December 31, 1995","CALGARY",1718,NA,NA,1166,1.47341337907376,0,5.29641185647426,0.264150943396226,1995,4,"839716.198",20.4592933194794
"92","1995-4","0610","December 31, 1995",NA,533,NA,NA,379,1.40633245382586,0,6.88038277511962,0.654353562005277,1995,4,"642266.482",8.29873603773083
"93","1995-4","1265","December 31, 1995","OTTAWA",687,NA,NA,298,2.30536912751678,0.0335570469798658,5.9622641509434,0.473154362416107,1995,4,"782396.123850674",8.78071834787258
"94","1996-1","0140","March 31, 1996","CALGARY",1053,NA,NA,981,1.07339449541284,0,5.22708039492243,0.36697247706422,1996,1,"845752.85",12.4504457773923
"95","1996-1","0610","March 31, 1996",NA,479,NA,NA,228,2.10087719298246,0,5.54929577464789,0.745614035087719,1996,1,"644090.124",7.43684745583834
"96","1996-1","1265","March 31, 1996",NA,230,NA,NA,111,2.07207207207207,0.018018018018018,10.3548387096774,0.162162162162162,1996,1,"783343.424535385",2.93613238837636
"97","1996-2","0140","June 30, 1996","CALGARY",1603,NA,NA,1287,1.24553224553225,0,5.75529411764706,0.306138306138306,1996,2,"852302.687",18.8078721849671
"98","1996-2","0610","June 30, 1996",NA,367,NA,NA,226,1.62389380530973,0,8.16806722689076,1.00442477876106,1996,2,"646033.691",5.68081827794334
"99","1996-2","1265","June 30, 1996","OTTAWA",423,NA,NA,227,1.86343612334802,0.105726872246696,5.98449612403101,0.709251101321586,1996,2,"784048.082359752",5.39507728565441
"100","1996-3","0140","September 30, 1996","CALGARY",2139,NA,NA,1785,1.19831932773109,0,4.84195121951219,0.313165266106443,1996,3,"860081.986",24.869722129025
"101","1996-3","0610","September 30, 1996","HAMILTON",836,NA,NA,557,1.50089766606822,0,5.93632958801498,0.768402154398564,1996,3,"648520.583",12.8908784380094
"102","1996-3","1265","September 30, 1996",NA,914,NA,NA,533,1.71482176360225,0.0150093808630394,4.20220588235294,0.791744840525328,1996,3,"784720.630951958",11.6474572471889
"103","1996-4","0140","December 31, 1996","CALGARY",1986,NA,NA,1583,1.25457991156033,0,4.95133149678604,0.576753000631712,1996,4,"867371.684",22.8967585250339
"104","1996-4","0610","December 31, 1996",NA,739,NA,NA,527,1.4022770398482,0,5.33788395904437,1.46489563567362,1996,4,"650534.64",11.359887000022
"105","1996-4","1265","December 31, 1996",NA,1077,NA,NA,590,1.82542372881356,0.023728813559322,3.99393939393939,0.845762711864407,1996,4,"785571.60394019",13.7097623513642
"106","1997-1","0140","March 31, 1997","CALGARY",1567,NA,NA,1274,1.22998430141287,0,4.64962121212121,0.40894819466248,1997,1,"874888.056",17.9108628727239
"107","1997-1","0610","March 31, 1997",NA,542,NA,NA,317,1.70977917981073,0,4.8019801980198,1.15457413249211,1997,1,"652499.261",8.30652281765573
"108","1997-1","1265","March 31, 1997","OTTAWA",623,NA,NA,337,1.8486646884273,0.00890207715133531,4.02116402116402,0.112759643916914,1997,1,"786767.024759669",7.91848133429722
"109","1997-2","0140","June 30, 1997","CALGARY",2143,NA,NA,1923,1.11440457618305,0,4.39527559055118,0.464898595943838,1997,2,"882631.1020000001",24.2796791903669
"110","1997-2","0610","June 30, 1997",NA,782,NA,NA,512,1.52734375,0,5.25641025641026,0.609375,1997,2,"654414.447",11.9496139424318
"111","1997-2","1265","June 30, 1997",NA,760,NA,NA,446,1.70403587443946,0,4.24253731343284,0.349775784753363,1997,2,"788294.876073767",9.64106228604841
"112","1997-3","0140","September 30, 1997","CALGARY",2881,NA,NA,2560,1.125390625,0,4.61174148988653,0.29296875,1997,3,"892175.981",32.2918354826232
"113","1997-3","0610","September 30, 1997",NA,1085,NA,NA,755,1.43708609271523,0,4.90322580645161,0.814569536423841,1997,3,"656157.0850000001",16.535674532875
"114","1997-3","1265","September 30, 1997",NA,1131,NA,NA,751,1.50599201065246,0,4.21256038647343,0.689747003994674,1997,3,"790098.63035289",14.3146685306219
"115","1997-4","0140","December 31, 1997","CALGARY",2594,NA,NA,2213,1.1721644826028,0,4.63828603227602,0.308630817894261,1997,4,"899742.314",28.8304769003006
"116","1997-4","0610","December 31, 1997",NA,1000,NA,NA,654,1.52905198776758,0,5.27318295739348,0.7217125382263,1997,4,"658022.6460000001",15.1970453612625
"117","1997-4","1265","December 31, 1997",NA,998,NA,NA,691,1.44428364688857,0,3.91282051282051,0.452966714905933,1997,4,"792121.760067447",12.5990731515193
"118","1998-1","0140","March 31, 1998","CALGARY",2260,NA,NA,1882,1.20085015940489,0,4.3956574185766,0.283740701381509,1998,1,"906905.259",24.9199128307183
"119","1998-1","0610","March 31, 1998","HAMILTON",857,NA,NA,525,1.63238095238095,0,5.975,0.794285714285714,1998,1,"659888.018",12.9870519940248
"120","1998-1","1265","March 31, 1998",NA,652,NA,NA,468,1.39316239316239,0,4.084375,0.173076923076923,1998,1,"794318.761693615",8.20829157566204
"121","1998-2","0140","June 30, 1998","CALGARY",3092,NA,NA,2395,1.29102296450939,0,4.28971459343026,0.31482254697286,1998,2,"913664.816",33.8417321741324
"122","1998-2","0610","June 30, 1998",NA,769,NA,NA,491,1.56619144602851,0,5.43343653250774,0.240325865580448,1998,2,"661753.199",11.6206465063118
"123","1998-2","1265","June 30, 1998",NA,602,NA,NA,384,1.56770833333333,0.0182291666666667,4.985559566787,0.380208333333333,1998,2,"796688.2277306559",7.55628085173017
"124","1998-3","0140","September 30, 1998","CALGARY",3453,NA,NA,3022,1.14262078093978,0,4.55103637074697,0.250496360026473,1998,3,"919169.858",37.5665060156923
"125","1998-3","0610","September 30, 1998","HAMILTON",814,NA,NA,556,1.46402877697842,0.00719424460431655,5.74850299401198,0.897111913357401,1998,3,"663354.557",12.270964168563
"126","1998-3","1265","September 30, 1998",NA,1080,NA,NA,789,1.36882129277567,0,3.85436893203884,0.670468948035488,1998,3,"799239.7746836",13.5128410047854
"127","1998-4","0140","December 31, 1998","CALGARY",3306,NA,NA,2673,1.2368125701459,0.0101010101010101,4.62288512911843,0.274597830153386,1998,4,"925463.0889999999",35.7226564656648
"128","1998-4","0610","December 31, 1998","HAMILTON",782,NA,NA,543,1.44014732965009,0.0239410681399632,4.95810055865922,0.162264150943396,1998,4,"665324.8119999999",11.7536575503515
"129","1998-4","1265","December 31, 1998",NA,1126,NA,NA,815,1.38159509202454,0,4.03473491773309,0.539877300613497,1998,4,"801983.019057478",14.0401975259192
"130","1999-1","0140","March 31, 1999","CALGARY",2141,NA,NA,1874,1.14247598719317,0.00533617929562433,4.50428396572827,0.255602988260406,1999,1,"931693.3840000001",22.9796630175491
"131","1999-1","0610","March 31, 1999","HAMILTON",688,NA,NA,422,1.6303317535545,0.004739336492891,5.47872340425532,0.482926829268293,1999,1,"667400.331",10.3086553608557
"132","1999-1","1265","March 31, 1999",NA,781,NA,NA,592,1.31925675675676,0,3.65952380952381,0.103040540540541,1999,1,"804931.8324065229",9.70268497973334
"133","1999-2","0140","June 30, 1999","CALGARY",2200,NA,NA,1773,1.24083474337281,0.011844331641286,4.57559880239521,0.270163564579808,1999,2,"937860.74",23.4576404168491
"134","1999-2","0610","June 30, 1999",NA,765,NA,NA,471,1.62420382165605,0.0424628450106157,5.5887573964497,0.466357308584687,1999,2,"669581.112",11.4250534593933
"135","1999-2","1265","June 30, 1999",NA,694,NA,NA,486,1.42798353909465,0,4.30333333333333,0.211934156378601,1999,2,"808117.106481773",8.58786423939725
"136","1999-3","0140","September 30, 1999","CALGARY",2505,NA,NA,1990,1.25879396984925,0.0105527638190955,4.64609053497942,0.251256281407035,1999,3,"943691.69",26.5446864324936
"137","1999-3","0610","September 30, 1999","HAMILTON",1031,NA,NA,654,1.57645259938838,0.055045871559633,5.38839285714286,0.380530973451327,1999,3,"671463.1630000001",15.3545280934496
"138","1999-3","1265","September 30, 1999",NA,1165,NA,NA,819,1.42246642246642,0,3.85920577617329,0.245421245421245,1999,3,"811573.988083469",14.3548218290133
"139","1999-4","0140","December 31, 1999","CALGARY",2809,NA,NA,1934,1.45243019648397,0.0284384694932782,4.81865965834428,0.345915201654602,1999,4,"949842.56",29.5733221303539
"140","1999-4","0610","December 31, 1999",NA,967,NA,NA,604,1.60099337748344,0.00662251655629139,4.9290465631929,0.226039783001808,1999,4,"674016.069",14.3468389623809
"141","1999-4","1265","December 31, 1999",NA,1504,NA,NA,1056,1.42424242424242,0,3.91847826086957,0.228219696969697,1999,4,"815337.624011852",18.4463460989277
"142","2000-1","0140","March 31, 2000","CALGARY",2213,NA,NA,1484,1.49123989218329,0.0363881401617251,4.98351195383347,0.320080862533693,2000,1,"956039.881",23.1475699286231
"143","2000-1","0610","March 31, 2000","HAMILTON",752,NA,NA,467,1.61027837259101,0.00428265524625268,6.10230179028133,0.367032967032967,2000,1,"676835.8369999999",11.1105228017056
"144","2000-1","1265","March 31, 2000","OTTAWA",832,NA,NA,585,1.42222222222222,0,4.22365591397849,0.31965811965812,2000,1,"819438.1455849969",10.1532983847858
"145","2000-2","0140","June 30, 2000","CALGARY",3098,NA,NA,1892,1.63742071881607,0.0248414376321353,5.40574632095305,0.289640591966173,2000,2,"962283.6529999999",32.1942494849801
"146","2000-2","0610","June 30, 2000",NA,1015,NA,NA,517,1.96324951644101,0,5.921875,0.32258064516129,2000,2,"679922.466",14.9281727072687
"147","2000-2","1265","June 30, 2000","OTTAWA",965,NA,NA,683,1.41288433382138,0,5.003663003663,0.393850658857979,2000,2,"823885.622192311",11.7127908778429
"148","2000-3","0140","September 30, 2000","CALGARY",2834,NA,NA,2134,1.32802249297095,0.0224929709465792,4.92713567839196,0.282099343955014,2000,3,"967983.1349999999",29.2773695897088
"149","2000-3","0610","September 30, 2000","HAMILTON",1198,NA,NA,609,1.96715927750411,0,5.21212121212121,0.315608919382504,2000,3,"684796.564",17.494246656296
"150","2000-3","1265","September 30, 2000",NA,1147,NA,NA,900,1.27444444444444,0,4.41256830601093,0.254444444444444,2000,3,"828685.1077410369",13.8412044488971
"151","2000-4","0140","December 31, 2000","CALGARY",2584,NA,NA,1801,1.43475846751805,0.0294280955024986,4.85473684210526,0.307606885063853,2000,4,"974556.104",26.5146356314854
"152","2000-4","0610","December 31, 2000","HAMILTON",1059,NA,NA,570,1.85789473684211,0.00350877192982456,4.73023255813953,0.201818181818182,2000,4,"687808.674",15.3967235371039
"153","2000-4","1265","December 31, 2000",NA,1504,NA,NA,1129,1.33215234720992,0,4.77335984095427,0.28963684676705,2000,4,"833841.656138415",18.0369976593055
"154","2001-1","0140","March 31, 2001","CALGARY",2784,NA,NA,1545,1.80194174757282,0.0414239482200647,5.16729182295574,0.331391585760518,2001,1,"981411.8200000001",28.3672964118162
"155","2001-1","0610","March 31, 2001","HAMILTON",684,NA,NA,493,1.38742393509128,0,4.50274725274725,0.37782340862423,2001,1,"690479.402",9.90616082128978
"156","2001-1","1265","March 31, 2001","OTTAWA",992,NA,NA,734,1.35149863760218,0,4.88489208633094,0.356948228882834,2001,1,"839304.906348573",11.8193041944165
"157","2001-2","0140","June 30, 2001","CALGARY",2817,NA,NA,1786,1.57726763717805,0.0386338185890258,4.9147685525349,0.250279955207167,2001,2,"988550.284",28.4962742471884
"158","2001-2","0610","June 30, 2001","HAMILTON",962,NA,NA,478,2.01255230125523,0.0292887029288703,4.16620498614958,0.548245614035088,2001,2,"692808.748",13.8855059607302
"159","2001-2","1265","June 30, 2001","OTTAWA",1648,NA,NA,968,1.70247933884298,0,4.91805094130676,0.326446280991736,2001,2,"844802.837563184",19.5075102346202
"160","2001-3","0140","September 30, 2001","CALGARY",2967,NA,NA,2085,1.42302158273381,0.0115107913669065,4.49341317365269,0.296882494004796,2001,3,"997871.53",29.7332864081211
"161","2001-3","0610","September 30, 2001","HAMILTON",711,NA,NA,467,1.52248394004283,0,4.68235294117647,0.266075388026608,2001,3,"694096.363",10.243534441341
"162","2001-3","1265","September 30, 2001","OTTAWA",1932,NA,NA,1299,1.48729792147806,0,5.08510638297872,0.424942263279446,2001,3,"850008.014030807",22.7291974676603
"163","2001-4","0140","December 31, 2001","CALGARY",2512,NA,NA,1975,1.27189873417722,0.00607594936708861,4.716,0.240506329113924,2001,4,"1004815.47",24.9996151034578
"164","2001-4","0610","December 31, 2001","HAMILTON",927,NA,NA,638,1.45297805642633,0,4.56674473067916,0.347540983606557,2001,4,"696023.087",13.3185237287969
"165","2001-4","1265","December 31, 2001","OTTAWA",1891,NA,NA,1259,1.50198570293884,0,5.46091644204852,0.36616362192216,2001,4,"854593",22.1274922682493
