"","reference_period_qq","metcode","date_pbi","metro","inventory","num_structures","unitsperstructure","avgstorycount","ref_yy","ref_qq","population","inventory_per_10kpop"
"98","1996-2","0610","June 30, 1996","HAMILTON",234,254,0.921259842519685,0,1996,2,"646033.691",3.62210211727178
"99","1996-2","1265","June 30, 1996",NA,365,242,1.50826446280992,0.00826446280991736,1996,2,"784048.082359752",4.65532673584837
"100","1996-3","0140","September 30, 1996","CALGARY",754,1200,0.628333333333333,0,1996,3,"860081.986",8.76660611747774
"101","1996-3","0610","September 30, 1996","HAMILTON",163,336,0.485119047619048,0,1996,3,"648520.583",2.51341290119083
"102","1996-3","1265","September 30, 1996",NA,390,353,1.10481586402266,0.0141643059490085,1996,3,"784720.630951958",4.96992158249853
"103","1996-4","0140","December 31, 1996","CALGARY",692,1051,0.658420551855376,0,1996,4,"867371.684",7.97812532695038
"104","1996-4","0610","December 31, 1996","HAMILTON",191,341,0.560117302052786,0,1996,4,"650534.64",2.93604657240082
"105","1996-4","1265","December 31, 1996",NA,460,379,1.21372031662269,0.0131926121372032,1996,4,"785571.60394019",5.85560880373958
"106","1997-1","0140","March 31, 1997","CALGARY",669,981,0.681957186544342,0,1997,1,"874888.056",7.6466925729753
"107","1997-1","0610","March 31, 1997","HAMILTON",157,243,0.646090534979424,0,1997,1,"652499.261",2.40613299330618
"108","1997-1","1265","March 31, 1997",NA,441,333,1.32432432432432,0.00900900900900901,1997,1,"786767.024759669",5.60521712427781
"109","1997-2","0140","June 30, 1997","CALGARY",604,1198,0.504173622704507,0,1997,2,"882631.1020000001",6.84317602938946
"110","1997-2","0610","June 30, 1997",NA,137,282,0.485815602836879,0,1997,2,"654414.447",2.09347456536209
"111","1997-2","1265","June 30, 1997",NA,420,361,1.16343490304709,0,1997,2,"788294.876073767",5.32795547386886
"112","1997-3","0140","September 30, 1997","CALGARY",567,1298,0.436825885978428,0,1997,3,"892175.981",6.3552484271598
"113","1997-3","0610","September 30, 1997",NA,139,349,0.398280802292264,0,1997,3,"656157.0850000001",2.11839517057108
"114","1997-3","1265","September 30, 1997",NA,403,496,0.8125,0,1997,3,"790098.63035289",5.10062901665839
"115","1997-4","0140","December 31, 1997","CALGARY",551,1274,0.432496075353218,0,1997,4,"899742.314",6.12397562531443
"116","1997-4","0610","December 31, 1997","HAMILTON",177,331,0.534743202416918,0,1997,4,"658022.6460000001",2.68987702894347
"117","1997-4","1265","December 31, 1997",NA,435,451,0.964523281596452,0,1997,4,"792121.760067447",5.49157998087265
"118","1998-1","0140","March 31, 1998","CALGARY",616,1186,0.519392917369309,0,1998,1,"906905.259",6.79233022288605
"119","1998-1","0610","March 31, 1998","HAMILTON",165,250,0.66,0,1998,1,"659888.018",2.50042424622415
"120","1998-1","1265","March 31, 1998",NA,428,411,1.04136253041363,0,1998,1,"794318.761693615",5.38826502206035
"121","1998-2","0140","June 30, 1998","CALGARY",701,1414,0.495756718528996,0,1998,2,"913664.816",7.67239788294529
"122","1998-2","0610","June 30, 1998","HAMILTON",195,321,0.607476635514019,0,1998,2,"661753.199",2.94671790472145
"123","1998-2","1265","June 30, 1998",NA,403,417,0.966426858513189,0.00959232613908873,1998,2,"796688.2277306559",5.05844050373299
"124","1998-3","0140","September 30, 1998","CALGARY",785,1667,0.470905818836233,0,1998,3,"919169.858",8.54031486310988
"125","1998-3","0610","September 30, 1998",NA,214,280,0.764285714285714,0.00714285714285714,1998,3,"663354.557",3.22602743497849
"126","1998-3","1265","September 30, 1998",NA,391,605,0.646280991735537,0.00661157024793388,1998,3,"799239.7746836",4.89214891932509
"127","1998-4","0140","December 31, 1998","CALGARY",865,1642,0.52679658952497,0.0115712545676005,1998,4,"925463.0889999999",9.34667206376288
"128","1998-4","0610","December 31, 1998",NA,155,251,0.617529880478088,0.00796812749003984,1998,4,"665324.8119999999",2.3296891563996
"129","1998-4","1265","December 31, 1998",NA,425,571,0.74430823117338,0.00700525394045534,1998,4,"801983.019057478",5.29936407505831
"130","1999-1","0140","March 31, 1999","CALGARY",1062,1526,0.695937090432503,0.0176933158584535,1999,1,"931693.3840000001",11.3985997779716
"131","1999-1","0610","March 31, 1999",NA,120,202,0.594059405940594,0,1999,1,"667400.331",1.79802128387018
"132","1999-1","1265","March 31, 1999",NA,376,477,0.788259958071279,0.00838574423480084,1999,1,"804931.8324065229",4.6712030120099
"133","1999-2","0140","June 30, 1999","CALGARY",1093,1529,0.714846304774362,0.0183126226291694,1999,2,"937860.74",11.6541822616437
"134","1999-2","0610","June 30, 1999",NA,156,275,0.567272727272727,0,1999,2,"669581.112",2.32981482309196
"135","1999-2","1265","June 30, 1999",NA,299,395,0.756962025316456,0.010126582278481,1999,2,"808117.106481773",3.69995880054723
"136","1999-3","0140","September 30, 1999","CALGARY",1041,1506,0.691235059760956,0.0212483399734396,1999,3,"943691.69",11.0311451402099
"137","1999-3","0610","September 30, 1999",NA,206,338,0.609467455621302,0,1999,3,"671463.1630000001",3.06792704873968
"138","1999-3","1265","September 30, 1999",NA,253,537,0.471135940409683,0,1999,3,"811573.988083469",3.11739907531363
"139","1999-4","0140","December 31, 1999","CALGARY",1150,1552,0.740979381443299,0.0425257731958763,1999,4,"949842.56",12.1072696510883
"140","1999-4","0610","December 31, 1999",NA,325,352,0.923295454545455,0.0113636363636364,1999,4,"674016.069",4.82184349821488
"141","1999-4","1265","December 31, 1999",NA,312,588,0.530612244897959,0,1999,4,"815337.624011852",3.82663562690521
"142","2000-1","0140","March 31, 2000","CALGARY",1219,1516,0.804089709762533,0.066622691292876,2000,1,"956039.881",12.7505141179356
"143","2000-1","0610","March 31, 2000",NA,442,415,1.06506024096386,0.00481927710843374,2000,1,"676835.8369999999",6.53038707227909
"144","2000-1","1265","March 31, 2000",NA,285,386,0.738341968911917,0,2000,1,"819438.1455849969",3.47799283613455
"145","2000-2","0140","June 30, 2000","CALGARY",1338,1721,0.777454968041836,0.0563625798954096,2000,2,"962283.6529999999",13.9044240835711
"146","2000-2","0610","June 30, 2000",NA,487,416,1.17067307692308,0.00480769230769231,2000,2,"679922.466",7.16258138762545
"147","2000-2","1265","June 30, 2000",NA,290,439,0.660592255125285,0,2000,2,"823885.622192311",3.51990606691651
"148","2000-3","0140","September 30, 2000","CALGARY",1245,1737,0.716753022452504,0.0673575129533679,2000,3,"967983.1349999999",12.8617943328114
"149","2000-3","0610","September 30, 2000","HAMILTON",587,412,1.4247572815534,0.00485436893203883,2000,3,"684796.564",8.57188880404487
"150","2000-3","1265","September 30, 2000",NA,230,467,0.492505353319058,0,2000,3,"828685.1077410369",2.77548127571607
"151","2000-4","0140","December 31, 2000","CALGARY",1319,1557,0.847141939627489,0.111111111111111,2000,4,"974556.104",13.5343670270624
"152","2000-4","0610","December 31, 2000","HAMILTON",587,403,1.45657568238213,0.00992555831265509,2000,4,"687808.674",8.53435006258732
"153","2000-4","1265","December 31, 2000",NA,194,490,0.395918367346939,0,2000,4,"833841.656138415",2.32658081509659
"154","2001-1","0140","March 31, 2001","CALGARY",1614,1585,1.01829652996845,0.126813880126183,2001,1,"981411.8200000001",16.4456955490917
"155","2001-1","0610","March 31, 2001","HAMILTON",428,362,1.18232044198895,0.0110497237569061,2001,1,"690479.402",6.19859185893571
"156","2001-1","1265","March 31, 2001","OTTAWA",173,357,0.484593837535014,0,2001,1,"839304.906348573",2.06122946132464
"157","2001-2","0140","June 30, 2001","CALGARY",1513,1647,0.918639951426837,0.109289617486339,2001,2,"988550.284",15.3052406588555
"158","2001-2","0610","June 30, 2001","HAMILTON",487,352,1.38352272727273,0.0511363636363636,2001,2,"692808.748",7.02935696764614
"159","2001-2","1265","June 30, 2001","OTTAWA",161,460,0.35,0,2001,2,"844802.837563184",1.90577011394044
"160","2001-3","0140","September 30, 2001","CALGARY",1318,1671,0.788749251944943,0.0957510472770796,2001,3,"997871.53",13.2081130724313
"161","2001-3","0610","September 30, 2001","HAMILTON",487,378,1.28835978835979,0.0476190476190476,2001,3,"694096.363",7.01631683956828
"162","2001-3","1265","September 30, 2001","OTTAWA",184,514,0.357976653696498,0,2001,3,"850008.014030807",2.16468547311051
"163","2001-4","0140","December 31, 2001","CALGARY",1123,1565,0.717571884984026,0.0984025559105431,2001,4,"1004815.47",11.176181433592
"164","2001-4","0610","December 31, 2001","HAMILTON",659,517,1.27466150870406,0.034816247582205,2001,4,"696023.087",9.46807673924184
"165","2001-4","1265","December 31, 2001","OTTAWA",220,621,0.35426731078905,0,2001,4,"854593",2.57432485405333
"166","2002-1","0140","March 31, 2002","CALGARY",1022,1446,0.706777316735823,0.101659751037344,2002,1,"1011282.15",10.1059827863075
"167","2002-1","0610","March 31, 2002","HAMILTON",658,501,1.31337325349301,0.0179640718562874,2002,1,"697888.57",9.42843927075636
"168","2002-1","1265","March 31, 2002","OTTAWA",229,440,0.520454545454546,0,2002,1,"857893.864835988",2.66932786660947
"169","2002-2","0140","June 30, 2002","CALGARY",952,1526,0.623853211009174,0.0878112712975098,2002,2,"1017271.56",9.35836641299595
"170","2002-2","0610","June 30, 2002","HAMILTON",620,475,1.30526315789474,0.0273684210526316,2002,2,"699692.812",8.86103143217655
"171","2002-2","1265","June 30, 2002","OTTAWA",231,398,0.580402010050251,0,2002,2,"861156.283737581",2.6824399282952
"172","2002-3","0140","September 30, 2002","CALGARY",878,1592,0.551507537688442,0.0684673366834171,2002,3,"1021334.52",8.59659575591355
"173","2002-3","0610","September 30, 2002","HAMILTON",494,578,0.854671280276817,0.00865051903114187,2002,3,"701412.691",7.04292931021403
"174","2002-3","1265","September 30, 2002","OTTAWA",205,502,0.408366533864542,0,2002,3,"864341.810770383",2.37174688815857
"175","2002-4","0140","December 31, 2002","CALGARY",866,1417,0.611150317572336,0.0783345095271701,2002,4,"1026949.07",8.43274535513236
"176","2002-4","0610","December 31, 2002","HAMILTON",351,494,0.710526315789474,0.0101214574898785,2002,4,"703103.699",4.99215123600139
"177","2002-4","1265","December 31, 2002","OTTAWA",226,565,0.4,0,2002,4,"867412",2.60545161929971
"178","2003-1","0140","March 31, 2003","CALGARY",948,1462,0.648426812585499,0.0677154582763338,2003,1,"1032666.0199999999",9.18012195269096
"179","2003-1","0610","March 31, 2003","HAMILTON",182,447,0.407158836689038,0.029082774049217,2003,1,"704742.7139999999",2.58250275433142
"180","2003-1","1265","March 31, 2003","OTTAWA",206,404,0.50990099009901,0,2003,1,"870327.0389264299",2.36692634821625
"181","2003-2","0140","June 30, 2003","CALGARY",974,1610,0.604968944099379,0.0614906832298137,2003,2,"1038485.3800000001",9.3790439303055
"182","2003-2","0610","June 30, 2003","HAMILTON",148,279,0.530465949820789,0.046594982078853,2003,2,"706329.737",2.09533865342555
"183","2003-2","1265","June 30, 2003","OTTAWA",188,419,0.448687350835322,0,2003,2,"873041.648787256",2.15339096664118
"184","2003-3","0140","September 30, 2003","CALGARY",982,1661,0.591210114388922,0.0415412402167369,2003,3,"1042939.3600000001",9.41569603816659
"185","2003-3","0610","September 30, 2003","HAMILTON",120,166,0.72289156626506,0.0481927710843374,2003,3,"707921.79",1.69510250560306
"186","2003-3","1265","September 30, 2003","OTTAWA",150,434,0.345622119815668,0,2003,3,"875509.184254454",1.71328870898977
"187","2003-4","0140","December 31, 2003","CALGARY",1149,1687,0.681090693538826,0.036751630112626,2003,4,"1049550.64",10.9475422739011
"188","2003-4","0610","December 31, 2003","HAMILTON",122,287,0.425087108013937,0.0278745644599303,2003,4,"709382.018",1.7198067741266
"189","2003-4","1265","December 31, 2003","OTTAWA",167,435,0.383908045977012,0,2003,4,"877683",1.90273709300511
"190","2004-1","0140","March 31, 2004","CALGARY",1157,1467,0.788684389911384,0.0320381731424676,2004,1,"1056851.44",10.9476124667058
"191","2004-1","0610","March 31, 2004","HAMILTON",104,247,0.421052631578947,0.0323886639676113,2004,1,"710767.445",1.46320713943222
"192","2004-1","1265","March 31, 2004","OTTAWA",207,303,0.683168316831683,0,2004,1,"879546.557583289",2.35348542058728
"193","2004-2","0140","June 30, 2004","CALGARY",1136,1647,0.689738919247116,0.0121432908318154,2004,2,"1064841.76",10.6682517785553
"194","2004-2","0610","June 30, 2004","HAMILTON",117,202,0.579207920792079,0.0198019801980198,2004,2,"712078.0700000001",1.64307826528066
"195","2004-2","1265","June 30, 2004","OTTAWA",237,401,0.591022443890274,0,2004,2,"881203.746113393",2.68950286520347
"196","2004-3","0140","September 30, 2004","CALGARY",1120,1770,0.632768361581921,0.00790960451977401,2004,3,"1074973.74",10.4188591620852
"197","2004-3","0610","September 30, 2004","HAMILTON",114,273,0.417582417582418,0,2004,3,"713219.531",1.59838584117518
"198","2004-3","1265","September 30, 2004","OTTAWA",271,518,0.523166023166023,0,2004,3,"882788.5615868",3.06981775469407
"199","2004-4","0140","December 31, 2004","CALGARY",1186,1699,0.698057680988817,0.00824014125956445,2004,4,"1083762.24",10.9433596800715
"200","2004-4","0610","December 31, 2004","HAMILTON",172,248,0.693548387096774,0,2004,4,"714418.297",2.40755312010157
"201","2004-4","1265","December 31, 2004","OTTAWA",302,480,0.629166666666667,0,2004,4,"884435",3.41460932685839
"202","2005-1","0140","March 31, 2005","CALGARY",1289,1404,0.918091168091168,0.00356125356125356,2005,1,"1092659.3900000001",11.7969058958071
"203","2005-1","0610","March 31, 2005","HAMILTON",102,198,0.515151515151515,0,2005,1,"715580.006",1.42541713218298
"204","2005-1","1265","March 31, 2005","OTTAWA",276,352,0.784090909090909,0,2005,1,"886231.8401154111",3.11430923046116
"205","2005-2","0140","June 30, 2005","CALGARY",1307,1709,0.764774722059684,0.00292568753657109,2005,2,"1101665.19",11.8638585648694
"206","2005-2","0610","June 30, 2005","HAMILTON",108,234,0.461538461538462,0,2005,2,"716704.657",1.50689686393373
"207","2005-2","1265","June 30, 2005","OTTAWA",298,391,0.762148337595908,0,2005,2,"888086.99175917",3.35552713602646
"208","2005-3","0140","September 30, 2005","CALGARY",996,1605,0.620560747663551,0,2005,3,"1111929.56",8.95740194189999
"209","2005-3","0610","September 30, 2005","HAMILTON",106,289,0.366782006920415,0,2005,3,"718059.824",1.47620012228953
"210","2005-3","1265","September 30, 2005","OTTAWA",301,378,0.796296296296296,0,2005,3,"889863.147523345",3.38254259475448
"211","2005-4","0140","December 31, 2005","CALGARY",794,1350,0.588148148148148,0,2005,4,"1120692.72",7.08490370134643
"212","2005-4","0610","December 31, 2005","HAMILTON",115,213,0.539906103286385,0,2005,4,"719003.332",1.59943625963614
"213","2005-4","1265","December 31, 2005","OTTAWA",414,557,0.74326750448833,0,2005,4,"891423",4.64425979585449
"214","2006-1","0140","March 31, 2006","CALGARY",672,1307,0.514154552410099,0,2006,1,"1129104.5799999998",5.9516187597078
"215","2006-1","0610","March 31, 2006","HAMILTON",108,196,0.551020408163265,0,2006,1,"719802.7540000001",1.5004110417727
"216","2006-1","1265","March 31, 2006","OTTAWA",277,329,0.841945288753799,0,2006,1,"892690.566330065",3.10297890946437
"217","2006-2","0140","June 30, 2006","CALGARY",557,1353,0.411677753141168,0,2006,2,"1137165.1300000001",4.89814526760946
"218","2006-2","0610","June 30, 2006","HAMILTON",118,222,0.531531531531532,0.0135135135135135,2006,2,"720458.09",1.63784683159016
"219","2006-2","1265","June 30, 2006","OTTAWA",235,327,0.718654434250764,0,2006,2,"893835.161849923",2.62912011106872
"220","2006-3","0140","September 30, 2006","CALGARY",564,1202,0.469217970049917,0.00249584026622296,2006,3,"1143827.53",4.93081330189701
"221","2006-3","0610","September 30, 2006","HAMILTON",100,216,0.462962962962963,0,2006,3,"720258.5",1.38839041816237
"222","2006-3","1265","September 30, 2006","OTTAWA",257,421,0.610451306413302,0.0332541567695962,2006,3,"895087.426444819",2.8712279092197
