"ref_yy","CSDuid","date_pbi","metcode","metro","municipality","total_completions","completions_no_accsuite","completions_accsuite","num_structures","unitsperstructure","avgstorycount","avglengthofconstr","avgpermit_to_start_time","X_c0","ref_qq","met_name","population","stcan_cmacode","comp_per_10kpop"
"1988","2416700","June 30, 1988","1400",NA,NA,8,NA,NA,8,1,0,5.8,2.28571428571429,1579,4,"Quebec",646773.443,421,0.123690916604317
"1988","2417320","June 30, 1988","1400",NA,NA,11,NA,NA,10,1.1,0,6.83333333333333,1.1,1579,4,"Quebec",646773.443,421,0.170075010330936
"1988","2417360","June 30, 1988","1400",NA,NA,21,NA,NA,16,1.3125,0,3.88888888888889,1.5,1579,4,"Quebec",646773.443,421,0.324688656086332
"1988","2417400","June 30, 1988","1400",NA,NA,21,NA,NA,20,1.05,0,4.28571428571429,0.15,1579,4,"Quebec",646773.443,421,0.324688656086332
"1988","2417460","December 31, 1988","1400",NA,NA,20,NA,NA,20,1,0,5,0.294117647058824,1579,4,"Quebec",646773.443,421,0.309227291510793
"1988","2420110","June 30, 1988","1400",NA,NA,504,NA,NA,373,1.35120643431635,0,4.43956043956044,0.565683646112601,1579,4,"Quebec",646773.443,421,7.79252774607197
"1988","2420140","June 30, 1988","1400",NA,NA,357,NA,NA,171,2.08771929824561,0,5.33333333333333,0.614035087719298,1579,4,"Quebec",646773.443,421,5.51970715346765
"1988","2420150","June 30, 1988","1400",NA,NA,97,NA,NA,91,1.06593406593407,0,5,0.406593406593407,1579,4,"Quebec",646773.443,421,1.49975236382734
"1988","2420170","June 30, 1988","1400",NA,NA,106,NA,NA,101,1.04950495049505,0,4.94736842105263,0.683168316831683,1579,4,"Quebec",646773.443,421,1.6389046450072
"1988","2420200","June 30, 1988","1400",NA,NA,184,NA,NA,32,5.75,0,5.11111111111111,0.4375,1579,4,"Quebec",646773.443,421,2.84489108189929
"1988","2420230","June 30, 1988","1400",NA,NA,1583,NA,NA,437,3.62242562929062,0,5.99180327868852,0.59954233409611,1579,4,"Quebec",646773.443,421,24.4753401230792
"1988","2420260","September 30, 1988","1400",NA,NA,28,NA,NA,2,14,0,4,1,1579,4,"Quebec",646773.443,421,0.43291820811511
"1988","2420270","December 31, 1988","1400",NA,NA,2,NA,NA,2,1,0,6,0,1579,4,"Quebec",646773.443,421,0.0309227291510793
"1988","2420290","June 30, 1988","1400",NA,NA,146,NA,NA,93,1.56989247311828,0,3.88461538461538,0.56989247311828,1579,4,"Quebec",646773.443,421,2.25735922802879
"1988","2420320","June 30, 1988","1400",NA,NA,114,NA,NA,22,5.18181818181818,0,9.13333333333333,1.27272727272727,1579,4,"Quebec",646773.443,421,1.76259556161152
"1988","2420350","June 30, 1988","1400",NA,NA,98,NA,NA,70,1.4,0,5.66666666666667,0.685714285714286,1579,4,"Quebec",646773.443,421,1.51521372840288
"1988","2420400","June 30, 1988","1400",NA,NA,439,NA,NA,101,4.34653465346535,0,4.67857142857143,0.415841584158416,1579,4,"Quebec",646773.443,421,6.7875390486619
"1988","2420430","June 30, 1988","1400",NA,NA,226,NA,NA,153,1.47712418300654,0,5.32,0.418300653594771,1579,4,"Quebec",646773.443,421,3.49426839407196
"1988","2420470","December 31, 1988","1400",NA,NA,17,NA,NA,16,1.0625,0,4,0.75,1579,4,"Quebec",646773.443,421,0.262843197784174
"1988","2420490","December 31, 1988","1400",NA,NA,5,NA,NA,5,1,0,7,0,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2420530","June 30, 1988","1400",NA,NA,36,NA,NA,36,1,0,6.86363636363636,0.638888888888889,1579,4,"Quebec",646773.443,421,0.556609124719427
"1988","2420560","June 30, 1988","1400",NA,NA,48,NA,NA,47,1.02127659574468,0,8.7,1.04255319148936,1579,4,"Quebec",646773.443,421,0.742145499625902
"1988","2421170","June 30, 1988","1400",NA,NA,24,NA,NA,23,1.04347826086957,0,3.66666666666667,0.739130434782609,1579,4,"Quebec",646773.443,421,0.371072749812951
"1988","2421220","June 30, 1988","1400",NA,NA,88,NA,NA,74,1.18918918918919,0,5.61538461538461,0.472972972972973,1579,4,"Quebec",646773.443,421,1.36060008264749
"1988","2421260","June 30, 1988","1400",NA,NA,47,NA,NA,35,1.34285714285714,0,6.30769230769231,0.657142857142857,1579,4,"Quebec",646773.443,421,0.726684135050362
"1988","2421300","June 30, 1988","1400",NA,NA,241,NA,NA,199,1.21105527638191,0,5.74468085106383,0.341708542713568,1579,4,"Quebec",646773.443,421,3.72618886270505
"1988","2421340","June 30, 1988","1400",NA,NA,40,NA,NA,38,1.05263157894737,0,6.06666666666667,0.842105263157895,1579,4,"Quebec",646773.443,421,0.618454583021585
"1988","2421380","December 31, 1988","1400",NA,NA,3,NA,NA,3,1,0,8,0,1579,4,"Quebec",646773.443,421,0.0463840937266189
"1988","2421420","June 30, 1988","1400",NA,NA,86,NA,NA,64,1.34375,0,5.6,0.5,1579,4,"Quebec",646773.443,421,1.32967735349641
"1988","2421460","June 30, 1988","1400",NA,NA,198,NA,NA,62,3.19354838709677,0,7.20689655172414,0.790322580645161,1579,4,"Quebec",646773.443,421,3.06135018595685
"1988","2421500","June 30, 1988","1400",NA,NA,36,NA,NA,30,1.2,0,5.11111111111111,0.266666666666667,1579,4,"Quebec",646773.443,421,0.556609124719427
"1988","2421550","June 30, 1988","1400",NA,NA,72,NA,NA,28,2.57142857142857,0,6.28571428571429,1.07142857142857,1579,4,"Quebec",646773.443,421,1.11321824943885
"1988","2421600","June 30, 1988","1400",NA,NA,82,NA,NA,29,2.82758620689655,0,5.46666666666667,0.586206896551724,1579,4,"Quebec",646773.443,421,1.26783189519425
"1988","2421650","June 30, 1988","1400",NA,NA,78,NA,NA,59,1.32203389830508,0,5.5625,0.542372881355932,1579,4,"Quebec",646773.443,421,1.20598643689209
"1988","2421700","June 30, 1988","1400",NA,NA,44,NA,NA,35,1.25714285714286,0,5.375,0.571428571428571,1579,4,"Quebec",646773.443,421,0.680300041323744
"1988","2421780","June 30, 1988","1400",NA,NA,74,NA,NA,59,1.25423728813559,0,5.1,0.559322033898305,1579,4,"Quebec",646773.443,421,1.14414097858993
"1988","2429110","June 30, 1988","1400",NA,NA,186,NA,NA,152,1.22368421052632,0,4.63636363636364,0.493421052631579,1579,4,"Quebec",646773.443,421,2.87581381105037
"1988","2429130","December 31, 1988","1400",NA,NA,29,NA,NA,27,1.07407407407407,0,8.42105263157895,0.777777777777778,1579,4,"Quebec",646773.443,421,0.448379572690649
"1988","2429140","December 31, 1988","1400",NA,NA,5,NA,NA,5,1,0,8.5,0.4,1579,4,"Quebec",646773.443,421,0.0773068228776981
"1988","2429160","June 30, 1988","1400",NA,NA,26,NA,NA,26,1,0,6.4,0.230769230769231,1579,4,"Quebec",646773.443,421,0.40199547896403
"1988","2452440","September 30, 1988","1060",NA,NA,15,NA,NA,11,1.36363636363636,0.181818181818182,3.33333333333333,0.363636363636364,709,4,"Montreal",3351700.63,462,0.0447534003059217
"1988","2452480","December 31, 1988","1060",NA,NA,9,NA,NA,9,1,0,3,1.11111111111111,709,4,"Montreal",3351700.63,462,0.026852040183553
"1988","2452550","December 31, 1988","1060",NA,NA,25,NA,NA,18,1.38888888888889,0,5,1.22222222222222,709,4,"Montreal",3351700.63,462,0.0745890005098695
"1988","2452700","December 31, 1988","1060",NA,NA,65,NA,NA,54,1.2037037037037,0,4.69230769230769,1.07407407407407,709,4,"Montreal",3351700.63,462,0.193931401325661
"1988","2452780","December 31, 1988","1060",NA,NA,214,NA,NA,86,2.48837209302326,0,6.35294117647059,1.24418604651163,709,4,"Montreal",3351700.63,462,0.638481844364483
"1988","2456120","December 31, 1988","1060",NA,NA,203,NA,NA,144,1.40972222222222,0.0277777777777778,4.04347826086957,1.0625,709,4,"Montreal",3351700.63,462,0.605662684140141
"1988","2456200","December 31, 1988","1060",NA,NA,27,NA,NA,27,1,0,4,3.55555555555556,709,4,"Montreal",3351700.63,462,0.0805561205506591
"1988","2456280","December 31, 1988","1060",NA,NA,59,NA,NA,44,1.34090909090909,0.0681818181818182,10.6666666666667,0.25,709,4,"Montreal",3351700.63,462,0.176030041203292
"1988","2456310","December 31, 1988","1060",NA,NA,86,NA,NA,60,1.43333333333333,0,5.26923076923077,0.966666666666667,709,4,"Montreal",3351700.63,462,0.256586161753951
"1988","2456400","December 31, 1988","1060",NA,NA,412,NA,NA,253,1.62845849802372,0.0592885375494071,4.77777777777778,0.33596837944664,709,4,"Montreal",3351700.63,462,1.22922672840265
"1988","2456450","December 31, 1988","1060",NA,NA,15,NA,NA,6,2.5,0,6.2,2.66666666666667,709,4,"Montreal",3351700.63,462,0.0447534003059217
"1988","2456580","December 31, 1988","1060",NA,NA,260,NA,NA,11,23.6363636363636,0.272727272727273,5.63636363636364,2.90909090909091,709,4,"Montreal",3351700.63,462,0.775725605302643
"1988","2456650","December 31, 1988","1060",NA,NA,545,NA,NA,268,2.03358208955224,0.0746268656716418,5.76315789473684,1.15671641791045,709,4,"Montreal",3351700.63,462,1.62604021111516
"1988","2456750","December 31, 1988","1060",NA,NA,152,NA,NA,123,1.23577235772358,0,4.84615384615385,0.528455284552846,709,4,"Montreal",3351700.63,462,0.453501123100007
"1988","2457110","December 31, 1988","1060",NA,NA,29,NA,NA,9,3.22222222222222,0,6.5,1.11111111111111,709,4,"Montreal",3351700.63,462,0.0865232405914486
"1988","2457150","December 31, 1988","1060",NA,NA,57,NA,NA,57,1,0,6,1.01754385964912,709,4,"Montreal",3351700.63,462,0.170062921162503
"1988","2457200","December 31, 1988","1060",NA,NA,9,NA,NA,9,1,0,4.4,0,709,4,"Montreal",3351700.63,462,0.026852040183553
"1988","2457280","December 31, 1988","1060",NA,NA,285,NA,NA,242,1.17768595041322,0.0165289256198347,5.43478260869565,0.785123966942149,709,4,"Montreal",3351700.63,462,0.850314605812513
"1988","2457320","December 31, 1988","1060",NA,NA,225,NA,NA,141,1.59574468085106,0,3.37931034482759,1.17021276595745,709,4,"Montreal",3351700.63,462,0.671301004588826
"1988","2457400","December 31, 1988","1060",NA,NA,107,NA,NA,86,1.24418604651163,0.0348837209302326,4.81578947368421,0.651162790697674,709,4,"Montreal",3351700.63,462,0.319240922182242
"1988","2462110","December 31, 1988","1060",NA,NA,41,NA,NA,41,1,0,3.66666666666667,0.951219512195122,709,4,"Montreal",3351700.63,462,0.122325960836186
"1988","2462200","December 31, 1988","1060",NA,NA,628,NA,NA,310,2.0258064516129,0.251612903225806,5.31932773109244,1.17799352750809,709,4,"Montreal",3351700.63,462,1.87367569280792
"1988","2462240","December 31, 1988","1060",NA,NA,283,NA,NA,257,1.1011673151751,0.0155642023346304,3.46,0.607003891050584,709,4,"Montreal",3351700.63,462,0.844347485771723
"1988","2462260","September 30, 1988","1060",NA,NA,9,NA,NA,6,1.5,0.333333333333333,6,1,709,4,"Montreal",3351700.63,462,0.026852040183553
"1988","2462280","December 31, 1988","1060",NA,NA,279,NA,NA,217,1.28571428571429,0.0368663594470046,5.36666666666667,0.534562211981567,709,4,"Montreal",3351700.63,462,0.832413245690144
"1988","2462310","December 31, 1988","1060",NA,NA,297,NA,NA,234,1.26923076923077,0,6.07042253521127,0.790598290598291,709,4,"Montreal",3351700.63,462,0.88611732605725
"1988","2462510","December 31, 1988","1060",NA,NA,335,NA,NA,313,1.0702875399361,0.012779552715655,6.0635838150289,0.546325878594249,709,4,"Montreal",3351700.63,462,0.999492606832252
"1988","2463110","December 31, 1988","1060",NA,NA,390,NA,NA,310,1.25806451612903,0,4.53260869565217,0.316129032258064,709,4,"Montreal",3351700.63,462,1.16358840795396
"1988","2463130","December 31, 1988","1060",NA,NA,168,NA,NA,157,1.07006369426752,0,6.4954954954955,0.942675159235669,709,4,"Montreal",3351700.63,462,0.501238083426323
"1988","2463150","December 31, 1988","1060",NA,NA,608,NA,NA,253,2.40316205533597,0.0158102766798419,7.15841584158416,0.743083003952569,709,4,"Montreal",3351700.63,462,1.81400449240003
"1988","2463170","December 31, 1988","1060",NA,NA,60,NA,NA,60,1,0,6.45454545454545,0.983333333333333,709,4,"Montreal",3351700.63,462,0.179013601223687
"1988","2463190","December 31, 1988","1060",NA,NA,448,NA,NA,374,1.19786096256684,0.0053475935828877,4.51948051948052,0.211229946524064,709,4,"Montreal",3351700.63,462,1.33663488913686
"1988","2463200","December 31, 1988","1060",NA,NA,102,NA,NA,67,1.52238805970149,0,7.52173913043478,0.223880597014925,709,4,"Montreal",3351700.63,462,0.304323122080268
"1988","2463220","December 31, 1988","1060",NA,NA,669,NA,NA,432,1.54861111111111,0,5.58730158730159,0.946759259259259,709,4,"Montreal",3351700.63,462,1.99600165364411
"1988","2463250","December 31, 1988","1060",NA,NA,153,NA,NA,116,1.31896551724138,0,5.48936170212766,0.508620689655172,709,4,"Montreal",3351700.63,462,0.456484683120401
"1988","2464500","December 31, 1988","1060",NA,NA,3147,NA,NA,1085,2.90046082949309,0.0230414746543779,6.17248908296943,0.531797235023041,709,4,"Montreal",3351700.63,462,9.38926338418237
"1988","2465160","December 31, 1988","1060",NA,NA,23,NA,NA,6,3.83333333333333,0.666666666666667,6.16666666666667,0.5,709,4,"Montreal",3351700.63,462,0.06862188046908
"1988","2465180","December 31, 1988","1060",NA,NA,116,NA,NA,12,9.66666666666667,0.75,6.75,4.58333333333333,709,4,"Montreal",3351700.63,462,0.346092962365795
"1988","2465200","December 31, 1988","1060",NA,NA,445,NA,NA,27,16.4814814814815,0.333333333333333,5.69565217391304,1.14814814814815,709,4,"Montreal",3351700.63,462,1.32768420907568
"1988","2465220","December 31, 1988","1060",NA,NA,99,NA,NA,33,3,0.121212121212121,7.33333333333333,1,709,4,"Montreal",3351700.63,462,0.295372442019083
"1988","2465260","December 31, 1988","1060",NA,NA,3916,NA,NA,725,5.40137931034483,0.742068965517241,6.97346600331675,1.39972337482711,709,4,"Montreal",3351700.63,462,11.683621039866
"1988","2465280","December 31, 1988","1060",NA,NA,48,NA,NA,10,4.8,0,6.5,2.4,709,4,"Montreal",3351700.63,462,0.143210880978949
"1988","2465300","December 31, 1988","1060",NA,NA,164,NA,NA,9,18.2222222222222,2.44444444444444,10.25,2.66666666666667,709,4,"Montreal",3351700.63,462,0.489303843344744
"1988","2465320","December 31, 1988","1060",NA,NA,536,NA,NA,34,15.7647058823529,3.70588235294118,10.6969696969697,1.63636363636364,709,4,"Montreal",3351700.63,462,1.5991881709316
"1988","2465340","December 31, 1988","1060",NA,NA,365,NA,NA,63,5.79365079365079,0.555555555555556,6.64516129032258,1.77777777777778,709,4,"Montreal",3351700.63,462,1.0889994074441
"1988","2465380","June 30, 1988","1060",NA,NA,1,NA,NA,1,1,0,7,3,709,4,"Montreal",3351700.63,462,0.00298356002039478
"1988","2465400","September 30, 1988","1060",NA,NA,68,NA,NA,2,34,0,10,3,709,4,"Montreal",3351700.63,462,0.202882081386845
"1988","2465420","December 31, 1988","1060",NA,NA,228,NA,NA,57,4,0.228070175438596,7.6,1.35087719298246,709,4,"Montreal",3351700.63,462,0.68025168465001
"1988","2465440","December 31, 1988","1060",NA,NA,178,NA,NA,22,8.09090909090909,0.909090909090909,8.65,1.36363636363636,709,4,"Montreal",3351700.63,462,0.531073683630271
"1988","2465460","December 31, 1988","1060",NA,NA,19,NA,NA,3,6.33333333333333,0,12,2.66666666666667,709,4,"Montreal",3351700.63,462,0.0566876403875008
"1988","2465480","December 31, 1988","1060",NA,NA,489,NA,NA,37,13.2162162162162,1.2972972972973,11.1944444444444,2.51351351351351,709,4,"Montreal",3351700.63,462,1.45896084997305
"1988","2465500","December 31, 1988","1060",NA,NA,91,NA,NA,33,2.75757575757576,0.181818181818182,6.65217391304348,1.15151515151515,709,4,"Montreal",3351700.63,462,0.271503961855925
"1988","2465540","December 31, 1988","1060",NA,NA,83,NA,NA,43,1.93023255813953,0.209302325581395,7.14285714285714,1.175,709,4,"Montreal",3351700.63,462,0.247635481692767
"1988","2465560","December 31, 1988","1060",NA,NA,4,NA,NA,4,1,0,5,2.5,709,4,"Montreal",3351700.63,462,0.0119342400815791
"1988","2465580","December 31, 1988","1060",NA,NA,189,NA,NA,160,1.18125,0.01875,7.07894736842105,1.175,709,4,"Montreal",3351700.63,462,0.563892843854614
"1988","2465600","December 31, 1988","1060",NA,NA,132,NA,NA,124,1.06451612903226,0,5.95402298850575,1.18548387096774,709,4,"Montreal",3351700.63,462,0.393829922692111
"1988","2465620","December 31, 1988","1060",NA,NA,96,NA,NA,40,2.4,0.025,7.92857142857143,1.79487179487179,709,4,"Montreal",3351700.63,462,0.286421761957899
"1988","2465640","December 31, 1988","1060",NA,NA,75,NA,NA,28,2.67857142857143,0.107142857142857,8.5,1.10714285714286,709,4,"Montreal",3351700.63,462,0.223767001529609
"1988","2465700","December 31, 1988","1060",NA,NA,1050,NA,NA,403,2.60545905707196,0.233250620347395,5.91701244813278,0.967741935483871,709,4,"Montreal",3351700.63,462,3.13273802141452
"1988","2465720","December 31, 1988","1060",NA,NA,167,NA,NA,88,1.89772727272727,0,7.34883720930233,1.88636363636364,709,4,"Montreal",3351700.63,462,0.498254523405928
"1988","2465740","December 31, 1988","1060",NA,NA,122,NA,NA,20,6.1,2.25,4.6875,1.10526315789474,709,4,"Montreal",3351700.63,462,0.363994322488163
"1988","2466300","December 31, 1988","1060",NA,NA,156,NA,NA,97,1.60824742268041,0,4.76744186046512,0.793814432989691,709,4,"Montreal",3351700.63,462,0.465435363181586
"1988","2466380","December 31, 1988","1060",NA,NA,432,NA,NA,125,3.456,0.072,5.94871794871795,1.12,709,4,"Montreal",3351700.63,462,1.28889792881055
"1988","2466420","December 31, 1988","1060",NA,NA,84,NA,NA,49,1.71428571428571,0.469387755102041,7.80769230769231,1.48979591836735,709,4,"Montreal",3351700.63,462,0.250619041713162
"1988","2466500","December 31, 1988","1060",NA,NA,102,NA,NA,76,1.34210526315789,0.105263157894737,5.84210526315789,0.710526315789474,709,4,"Montreal",3351700.63,462,0.304323122080268
"1988","2466600","December 31, 1988","1060",NA,NA,72,NA,NA,26,2.76923076923077,0.115384615384615,6.21428571428571,1.38461538461538,709,4,"Montreal",3351700.63,462,0.214816321468424
"1988","2466700","December 31, 1988","1060",NA,NA,283,NA,NA,243,1.16460905349794,0,4.81578947368421,0.748971193415638,709,4,"Montreal",3351700.63,462,0.844347485771723
"1988","2466780","December 31, 1988","1060",NA,NA,10,NA,NA,10,1,0,7.5,0.9,709,4,"Montreal",3351700.63,462,0.0298356002039478
"1988","2469480","December 31, 1988","1060",NA,NA,44,NA,NA,44,1,0,6.2,0.977272727272727,709,4,"Montreal",3351700.63,462,0.13127664089737
"1988","2469540","December 31, 1988","1060",NA,NA,19,NA,NA,12,1.58333333333333,0,5.4,1.33333333333333,709,4,"Montreal",3351700.63,462,0.0566876403875008
"1988","2469600","December 31, 1988","1060",NA,NA,239,NA,NA,170,1.40588235294118,0.0529411764705882,5.21739130434783,1.36470588235294,709,4,"Montreal",3351700.63,462,0.713070844874353
"1988","2470110","December 31, 1988","1060",NA,NA,9,NA,NA,9,1,0,3.125,0.777777777777778,709,4,"Montreal",3351700.63,462,0.026852040183553
"1988","2470180","September 30, 1988","1060",NA,NA,17,NA,NA,17,1,0,4.66666666666667,0.470588235294118,709,4,"Montreal",3351700.63,462,0.0507205203467113
"1988","2470460","September 30, 1988","1060",NA,NA,38,NA,NA,20,1.9,0,5.25,0.3,709,4,"Montreal",3351700.63,462,0.113375280775002
"1988","2471120","September 30, 1988","1060",NA,NA,2,NA,NA,2,1,0,3,0,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2472150","December 31, 1988","1060",NA,NA,76,NA,NA,48,1.58333333333333,0.208333333333333,5.31578947368421,1.45833333333333,709,4,"Montreal",3351700.63,462,0.226750561550003
"1988","2472180","December 31, 1988","1060",NA,NA,41,NA,NA,41,1,0,4.16,0.780487804878049,709,4,"Montreal",3351700.63,462,0.122325960836186
"1988","2472200","September 30, 1988","1060",NA,NA,11,NA,NA,11,1,0,5.88888888888889,1.54545454545455,709,4,"Montreal",3351700.63,462,0.0328191602243426
"1988","2472210","December 31, 1988","1060",NA,NA,25,NA,NA,15,1.66666666666667,0,4.18181818181818,0.0666666666666667,709,4,"Montreal",3351700.63,462,0.0745890005098695
"1988","2472230","December 31, 1988","1060",NA,NA,105,NA,NA,41,2.5609756097561,0.804878048780488,4.83333333333333,0.609756097560976,709,4,"Montreal",3351700.63,462,0.313273802141452
"1988","2472260","December 31, 1988","1060",NA,NA,168,NA,NA,152,1.10526315789474,0,4.36111111111111,0.828947368421053,709,4,"Montreal",3351700.63,462,0.501238083426323
"1988","2472300","December 31, 1988","1060",NA,NA,9,NA,NA,9,1,0,5.44444444444444,1.44444444444444,709,4,"Montreal",3351700.63,462,0.026852040183553
"1988","2472310","September 30, 1988","1060",NA,NA,2,NA,NA,2,1,0,5,1.5,709,4,"Montreal",3351700.63,462,0.00596712004078956
"1988","2472360","December 31, 1988","1060",NA,NA,36,NA,NA,30,1.2,0,6.09090909090909,0.551724137931034,709,4,"Montreal",3351700.63,462,0.107408160734212
"1988","2472400","December 31, 1988","1060",NA,NA,268,NA,NA,258,1.03875968992248,0,4.8030303030303,1.32558139534884,709,4,"Montreal",3351700.63,462,0.799594085465801
"1988","2473120","December 31, 1988","1060",NA,NA,354,NA,NA,288,1.22916666666667,0.00694444444444444,5.40860215053763,0.440972222222222,709,4,"Montreal",3351700.63,462,1.05618024721975
"1988","2473180","December 31, 1988","1060",NA,NA,149,NA,NA,117,1.27350427350427,0,5.25,0.222222222222222,709,4,"Montreal",3351700.63,462,0.444550443038822
"1988","2473200","December 31, 1988","1060",NA,NA,62,NA,NA,62,1,0,6.82608695652174,0.193548387096774,709,4,"Montreal",3351700.63,462,0.184980721264476
"1988","2473240","December 31, 1988","1060",NA,NA,34,NA,NA,34,1,0,4.06666666666667,0.441176470588235,709,4,"Montreal",3351700.63,462,0.101441040693423
"1988","2473300","December 31, 1988","1060",NA,NA,97,NA,NA,93,1.04301075268817,0,5.50909090909091,0.516129032258065,709,4,"Montreal",3351700.63,462,0.289405321978294
"1988","2473380","December 31, 1988","1060",NA,NA,8,NA,NA,8,1,0,3.66666666666667,0.5,709,4,"Montreal",3351700.63,462,0.0238684801631582
"1988","2473420","December 31, 1988","1060",NA,NA,11,NA,NA,11,1,0,5.22222222222222,0.818181818181818,709,4,"Montreal",3351700.63,462,0.0328191602243426
"1988","2473500","December 31, 1988","1060",NA,NA,7,NA,NA,2,3.5,0,6,1,709,4,"Montreal",3351700.63,462,0.0208849201427635
"1988","2473580","December 31, 1988","1060",NA,NA,8,NA,NA,8,1,0,10.25,1.375,709,4,"Montreal",3351700.63,462,0.0238684801631582
"1988","2473650","December 31, 1988","1060",NA,NA,230,NA,NA,180,1.27777777777778,0,7.05633802816901,0.688888888888889,709,4,"Montreal",3351700.63,462,0.6862188046908
"1988","3503016","December 31, 1988","1265",NA,NA,79,NA,NA,78,1.01282051282051,0,8.16666666666667,0.333333333333333,883,4,"Ottawa",934282.964,505,0.845568238360814
"1988","3503021","December 31, 1988","1265",NA,NA,133,NA,NA,104,1.27884615384615,0,3.77777777777778,0.307692307692308,883,4,"Ottawa",934282.964,505,1.42355159116441
"1988","3506001","December 31, 1988","1265",NA,NA,144,NA,NA,144,1,0,4.1530612244898,0.215277777777778,883,4,"Ottawa",934282.964,505,1.54128894080959
"1988","3506004","December 31, 1988","1265",NA,NA,648,NA,NA,603,1.07462686567164,0,5.22037037037037,0.416252072968491,883,4,"Ottawa",934282.964,505,6.93580023364313
"1988","3506006","December 31, 1988","1265",NA,NA,547,NA,NA,370,1.47837837837838,0,4.79487179487179,0.613513513513513,883,4,"Ottawa",934282.964,505,5.85475729599197
"1988","3506009","December 31, 1988","1265",NA,NA,89,NA,NA,55,1.61818181818182,0.145454545454545,4.43478260869565,1.09090909090909,883,4,"Ottawa",934282.964,505,0.952602192583702
"1988","3506011","December 31, 1988","1265",NA,NA,4,NA,NA,4,1,0,7.25,1.25,883,4,"Ottawa",934282.964,505,0.0428135816891551
"1988","3506012","December 31, 1988","1265",NA,NA,839,NA,NA,604,1.38907284768212,0.00993377483443709,4.43589743589744,0.582781456953642,883,4,"Ottawa",934282.964,505,8.98014875930029
"1988","3506014","December 31, 1988","1265",NA,NA,1973,NA,NA,369,5.34688346883469,0.113821138211382,6.44207317073171,0.940379403794038,883,4,"Ottawa",934282.964,505,21.1177991681758
"1988","3506018","December 31, 1988","1265",NA,NA,108,NA,NA,108,1,0,4.01234567901235,0.0648148148148148,883,4,"Ottawa",934282.964,505,1.15596670560719
"1988","3506027","December 31, 1988","1265",NA,NA,166,NA,NA,166,1,0,3.9646017699115,0.367469879518072,883,4,"Ottawa",934282.964,505,1.77676364009994
"1988","3506030","December 31, 1988","1265","OTTAWA","MISSISSIPPI MILLS T",488,NA,NA,375,1.30133333333333,0,4.16887417218543,0.408,883,4,"Ottawa",934282.964,505,5.22325696607693
"1988","3506042","December 31, 1988","1265",NA,NA,151,NA,NA,151,1,0,5.4812030075188,0.483443708609272,883,4,"Ottawa",934282.964,505,1.61621270876561
"1988","3518001","June 30, 1988","2270","TORONTO","OAKVILLE T",858,NA,NA,858,1,0,6.72375,1.002331002331,1405,4,"Toronto",3917164.25,535,2.19036002894185
