reference_period,metro,metcode,FSA,total_starts,num_structures,starts_accsuite,starts_no_accsuite,unitsperstructure,avgstorycount,avgpermit_to_start_time
2004,Quebec,1400,G3E,2.0,2,,,1.0,0.0,0.0
2004,Quebec,1400,G6C,2.0,2,,,1.0,0.0,0.0
2004,Quebec,1400,G1C,3.0,3,,,1.0,0.0,0.0
2004,Quebec,1400,G6W,5.0,2,,,3.0,0.0,0.0
2004,Quebec,1400,G6K,1.0,1,,,1.0,0.0,0.0
2004,Quebec,1400,G2A,1.0,1,,,1.0,0.0,0.0
2005,Quebec,1400,G2A,21.0,6,,,4.0,0.0,1.75
2005,Quebec,1400,G3B,15.0,15,,,1.0,0.0,0.0
2005,Quebec,1400,G6W,27.0,6,,,5.0,0.0,0.0
2005,Quebec,1400,G3G,15.0,14,,,1.0,0.0,0.0
2005,Quebec,1400,G1B,31.0,22,,,1.0,0.0,0.14
2005,Quebec,1400,G1L,37.0,1,,,37.0,0.0,2.0
2005,Quebec,1400,G1T,151.0,2,,,76.0,0.0,0.0
2005,Quebec,1400,G2N,10.0,10,,,1.0,0.0,0.0
2005,Quebec,1400,G3A,31.0,15,,,2.0,0.0,0.29
2005,Quebec,1400,G6K,43.0,29,,,1.0,0.07,0.34
2005,Quebec,1400,G6V,63.0,24,,,3.0,0.0,0.17
2005,Quebec,1400,G7A,6.0,6,,,1.0,0.0,0.0
2005,Quebec,1400,G1C,46.0,28,,,2.0,0.0,0.39
2005,Quebec,1400,G2E,10.0,10,,,1.0,0.0,0.0
2005,Quebec,1400,G1W,8.0,2,,,4.0,0.0,0.0
2005,Quebec,1400,G6Z,59.0,38,,,2.0,0.0,0.08
2005,Quebec,1400,G1N,1.0,1,,,1.0,0.0,0.0
2005,Quebec,1400,G2C,84.0,11,,,8.0,0.0,0.55
2005,Quebec,1400,G6C,7.0,4,,,2.0,0.0,0.0
2005,Quebec,1400,G2M,2.0,2,,,1.0,0.0,0.0
2005,Quebec,1400,G1P,96.0,3,,,32.0,0.0,0.0
2005,Quebec,1400,G2B,40.0,29,,,1.0,0.0,0.07
2005,Quebec,1400,,4.0,3,,,1.0,0.0,0.67
2005,Quebec,1400,G1E,50.0,2,,,25.0,0.0,3.0
2005,Quebec,1400,G1G,112.0,5,,,22.0,0.0,0.0
2005,Quebec,1400,G1M,68.0,1,,,68.0,0.0,0.0
2005,Quebec,1400,G0A,124.0,103,,,1.0,0.0,0.11
2005,Quebec,1400,G1X,367.0,17,,,22.0,0.0,0.41
2005,Quebec,1400,G0R,3.0,3,,,1.0,0.0,0.0
2005,Quebec,1400,G6X,24.0,2,,,12.0,0.0,0.0
2005,Quebec,1400,G1K,102.0,2,,,51.0,0.0,8.0
2005,Quebec,1400,G3E,38.0,32,,,1.0,0.0,0.09
2005,Quebec,1400,G2G,10.0,10,,,1.0,0.0,0.0
2005,Quebec,1400,G1H,2.0,1,,,2.0,0.0,12.0
2005,Quebec,1400,G3J,11.0,9,,,1.0,0.0,0.0
2005,Quebec,1400,G2J,52.0,4,,,13.0,0.0,0.0
2005,Quebec,1400,G2K,5.0,5,,,1.0,0.0,0.0
2005,Quebec,1400,G3K,9.0,6,,,2.0,0.0,0.33
2005,Quebec,1400,nan,4051.0,2588,,,2.0,0.0,0.22
2006,Quebec,1400,G1M,6.0,3,,,2.0,0.33,3.0
2006,Quebec,1400,G1Y,5.0,2,,,3.0,0.0,0.0
2006,Quebec,1400,G1B,103.0,80,,,1.0,0.15,0.08
2006,Quebec,1400,G1T,31.0,13,,,2.0,0.15,0.92
2006,Quebec,1400,G2B,123.0,118,,,1.0,0.02,0.08
2006,Quebec,1400,nan,1758.0,986,,,2.0,0.14,0.25
2006,Quebec,1400,G2M,12.0,11,,,1.0,0.0,0.0
2006,Quebec,1400,G2N,33.0,27,,,1.0,0.07,0.44
2006,Quebec,1400,G3G,68.0,62,,,1.0,0.06,0.26
2006,Quebec,1400,G2K,45.0,36,,,1.0,0.06,0.71
2006,Quebec,1400,G1X,42.0,38,,,1.0,0.05,0.18
2006,Quebec,1400,G1J,8.0,1,,,8.0,0.0,0.0
2006,Quebec,1400,G1S,1.0,1,,,1.0,0.0,1.0
2006,Quebec,1400,G1W,104.0,19,,,5.0,0.11,0.42
2006,Quebec,1400,G2C,313.0,103,,,3.0,0.44,0.19
2006,Quebec,1400,G2J,17.0,7,,,2.0,0.86,0.0
2006,Quebec,1400,G6C,94.0,45,,,2.0,0.04,0.13
2006,Quebec,1400,G1C,292.0,180,,,2.0,0.19,0.33
2006,Quebec,1400,G1H,38.0,10,,,4.0,0.7,0.7
2006,Quebec,1400,G2E,177.0,57,,,3.0,0.16,0.28
2006,Quebec,1400,G6V,172.0,54,,,3.0,0.07,0.59
2006,Quebec,1400,G1N,21.0,1,,,21.0,3.0,1.0
2006,Quebec,1400,G1K,69.0,8,,,9.0,0.38,3.0
2006,Quebec,1400,G3B,92.0,91,,,1.0,0.02,0.01
2006,Quebec,1400,G1G,52.0,7,,,7.0,1.86,0.71
2006,Quebec,1400,G1E,67.0,9,,,7.0,0.78,1.44
2006,Quebec,1400,G6K,83.0,65,,,1.0,0.12,0.05
2006,Quebec,1400,G6Z,55.0,36,,,2.0,0.17,0.31
2006,Quebec,1400,G0A,306.0,291,,,1.0,0.0,0.16
2006,Quebec,1400,G1L,31.0,1,,,31.0,0.0,4.0
2006,Quebec,1400,G1R,98.0,2,,,49.0,0.0,2.5
2006,Quebec,1400,G7A,65.0,65,,,1.0,0.0,0.26
2006,Quebec,1400,G1P,79.0,5,,,16.0,0.4,0.6
2006,Quebec,1400,G2G,43.0,37,,,1.0,0.0,0.08
2006,Quebec,1400,G2L,33.0,4,,,8.0,0.75,0.0
2006,Quebec,1400,G3A,134.0,83,,,2.0,0.06,0.1
2006,Quebec,1400,G3E,196.0,148,,,1.0,0.15,0.21
2006,Quebec,1400,G3J,22.0,20,,,1.0,0.0,0.25
2006,Quebec,1400,G2A,51.0,16,,,3.0,0.75,0.56
2006,Quebec,1400,G6W,163.0,40,,,4.0,0.68,0.7
2006,Quebec,1400,G3K,74.0,63,,,1.0,0.03,0.13
2007,Quebec,1400,G1C,473.0,106,,,4.0,0.94,0.32
2007,Quebec,1400,G1V,24.0,1,,,24.0,3.0,0.0
2007,Quebec,1400,G1W,119.0,11,,,11.0,0.0,0.22
2007,Quebec,1400,G1Y,10.0,6,,,2.0,0.0,0.33
2007,Quebec,1400,G2N,58.0,39,,,1.0,0.05,0.33
2007,Quebec,1400,G1G,66.0,29,,,2.0,0.79,0.69
2007,Quebec,1400,G2K,28.0,16,,,2.0,0.0,0.13
2007,Quebec,1400,G2M,3.0,3,,,1.0,0.0,1.0
2007,Quebec,1400,G1L,92.0,3,,,31.0,1.67,0.0
2007,Quebec,1400,G1N,45.0,2,,,23.0,3.0,0.0
2007,Quebec,1400,G1M,3.0,1,,,3.0,0.0,
2007,Quebec,1400,G7A,24.0,24,,,1.0,0.0,0.25
2007,Quebec,1400,G1K,74.0,3,,,25.0,3.33,0.67
2007,Quebec,1400,G2E,96.0,12,,,8.0,0.42,0.25
2007,Quebec,1400,G3K,120.0,97,,,1.0,0.06,0.31
2007,Quebec,1400,G3E,194.0,165,,,1.0,0.19,0.06
2007,Quebec,1400,G6Z,45.0,37,,,1.0,0.05,0.3
2007,Quebec,1400,G1T,75.0,5,,,15.0,0.0,0.0
2007,Quebec,1400,G6K,36.0,29,,,1.0,0.07,0.68
2007,Quebec,1400,G1P,142.0,4,,,36.0,1.0,0.75
2007,Quebec,1400,G3G,66.0,59,,,1.0,0.14,0.31
2007,Quebec,1400,G2A,49.0,32,,,2.0,0.09,0.09
2007,Quebec,1400,G0R,42.0,32,,,1.0,0.0,0.16
2007,Quebec,1400,G0A,394.0,368,,,1.0,0.0,0.24
2007,Quebec,1400,G3B,47.0,47,,,1.0,0.0,0.26
2007,Quebec,1400,G1E,21.0,18,,,1.0,0.22,0.72
2007,Quebec,1400,G3J,69.0,40,,,2.0,0.08,0.28
2007,Quebec,1400,G1B,69.0,61,,,1.0,0.16,0.15
2007,Quebec,1400,G2C,397.0,143,,,3.0,0.24,0.23
2007,Quebec,1400,G2G,26.0,26,,,1.0,0.0,0.04
2007,Quebec,1400,G1X,55.0,46,,,1.0,0.0,0.0
2007,Quebec,1400,G3A,95.0,76,,,1.0,0.08,0.08
2007,Quebec,1400,G6C,99.0,44,,,2.0,0.09,0.23
2007,Quebec,1400,G2J,358.0,18,,,20.0,0.33,0.13
2007,Quebec,1400,G6V,226.0,67,,,3.0,0.09,0.55
2007,Quebec,1400,G6W,71.0,29,,,2.0,0.1,0.33
2007,Quebec,1400,nan,1199.0,784,,,2.0,0.11,0.34
2007,Quebec,1400,G1H,126.0,19,,,7.0,1.68,3.0
2007,Quebec,1400,G1S,9.0,6,,,2.0,0.33,1.17
2007,Quebec,1400,G2B,130.0,118,,,1.0,0.13,0.26
2007,Quebec,1400,G2L,9.0,5,,,2.0,0.6,0.6
2008,Quebec,1400,G2L,38.0,19,,,2.0,0.0,0.84
2008,Quebec,1400,G6C,45.0,14,,,3.0,0.21,1.22
2008,Quebec,1400,nan,1153.0,708,,,2.0,0.12,0.6
2008,Quebec,1400,G1L,3.0,1,,,3.0,3.0,0.0
2008,Quebec,1400,G1X,30.0,24,,,1.0,0.0,0.17
2008,Quebec,1400,G6V,462.0,38,,,12.0,0.13,1.03
2008,Quebec,1400,G0R,96.0,68,,,1.0,0.0,0.4
2008,Quebec,1400,G2A,61.0,24,,,3.0,0.33,0.58
2008,Quebec,1400,G1C,319.0,79,,,4.0,0.9,0.56
2008,Quebec,1400,G1P,179.0,8,,,22.0,0.25,0.88
2008,Quebec,1400,G6W,103.0,46,,,2.0,0.04,0.61
2008,Quebec,1400,G2K,11.0,11,,,1.0,0.0,0.91
2008,Quebec,1400,G1V,1.0,1,,,1.0,0.0,3.0
2008,Quebec,1400,G1W,11.0,11,,,1.0,0.0,0.27
2008,Quebec,1400,G1E,181.0,32,,,6.0,0.63,0.67
2008,Quebec,1400,G1G,55.0,10,,,6.0,0.2,2.7
2008,Quebec,1400,G2B,199.0,120,,,2.0,0.16,0.37
2008,Quebec,1400,G0A,479.0,401,,,1.0,0.03,0.35
2008,Quebec,1400,G6K,16.0,9,,,2.0,0.22,0.63
2008,Quebec,1400,G2C,297.0,59,,,5.0,0.69,1.44
2008,Quebec,1400,G2G,22.0,21,,,1.0,0.0,0.33
2008,Quebec,1400,G3A,77.0,66,,,1.0,0.0,0.39
2008,Quebec,1400,G3B,38.0,38,,,1.0,0.0,0.5
2008,Quebec,1400,G1J,12.0,3,,,4.0,3.0,4.33
2008,Quebec,1400,G1K,25.0,4,,,6.0,2.75,0.5
2008,Quebec,1400,G1M,213.0,3,,,71.0,0.0,0.5
2008,Quebec,1400,G2J,23.0,18,,,1.0,0.11,1.39
2008,Quebec,1400,G2N,63.0,54,,,1.0,0.04,0.57
2008,Quebec,1400,G1H,20.0,6,,,3.0,0.0,1.33
2008,Quebec,1400,G3E,126.0,108,,,1.0,0.18,0.31
2008,Quebec,1400,G3G,46.0,43,,,1.0,0.09,0.6
2008,Quebec,1400,G6X,2.0,2,,,1.0,0.0,0.0
2008,Quebec,1400,G6Z,112.0,96,,,1.0,0.0,0.13
2008,Quebec,1400,G1S,46.0,2,,,23.0,0.0,5.0
2008,Quebec,1400,G2M,469.0,231,,,2.0,0.23,0.09
2008,Quebec,1400,G3K,279.0,157,,,2.0,0.08,0.43
2008,Quebec,1400,G3J,50.0,44,,,1.0,0.09,0.5
2008,Quebec,1400,G1B,37.0,29,,,1.0,0.34,0.55
2008,Quebec,1400,G1N,36.0,6,,,6.0,1.83,0.2
2008,Quebec,1400,G1R,4.0,1,,,4.0,0.0,0.0
2008,Quebec,1400,G1T,7.0,6,,,1.0,0.0,0.67
2008,Quebec,1400,G1Y,10.0,8,,,1.0,0.0,0.5
2008,Quebec,1400,G7A,1.0,1,,,1.0,0.0,1.0
2009,Quebec,1400,G1B,135.0,109,,,1.0,0.1,0.54
2009,Quebec,1400,G2M,247.0,91,,,3.0,0.49,0.59
2009,Quebec,1400,G1N,20.0,5,,,4.0,2.4,0.8
2009,Quebec,1400,G2B,393.0,188,,,2.0,0.1,0.56
2009,Quebec,1400,G1G,206.0,42,,,5.0,0.71,1.03
2009,Quebec,1400,G0R,73.0,68,,,1.0,0.0,0.51
2009,Quebec,1400,G1S,71.0,3,,,24.0,1.33,2.0
2009,Quebec,1400,G2L,1.0,1,,,1.0,0.0,0.0
2009,Quebec,1400,G3K,451.0,273,,,2.0,0.18,0.33
2009,Quebec,1400,G2K,26.0,9,,,3.0,0.22,0.56
2009,Quebec,1400,G2G,45.0,44,,,1.0,0.0,0.3
2009,Quebec,1400,G2N,29.0,23,,,1.0,0.0,0.83
2009,Quebec,1400,G6K,69.0,69,,,1.0,0.0,0.26
2009,Quebec,1400,G1R,87.0,3,,,29.0,1.33,1.67
2009,Quebec,1400,G1Y,14.0,10,,,1.0,0.0,1.5
2009,Quebec,1400,G2J,84.0,11,,,8.0,0.91,1.36
2009,Quebec,1400,nan,1123.0,540,,,2.0,0.11,0.69
2009,Quebec,1400,G1E,210.0,34,,,6.0,1.59,2.12
2009,Quebec,1400,G1P,96.0,6,,,16.0,2.17,0.17
2009,Quebec,1400,G1C,298.0,44,,,7.0,1.2,0.67
2009,Quebec,1400,G2E,39.0,16,,,2.0,0.19,0.0
2009,Quebec,1400,G1M,12.0,3,,,4.0,1.0,1.33
2009,Quebec,1400,G3A,185.0,51,,,4.0,0.0,0.34
2009,Quebec,1400,G6W,96.0,49,,,2.0,0.06,0.75
2009,Quebec,1400,G1T,40.0,2,,,20.0,0.0,2.5
2009,Quebec,1400,G1X,71.0,13,,,5.0,0.46,0.15
2009,Quebec,1400,G3E,69.0,52,,,1.0,0.31,0.31
2009,Quebec,1400,G6Z,40.0,20,,,2.0,0.0,1.53
2009,Quebec,1400,G1K,100.0,10,,,10.0,2.1,2.5
2009,Quebec,1400,G1W,141.0,9,,,16.0,1.56,0.44
2009,Quebec,1400,G2C,355.0,70,,,5.0,1.14,0.54
2009,Quebec,1400,G3G,26.0,20,,,1.0,0.2,1.25
2009,Quebec,1400,G7A,5.0,5,,,1.0,0.0,0.4
2009,Quebec,1400,G0A,432.0,355,,,1.0,0.01,0.6
2009,Quebec,1400,G1H,21.0,11,,,2.0,0.18,0.64
2009,Quebec,1400,G2A,32.0,15,,,2.0,0.8,1.4
2009,Quebec,1400,G3B,47.0,45,,,1.0,0.0,0.8
2009,Quebec,1400,G3J,31.0,29,,,1.0,0.0,2.41
2009,Quebec,1400,G6C,38.0,22,,,2.0,0.0,0.32
2009,Quebec,1400,G6V,55.0,36,,,2.0,0.0,0.45
2010,Quebec,1400,G1V,108.0,1,,108.0,108.0,10.0,0.0
2010,Quebec,1400,G2M,277.0,120,,277.0,2.0,0.48,0.79
2010,Quebec,1400,G3K,300.0,177,,300.0,2.0,0.13,0.24
2010,Quebec,1400,G1N,41.0,5,,41.0,8.0,2.2,4.0
2010,Quebec,1400,G1T,9.0,7,,9.0,1.0,0.0,2.57
2010,Quebec,1400,G0A,547.0,425,,547.0,1.0,0.0,0.39
2010,Quebec,1400,G1L,76.0,7,,76.0,11.0,1.29,2.29
2010,Quebec,1400,G2E,35.0,3,,35.0,12.0,1.33,0.67
2010,Quebec,1400,G1Y,12.0,7,,12.0,2.0,0.0,2.86
2010,Quebec,1400,G6X,1.0,1,,1.0,1.0,0.0,0.0
2010,Quebec,1400,G3J,150.0,41,,150.0,4.0,0.22,0.15
2010,Quebec,1400,G3A,22.0,17,,22.0,1.0,0.0,0.56
2010,Quebec,1400,G3N,145.0,113,,145.0,1.0,0.0,0.32
2010,Quebec,1400,G1R,222.0,2,,222.0,111.0,9.0,4.0
2010,Quebec,1400,G2B,435.0,95,,435.0,5.0,0.55,0.87
2010,Quebec,1400,G1W,34.0,21,,34.0,2.0,0.1,0.29
2010,Quebec,1400,G3E,36.0,15,,36.0,2.0,0.4,0.07
2010,Quebec,1400,G6K,119.0,106,,119.0,1.0,0.0,0.24
2010,Quebec,1400,G1B,197.0,165,,197.0,1.0,0.04,0.24
2010,Quebec,1400,G1P,28.0,14,,28.0,2.0,0.29,2.23
2010,Quebec,1400,G2G,109.0,27,,109.0,4.0,1.3,0.56
2010,Quebec,1400,G6C,19.0,11,,19.0,2.0,0.0,0.3
2010,Quebec,1400,G1E,199.0,38,,199.0,5.0,1.18,1.18
2010,Quebec,1400,G1H,12.0,4,,12.0,3.0,0.75,0.5
2010,Quebec,1400,G0R,295.0,108,,295.0,3.0,0.0,0.35
2010,Quebec,1400,G1C,415.0,61,,415.0,7.0,1.1,0.38
2010,Quebec,1400,G1G,153.0,19,,153.0,8.0,1.58,0.11
2010,Quebec,1400,G1S,70.0,8,,70.0,9.0,2.25,1.38
2010,Quebec,1400,G2N,48.0,38,,48.0,1.0,0.05,0.5
2010,Quebec,1400,G3G,23.0,16,,23.0,1.0,0.13,0.44
2010,Quebec,1400,nan,982.0,410,,982.0,2.0,0.07,0.65
2010,Quebec,1400,G1J,15.0,2,,15.0,8.0,1.5,2.5
2010,Quebec,1400,G7A,66.0,61,,66.0,1.0,0.0,0.17
2010,Quebec,1400,G1M,137.0,2,,137.0,69.0,3.5,1.0
2010,Quebec,1400,G2C,389.0,137,,389.0,3.0,0.68,0.83
2010,Quebec,1400,G1X,35.0,6,,35.0,6.0,1.67,1.83
2010,Quebec,1400,G2A,85.0,36,,85.0,2.0,0.39,1.51
2010,Quebec,1400,G6V,192.0,93,,192.0,2.0,0.0,0.39
2010,Quebec,1400,G6W,23.0,16,,23.0,1.0,0.0,0.81
2010,Quebec,1400,G6Z,125.0,110,,125.0,1.0,0.0,0.14
2010,Quebec,1400,G1K,26.0,5,,26.0,5.0,2.0,1.2
2010,Quebec,1400,G2J,34.0,6,,34.0,6.0,1.0,0.6
2010,Quebec,1400,G2K,373.0,86,,373.0,4.0,0.66,1.73
2010,Quebec,1400,G3B,33.0,33,,33.0,1.0,0.0,0.55
2011,Quebec,1400,G1E,439.0,59,,439.0,7.0,0.59,1.75
2011,Quebec,1400,G3N,130.0,106,,130.0,1.0,0.0,0.71
2011,Quebec,1400,G6C,10.0,6,,10.0,2.0,0.0,0.4
2011,Quebec,1400,G7A,59.0,59,,59.0,1.0,0.0,0.13
2011,Quebec,1400,G1X,20.0,6,,20.0,3.0,0.0,0.5
2011,Quebec,1400,G2K,124.0,47,,124.0,3.0,0.09,2.05
2011,Quebec,1400,G0A,515.0,366,,515.0,1.0,0.0,0.83
2011,Quebec,1400,G1J,8.0,2,,8.0,4.0,1.5,0.0
2011,Quebec,1400,G3G,29.0,14,,29.0,2.0,0.14,0.85
2011,Quebec,1400,G6V,240.0,57,,240.0,4.0,0.0,0.94
2011,Quebec,1400,G1H,27.0,5,,27.0,5.0,0.6,1.4
2011,Quebec,1400,G1R,9.0,1,,9.0,9.0,0.0,2.0
2011,Quebec,1400,G3K,232.0,119,,232.0,2.0,0.17,0.93
2011,Quebec,1400,G0R,129.0,97,,129.0,1.0,0.0,0.23
2011,Quebec,1400,G1C,162.0,68,,162.0,2.0,0.12,0.57
2011,Quebec,1400,G1M,70.0,1,,70.0,70.0,7.0,0.0
2011,Quebec,1400,G2A,94.0,50,,94.0,2.0,0.04,1.0
2011,Quebec,1400,G1G,101.0,11,,101.0,9.0,0.82,2.27
2011,Quebec,1400,G1N,11.0,3,,11.0,4.0,0.0,3.67
2011,Quebec,1400,G6W,74.0,26,,74.0,3.0,0.0,1.7
2011,Quebec,1400,G1B,146.0,115,,146.0,1.0,0.12,0.6
2011,Quebec,1400,G6Z,148.0,63,,148.0,2.0,0.1,0.17
2011,Quebec,1400,nan,1105.0,302,,1105.0,4.0,0.07,0.8
2011,Quebec,1400,G1L,12.0,2,,12.0,6.0,0.0,0.0
2011,Quebec,1400,G1S,71.0,6,,71.0,12.0,0.0,1.17
2011,Quebec,1400,G1P,10.0,4,,10.0,3.0,0.5,0.0
2011,Quebec,1400,G6K,106.0,84,,106.0,1.0,0.0,0.58
2011,Quebec,1400,G2E,53.0,18,,53.0,3.0,0.0,0.6
2011,Quebec,1400,G2G,175.0,43,,175.0,4.0,0.4,1.97
2011,Quebec,1400,G3E,92.0,56,,92.0,2.0,0.18,0.25
2011,Quebec,1400,G1T,11.0,11,,11.0,1.0,0.0,0.7
2011,Quebec,1400,G1W,122.0,21,,122.0,6.0,0.57,0.95
2011,Quebec,1400,G2M,188.0,87,,188.0,2.0,0.13,0.69
2011,Quebec,1400,G2B,41.0,17,,41.0,2.0,0.12,0.76
2011,Quebec,1400,G2J,1.0,1,,1.0,1.0,0.0,0.0
2011,Quebec,1400,G2C,129.0,45,,129.0,3.0,1.13,1.27
2011,Quebec,1400,G2N,29.0,19,,29.0,2.0,0.0,1.26
2011,Quebec,1400,G3J,201.0,56,,201.0,4.0,0.0,0.71
2011,Quebec,1400,G1K,106.0,8,,106.0,13.0,0.75,3.63
2011,Quebec,1400,G1Y,11.0,8,,11.0,1.0,0.0,0.63
2011,Quebec,1400,G2L,1.0,1,,1.0,1.0,0.0,0.0
2011,Quebec,1400,G1V,99.0,4,,99.0,25.0,0.0,1.25
2011,Quebec,1400,G3B,96.0,39,,96.0,2.0,0.0,1.11
2011,Quebec,1400,G6X,4.0,4,,4.0,1.0,0.0,0.5
2011,Quebec,1400,G3A,5.0,5,,5.0,1.0,0.0,0.8
2012,Quebec,1400,G1R,18.0,1,,18.0,18.0,4.0,2.0
2012,Quebec,1400,G2J,143.0,1,,143.0,143.0,0.0,1.0
2012,Quebec,1400,G6K,57.0,46,,57.0,1.0,0.04,0.46
2012,Quebec,1400,G6V,217.0,120,,217.0,2.0,0.16,1.03
2012,Quebec,1400,G1H,284.0,8,,284.0,36.0,1.5,2.13
2012,Quebec,1400,G3A,173.0,21,,173.0,8.0,0.0,1.14
2012,Quebec,1400,G3C,82.0,65,,82.0,1.0,0.12,0.7
2012,Quebec,1400,G6J,20.0,14,,20.0,1.0,0.0,0.36
2012,Quebec,1400,G1G,51.0,7,,51.0,7.0,0.86,1.86
2012,Quebec,1400,G1M,51.0,3,,51.0,17.0,1.0,0.33
2012,Quebec,1400,G1X,19.0,13,,19.0,1.0,0.0,0.75
2012,Quebec,1400,G2E,17.0,11,,17.0,2.0,0.27,1.91
2012,Quebec,1400,G2M,138.0,89,,138.0,2.0,0.09,1.59
2012,Quebec,1400,G0A,579.0,344,,579.0,2.0,0.02,0.96
2012,Quebec,1400,G3B,33.0,33,,33.0,1.0,0.0,1.56
2012,Quebec,1400,G3E,154.0,38,,154.0,4.0,0.37,0.73
2012,Quebec,1400,G7A,151.0,93,,151.0,2.0,0.0,0.76
2012,Quebec,1400,G1W,58.0,31,,58.0,2.0,0.58,0.85
2012,Quebec,1400,G3N,181.0,144,,181.0,1.0,0.08,0.95
2012,Quebec,1400,G1L,65.0,5,,65.0,13.0,1.0,5.6
2012,Quebec,1400,G1S,352.0,7,,352.0,50.0,1.57,0.4
2012,Quebec,1400,G3G,34.0,21,,34.0,2.0,0.1,1.5
2012,Quebec,1400,G1N,1.0,1,,1.0,1.0,0.0,0.0
2012,Quebec,1400,G6Z,57.0,36,,57.0,2.0,0.0,0.4
2012,Quebec,1400,G1J,105.0,10,,105.0,11.0,1.3,1.1
2012,Quebec,1400,G1K,117.0,7,,117.0,17.0,2.57,3.14
2012,Quebec,1400,nan,79.0,61,,79.0,1.0,0.08,0.67
2012,Quebec,1400,G2A,131.0,60,,131.0,2.0,0.7,1.39
2012,Quebec,1400,G1T,12.0,7,,12.0,2.0,0.29,0.17
2012,Quebec,1400,G2K,205.0,56,,205.0,4.0,1.18,0.73
2012,Quebec,1400,G2N,17.0,11,,17.0,2.0,0.0,1.09
2012,Quebec,1400,G2C,322.0,11,,322.0,29.0,2.09,0.9
2012,Quebec,1400,G2G,215.0,42,,215.0,5.0,1.21,0.79
2012,Quebec,1400,G3K,227.0,70,,227.0,3.0,0.69,1.54
2012,Quebec,1400,G0R,100.0,63,,100.0,2.0,0.0,0.09
2012,Quebec,1400,G1P,95.0,15,,95.0,6.0,0.47,4.36
2012,Quebec,1400,G1B,141.0,111,,141.0,1.0,0.14,0.39
2012,Quebec,1400,G1E,261.0,46,,261.0,6.0,0.61,0.62
2012,Quebec,1400,G2B,293.0,67,,293.0,4.0,1.52,0.85
2012,Quebec,1400,G2L,244.0,21,,244.0,12.0,0.95,2.0
2012,Quebec,1400,G3J,99.0,35,,99.0,3.0,0.4,0.87
2012,Quebec,1400,G6W,171.0,34,,171.0,5.0,0.79,1.1
2012,Quebec,1400,G6C,81.0,22,,81.0,4.0,0.18,0.45
2012,Quebec,1400,G1C,222.0,65,,222.0,3.0,0.66,1.06
2012,Quebec,1400,G1V,325.0,9,,325.0,36.0,4.22,2.78
2012,Quebec,1400,G1Y,4.0,4,,4.0,1.0,0.0,0.75
2012,Quebec,1400,G6X,15.0,7,,15.0,2.0,0.29,2.0
2013,Quebec,1400,G1J,135.0,8,,135.0,17.0,2.88,3.86
2013,Quebec,1400,G1V,76.0,6,,76.0,13.0,2.17,4.0
2013,Quebec,1400,G2E,62.0,21,,62.0,3.0,0.52,2.4
2013,Quebec,1400,G2M,91.0,67,,91.0,1.0,0.07,0.93
2013,Quebec,1400,G1H,56.0,10,,56.0,6.0,0.9,0.0
2013,Quebec,1400,G2L,23.0,10,,23.0,2.0,0.6,5.8
2013,Quebec,1400,G2A,92.0,26,,92.0,4.0,0.35,1.65
2013,Quebec,1400,G2G,83.0,19,,83.0,4.0,1.68,3.5
2013,Quebec,1400,G3B,39.0,39,,39.0,1.0,0.0,1.21
2013,Quebec,1400,G1S,38.0,13,,38.0,3.0,0.77,2.83
2013,Quebec,1400,G2B,272.0,20,,272.0,14.0,1.7,3.29
2013,Quebec,1400,G3A,139.0,20,,139.0,7.0,0.35,1.8
2013,Quebec,1400,G2N,57.0,32,,57.0,2.0,0.06,0.59
2013,Quebec,1400,G1W,222.0,31,,222.0,7.0,0.87,1.69
2013,Quebec,1400,G1C,311.0,43,,311.0,7.0,1.4,2.1
2013,Quebec,1400,G2C,20.0,2,,20.0,10.0,2.5,0.0
2013,Quebec,1400,G3E,102.0,53,,102.0,2.0,0.15,0.56
2013,Quebec,1400,G3G,12.0,8,,12.0,2.0,0.25,2.38
2013,Quebec,1400,G1M,101.0,4,,101.0,25.0,1.25,7.5
2013,Quebec,1400,G1R,83.0,2,,83.0,42.0,1.5,0.0
2013,Quebec,1400,G1Y,5.0,4,,5.0,1.0,0.0,1.25
2013,Quebec,1400,G1T,14.0,12,,14.0,1.0,0.0,0.5
2013,Quebec,1400,G1X,20.0,14,,20.0,1.0,0.14,0.57
2013,Quebec,1400,G6C,5.0,5,,5.0,1.0,0.0,1.6
2013,Quebec,1400,G1G,91.0,4,,91.0,23.0,1.5,2.0
2013,Quebec,1400,G1K,100.0,5,,100.0,20.0,2.2,2.6
2013,Quebec,1400,G3K,270.0,80,,270.0,3.0,1.1,1.18
2013,Quebec,1400,G1P,77.0,8,,77.0,10.0,0.75,5.71
2013,Quebec,1400,G1L,20.0,3,,20.0,7.0,2.0,0.0
2013,Quebec,1400,G3N,133.0,117,,133.0,1.0,0.04,0.6
2013,Quebec,1400,G6J,52.0,34,,52.0,2.0,0.0,0.45
2013,Quebec,1400,G3C,119.0,92,,119.0,1.0,0.09,0.98
2013,Quebec,1400,G6K,30.0,20,,30.0,2.0,0.1,1.0
2013,Quebec,1400,G1B,68.0,55,,68.0,1.0,0.07,0.52
2013,Quebec,1400,G6V,284.0,90,,284.0,3.0,0.16,0.63
2013,Quebec,1400,nan,45.0,40,,45.0,1.0,0.05,0.53
